Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias da Saúde,4153,ANÁLISE DE SOBREVIDA DE PACIENTES DIAGNOSTICADOS COM CARCINOMA ESCAMOSO DE PULMÃO NO PERÍODO DE 2004 A 2025 E TRATADOS EM HOSPITAL UNIVERSITÁRIO DO RIO DE JANEIRO,"FERNANDA FERREIRA CRUZ,LUCAS PINTO DE AMORIM,PATRICIA ROCCO,PEDRO LEME"
Centro de Ciencias da Saúde,5625,PERCEPÇÕES E BARREIRAS DE ACADÊMICAS DE MEDICINA FRENTE À ESCOLHA DA CIRURGIA COMO ESPECIALIDADE,"BRUNA MAIA BORGES,CAROLINA AZEVEDO ALVES CARDOSO CASTILHO,DANIELLE NUNES FORNY,GABRIELA ARAKAKI FARIA,LUISA SOUHAMI BELFORD ROXO,MILENA MONTEIRO MASTRA FONTOURA,THAMIRES OLIVEIRA SANTOS"
Centro de Ciencias da Saúde,6192,O EFEITO DE FATORES AMBIENTAIS NO RISCO DE DESENVOLVIMENTO DE DIABETES MELLITUS TIPO 1: UMA ANÁLISE DE PACIENTES DO HOSPITAL UNIVERSITÁRIO CLEMENTINO FRAGA FILHO,"AURELINA HUGUENIN COSTA,JOANA RODRIGUES DANTAS VEZZANI,MARIA CLARA RODRIGUES DE SENA,MELANIE RODACKI Pôster Virtual. Pôster Virtual: Educação e Ensino de Ciências | PEX.EXT.UNI.EPO.254"
Centro de Ciencias da Saúde,1152,Revistinha RFA: comunicação gráfica para a popularização do conhecimento botânico. AUTORES E,"ANA CLARA MORO,CARLA Y GUBÁU MANÃO,DIEGO EDON ALURINTINO DOS SANTOS,LETICIA CABRAL MONTEIRO"
Centro de Ciencias da Saúde,2569,CORANDO O SETE: HISTOLOGIA É CIÊNCIA. EDUCAÇÃO E ARTE,"ANA CLARA RANGEL XAVIER,DAVI ALVES MIRANDA,FERNANDA MARTINS DE ALMEIDA MAIA,LEONARDO GARRIDO DE DEUS"
Centro de Ciencias da Saúde,3614,ENTENDENDO A TROMBOSE: UM PROJETO DE EDUCAÇÃO EM SAÚDE E COMUNICAÇÃ CIENTÍFICA NO INSTAGRAM,"LUCIANA WERMELINGER SERRÃO,MATHEUS VENETILLO MACHADO,MILENA MONTEIRO MASTRA FONTOURA,RUSSOLINA BENEDETA ZINGALI"
Centro de Ciencias da Saúde,4267,"Entre Ciência e Educação: Preparação Expositiva de um exemplar de ouriço−cacheiro Coendou spinosus (Cuvier, 1822) para Musealização no Projeto de Extensão na Exposição Árvore da Vida – Instituto de Biologia, UFRJ.","CARLOS RODRIGUES DE MORAES NETO,GUSTAVO LATA NEVES,HENRIQUE CESAR FIGUEIREDO RAMOS BARBOSA,LUCAS MENEZES DE FREITAS,MARCIA DOS REIS GOMES,MARGARET MARIA DE OLIVEIRA CORRÊA,MIGUEL GODINHO ALVARES,PEDRO IVO PAIVA NASCIMENTO,VANIA SOARES ALVES"
Centro de Ciencias da Saúde,4655,DIVULGAMALACO: A DIVULGAÇÃO DA MALACOLOGIA COMO FERRAMENTA PARA A CONSTRUÇÃO DE UMA SOCIEDADE CONSCIENTE E SUSTENTÁVEL.,"ANGELO MARTINS AFRANIO PEIXOTO,CLEO DILNEI DE CASTRO OLIVEIRA,KARINA DE MELO SANTOS,LARISSA SOUZA MONTEIRO,LUCAS JUSTINO SANTOS,MARIA ANTôNIA RODRIGUES CAMELO,MARIA CLARA MACHADO BEMQUERER DA SILVA,MARIANA ALCANTARA MARTINS LEVI"
Centro de Ciencias da Saúde,4809,Promovendo as Neurociências: O Impacto do Curso de Férias em Neurociências na Formação Acadêmica e Social,"ALFRED SHOLL-FRANCO,ALINY DOS SANTOS CARVALHO,ANGELICA CAMPOS DOS SANTOS,DANIELLE CARVALHO GONCALVES,ESDRAS DOS SANTOS PINHEIRO PEREIRA,FAYLA DE SOUZA SILVA,GLAUCIO ARANHA BARROS,ISABELA DA CUNHA GOLDSTEIN,JOÃO VÍTOR GALO ESTEVES,SARAH KAROLINE LEMOS DE ARAUJO"
Centro de Ciencias da Saúde,5178,JOGO INTERATIVO EM SCRATCH SOBRE POLUIÇÃO MARINHA: INOVAÇÃO E SAÚDE AMBIENTAL COM CRIANÇAS DO ENSINO FUNDAMENTAL I,"DEBORA DE ALMEIDA TAPPARO,JOãO PEDRO GUEDES DA SILVA,LORRAYNE DOS SANTOS MACHADO PESSANHA DE SOUZA,LUIZA LOTUFO DE SOUZA AMBROZIM,MARIANA PADILHA,THATIANA VERôNICA RODRIGUES DE BARCELLOS FERNANDES"
Centro de Ciencias da Saúde,5248,Decisões curriculares na comunidade do PROFBIO: investigando tradições curriculares no Ensino de Biologia,"BEATRIZ MODESTO DA SILVA,JENIFFER EDOARDA FULGENCIO VIEIRA,MARCIA SERRA FERREIRA,ROSILAINE DE FÁTIMA WARDENSKI"
Centro de Ciencias da Saúde,5566,A EDUCAÇÃO FÍSICA NA PRÉ−ESCOLA E O EDUCANDO COM MICROCEFALIA POR INFECÇÃO DE ZIKA VÍRUS,"JOANA TERSCIA SOARES FONSECA,RICARDO MARTINS PORTO LUSSAC"
Centro de Ciencias da Saúde,5683,"A IMPORTÂNCIA DA AROEIRA (PIMENTA ROSA) NO USO CULINÁRIO, MEDICINAL E SUSTENTÁVEL NA HORTA DO RU DA UFRJ","ANA BEATRIZ SILVA GOMES,CARLOS ALBERTO PIOVESAN,IVAN BURSZTYN,MANUEL DE JESUS FRADE,MATEUS BADARO FERREIRA,PAULA FERNANDES DE BRITO,RENATA SANTOS PEREIRA MACHADO Pôster Virtual. Pôster Virtual: Educação Física II | PEX.EXT.UNI.EPO.303"
Centro de Ciencias da Saúde,174,DESCRIÇÃO DO TREINAMENTO DE NATAÇÃO EM ÁGUAS ABERTAS: ESTUDO DE CASO DE UM ATLETA AMADOR,"FRANCINE CAETANO DE ANDRADE NOGUEIRA,GUILHERME TUCHER,LUCAS DOS SANTOS ADãO,ROBERTO MIRANDA RAMOS COSTA"
Centro de Ciencias da Saúde,778,Associação do perímetro da cintura e do nível de atividade física com resistência insulínica em professores universitários,"CARLA DIONES,CYNTIA MOTA PINTO,FABIO GOMES DE FREITAS,ISABELLE ALEXANDRE DA SILVA,JOAO VITOR DA SILVA,LUCAS DE OLIVEIRA ALVES,PAULA GUEDES COCATE"
Centro de Ciencias da Saúde,2331,"ATIVIDADE FÍSICA DE INTENSIDADE MODERADA−VIGOROSA, MAS NÃO CAMINHADA É ASSOCIADA COM SÍNDROME METABÓLICA: ESTUDO COM PROFESSORES UNIVERSITÁRIOS","CARLA DIONES,CYNTIA MOTA PINTO,FABIO GOMES DE FREITAS,ISABELLE ALEXANDRE DA SILVA,JOAO VITOR DA SILVA,LUCAS DE OLIVEIRA ALVES,PAULA GUEDES COCATE"
Centro de Ciencias da Saúde,2625,DESAFIOS E PERSPECTIVAS NA RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE COLETIVA NO RIO DE JANEIRO.,"MÁRCIA APARECIDA RIBEIRO DE CARVALHO,MARIANA PERRONIO MACEDO SILVA,VIVIANE GOVEIA CHRISTINO"
Centro de Ciencias da Saúde,2808,A ATUAÇÃO DO RESIDENTE EM SAÚDE COLETIVA NA DIVISÃO DE AÇÕES E PROGRAMAS EM SAÚDE DA COORDENADORIA DA ATENÇÃO PRIMÁRIA DO MUNICÍPIO DO RIO DE JANEIRO,"MÁRCIA APARECIDA RIBEIRO DE CARVALHO,MARIANA PERRONIO MACEDO SILVA,VIVIANE GOVEIA CHRISTINO"
Centro de Ciencias da Saúde,3367,"Comparação da aptidão física, esteatose hepática e síndrome metabólica entre indivíduos com e sem obesidade","CARLOS EDUARDO BARRETO LISBôA,DIEGO VIANA GOMES,HOSPITAL UNIVERSITáRIO CLEMENTINO FRAGA FILHO,JOAO VITOR DA SILVA,LETICIA CAETANO,MARIA CHIARA"
Centro de Ciencias da Saúde,3682,AVALIAÇÃO DA SAÚDE MENTAL DE ESTUDANTES DE GRADUAÇÃO TEM IMPACTO NA VARIABILIDADE DA FREQUÊNCIA CARDÍACA E NO EQUILÍBRIO POSTURAL?,"IOLANDA STHEL DA SILVA,LUIS AURELIANO 104 IMBIRIBA SILVA"
Centro de Ciencias da Saúde,6230,"RESPOSTAS AGUDAS DA APLICAÇÃO DA ESTIMULAÇÃO TRANSCRANIANA POR CORRENTE CONTÍNUA (ETCC) NO DESEMPENHO FÍSICO, CARDIOVASCULAR E COGNITIVO DE ATLETAS DE PARACANOAGEM","ALESSANDRA PESSOA DE VASCONCELLOS,BIANCA MIARKA,IZABELE RIBEIRO PANESI DA SILVA,LUCIELLEN DE SOUZA DE ABREU,MARIA EDUARDA CALDEIRA DE SOUZA BRAZ,SOL LEVI MENDES DE LIMA,VINICIUS MUNARO VIEIRA Pôster Virtual. Pôster Virtual: Farmácia - Multidisciplinar V | PEX.EXT.UNI.EPO.520"
Centro de Ciencias da Saúde,790,Caracterização da interação do nanocorpo sdAb−mrh−IgG com imunoglobulina G por Ressonância Magnética Nuclear,"BRUNO TENDA MONTEIRO BARBOSA,FABIO C L ALMEIDA,MARCIUS DA SILVA ALMEIDA,TALITA STELLING DE ARAUJO,VANESSA BEZERRA DE OLIVEIRA LEITE"
Centro de Ciencias da Saúde,1346,Estudo do efeito de um derivado de nitroalceno (SANA) na função mitocondrial e na atividade da creatina quinase e hexoquinase no músculo e fígado de camundongos.,"CLARISSA OLIVEIRA DOS SANTOS FERREIRA,GABRIELE CATARINE SANTANA BARBOSA,JULIA BARRETO VICTORINO COSTA,JULIANA CAMACHO PEREIRA,MARINA SANTOS CHICHIERCHIO"
Centro de Ciencias da Saúde,2289,Identificação de Startups Fundadas por Alumni da UFRJ: uma proposta metodológica baseada em filtros quantitativos e validação digital,"DANIELA UZIEL,ELIEL ROGER DA SILVA,HUMBERTO HENRIQUES DE ARRUDA,RAFAEL PETRI SANTOS PINHEIRO,RÔMULO CRISTOVÃO DE SOUZA"
Centro de Ciencias da Saúde,2447,INTERNALIZAÇÃO MEDIADA POR RECEPTOR DA PROTEÍNA SPIKE DE SARS COV−2 EM DIFERENTES LINHAGENS CELULARES,"BEATRIZ ALBUQUERQUE CUSTODIO DE OLIVEIRA,DIEGO ALLONSO,MARIANA FREIRE CAMPOS"
Centro de Ciencias da Saúde,2455,Gêmeos digitais e modelagem farmacocinética baseada em fisiologia (PBPK) da vancomicina em pacientes críticos: otimização da posologia em pacientes oncológicos,"FERNANDA DE LIMA MOREIRA,JOãO PAULO MAROCHI TELLES,JULIANA VILLAR GUIMARAES,RITA DE CÁSSIA ELIAS ESTRELA MARINS"
Centro de Ciencias da Saúde,2481,RECRUTAMENTO DE VESÍCULAS EXTRACELULARES BACTERIANAS POR KLEBSIELLA PNEUMONIAE,"LETICIA MIRANDA LERY SANTOS,MATHEUS LUCHETTA DA FONSECA,NATALIA DOS SANTOS PINHEIRO,PAULO MASCARELLO BISCH,VIVIANE LIRIO FERREIRA"
Centro de Ciencias da Saúde,4608,PENSE BIOQUIMICAMENTE: O CONHECIMENTO BIOQUÍMICO COMO ESTRATÉGIA NO COMBATE À DESINFORMAÇÃO CIENTIFICA EM DOENÇAS DO ENVELHECIMENTO,"DANIELLE DE CRISTO FAGUNDES,FERNANDES WILLY DE ALMEIDA DA SILVA,JOãO LUCAS MIRANDA DA SILVA,JULIA BARRETO VICTORINO COSTA,JULIANA CAMACHO PEREIRA,RICARDO COELHO DE CARVALHO OLIVEIRA,SARAH KAROLINE LEMOS DE ARAUJO"
Centro de Ciencias da Saúde,5016,INTEGRAÇÃO DE MODELOS DE MACHINE LEARNING À TRIAGEM VIRTUAL PARA A DESCOBERTA DE POTENCIAIS INIBIDORES DE SGLT2,"BÁRBARA DE AZEVEDO ABRAHIM VIEIRA,GABRIEL RODRIGUES COUTINHO PEREIRA,STEPHANE LOURENçO DA COSTA"
Centro de Ciencias da Saúde,5601,RELAÇÃO ENTRE O CRESCIMENTO DE ESCHERICHIA COLI OP50 E A LONGEVIDADE DE CAENORHABDITIS ELEGANS,"BEATRIZ MARQUES PINHEIRO,DéBORA HENRIQUE DA SILVA ANJOS,GUILHERME ALVES BEHRING,JOÃO PEDRO SAMPAIO GUIMARÃES"
Centro de Ciencias da Saúde,5944,Modulação da dor aguda e crônica por agonistas opioides: um estudo in silico de interações moleculares AUTORES E,"BáRBARA BEDôR NOVO,CAMILO HENRIQUE DA SILVA LIMA,MAGALY GIRAO ALBUQUERQUE,MARCOS FABIO HENRIQUES DOS SANTOS Pôster Virtual. Pôster Virtual: Farmácia - Multidisciplinar IV | PEX.EXT.UNI.EPO.514"
Centro de Ciencias da Saúde,686,ESTABELECIMENTO DE CONTROLES INTERNOS E VALIDAÇÃO PRELIMINAR DE PARÂMETROS HEMATOLÓGICOS DO SETOR DE ANÁLISES CLÍNICAS VETERINÁRIA,"ALANA AGNES SILVA CAMARGO DE OLIVEIRA,FLÁVIA SERRA FRATTANI FERREIRA,LUCIANA WERMELINGER SERRÃO,PAULO MURILLO NEUFELD,PLíNIO CUNHA SATHLER,PRYSCILA SANTIAGO RODRIGUES,TAISSA NUNES GUERRERO,THAMIRES MEDRADO"
Centro de Ciencias da Saúde,1895,Análise de Alterações Neurológicas de Longo Prazo Associadas a Múltiplas Exposições à Proteína Spike do SARS−CoV−2,"CLAUDIA FIGUEIREDO,GISELLE FAZZIONI PASSOS,MARIANA FAGGIONI FREIRE,MARIANA RIGUETO DE PAIVA,RAQUEL COSTA DA SILVA"
Centro de Ciencias da Saúde,2200,IMPLEMENTAÇÃO DE TESTES QUALITATIVOS PARA DETERMINAÇÃO DA PRESENÇA DE HEMOGLOBINAS INSTÁVEIS NO LABORATÓRIO ESCOLA DE ANÁLISES CLÍNICAS DA FACULDADE DE FARMÁCIA (LACFAR),"ELIANA ABREU SANTOS,FABIO LUIZ COSTA DE SOUZA,LUCIANA WERMELINGER SERRÃO,LUISA MENDES NOGUEIRA VAL,TAISSA NUNES GUERRERO"
Centro de Ciencias da Saúde,2575,Trajetória do Projeto de Extensão “Analisando o Sangue para Melhorar a Qualidade de Vida!” − Onde Estamos e para Onde Vamos,"ANA VERA GOMES DA CRUZ,ELIANA ABREU SANTOS,LUCIANA WERMELINGER SERRÃO"
Centro de Ciencias da Saúde,3414,ANÁLISE DA ROTULAGEM DE PRODUTOS VEGETARIANOS ANÁLOGOS À CARNE COMERCIALIZADOS ONLINE,"CARLA CARNEIRO,FABRICIO DE OLIVEIRA SILVA,GABRIELLI ESTANI BARBOZA,IGOR ALMEIDA RODRIGUES"
Centro de Ciencias da Saúde,4028,Recuperação de peptidases de Pseudomonas antarctica por sistema aquoso bifásico formado por PEG/fosfato,"ALEXANDRE ROSADO,ANA CAROLINA DE MATTOS BATISTA,ÂNGELO SAMIR MELIM MIGUEL,EVELIN ANDRADE MANOEL,GABRIELLA SALGADO PEREIRA,GISELA MARIA DELLAMORA ORTIZ,JOÃO LUCAS DORNELLAS PONTES NASSER JÚLIO"
Centro de Ciencias da Saúde,4311,Abordagens integradas em química medicinal e aprendizado de máquinas no planejamento de antimicobacterianos para cepas resistentes,"BÁRBARA DE AZEVEDO ABRAHIM VIEIRA,CARLOS RANGEL RODRIGUES,EDUARDA MOREIRA BARRETO,GABRIEL RODRIGUES COUTINHO PEREIRA,GIL MENDES VIANA,LUCIO MENDES CABRAL,RAQUEL PINTO NUNES"
Centro de Ciencias da Saúde,5816,Impacto da Simulação de Dinâmica Molecular na Predição de Epítopos de células B em L−Asparaginases AUTORES E,"ANNA FLÁVIA DE SOUZA DE MORAIS,JOSÉ DE ANCHIETA DE OLIVEIRA FILHO,JULIA REIS DOS SANTOS DE OLIVEIRA,PEDRO PASCUTTI,THEO LUIZ FERRAZ DE SOUZA 105 Pôster Virtual. Pôster Virtual: Imunologia II | PEX.EXT.UNI.EPO.464"
Centro de Ciencias da Saúde,670,Dectina−1R interage com o P2X7R nas doenças inflamatórias intestinais e controla os níveis de ectonucleotidases no cólon,"GILDA ROSE SILVA DO AMARAL,HAYANDRA NANINI,HEITOR SIFFERT PEREIRA DE SOUZA,ISADORA SCHMUKLER DE LIMA,JOSÉ NAZIOBERTO DUDA FARIAS,KAREN CRISTINA SOUZA,LETÍCIA DE ALMEIDA CARVALHO,LUIZ EDUARDO BAGGIO SAVIO,MARIA LUIZA DANTAS PEREIRA,MORGANA TEIXEIRA LIMA CASTELO BRANCO,PATRICIA TEIXEIRA SANTANA,PEDRO HENRIQUE SALES BARBOSA,ROBSON COUTINHO-SILVA,RODRIGO TINOCO FIGUEIREDO,VICTOR HUGO SANTOS,VINICIUS MENDES VIDAL,YGOR MARINHO FERREIRA DOS SANTOS"
Centro de Ciencias da Saúde,952,Desing experimental de superfície de resposta para avaliação da extração dos alérgenos principais dos ácaros dermatophagoides,"ANDRÉA MEDEIROS SALGADO,DANIEL VASCONCELOS RIBEIRO E SILVA,FRANCISCA DAS CHAGAS SOBRAL SILVA,NINOSKA BOJORGE,RAQUEL CORREA DINIZ"
Centro de Ciencias da Saúde,1266,Linfócitos B exercem ação reguladora da imunopatologia causada pela infecção por Leishmania amazonensis em camundongos C57BL/6 (B6): papel da molécula adaptadora MyD88.,"ANDERSON GUIMARAES BAPTISTA COSTA,FÁBIO BARROZO DO CANTO,INGRID WACLAWIAK,JOãO VICTOR CORREIA DA SILVA,MARIA BELLIO"
Centro de Ciencias da Saúde,3820,FUNÇÃO DA ENZIMA HEME OXIGENASE−1 NA FISIOPATOLOGIA DA INFECÇÃO POR HISTOPLAMA CAPSULATUM,"ALESSANDRO FERNANDES VALDEZ,FABIANNO FERREIRA DUTRA,LEONARDO NIMRICHTER,VICTORIA DE ARAUJO PIRES"
Centro de Ciencias da Saúde,3948,Implicações da ausência de Cbx4 em linfócitos T CD8 no contexto de infecção aguda e câncer AUTORES E,"GUILHERME AFONSO MELO,HEITOR AFFONSO DE PAULA NETO,JOAO PEDRO DE LIMA DE OLIVEIRA,JULIANA ECHEVARRIA NEVES LIMA,LUIZA MENDONCA HIGA,MIRIAM BF WERNECK,MOISES AGUIAR NEVES NETO,RENATA DE MEIRELLES SANTOS PEREIRA,THAÍS DE OLIVEIRA PASSOS"
Centro de Ciencias da Saúde,3992,"Células inflamatórias na mediação das respostas à proteína Spike do SARS−CoV−2: ênfase em mastócitos, macrófagos e células dendríticas.","BIANCA DE LIMA ALMEIDA,CLAUDIA FIGUEIREDO,GISELLE FAZZIONI PASSOS,MARINA DA CRUZ NUNES,ROBSON DA COSTA,SUELEN PEREIRA"
Centro de Ciencias da Saúde,4156,O IMPACTO DAS ALTERAÇÕES IMUNOLOGICAS NO DESENVOLVIMENTO DA COVID−19 LONGA AUTORES E,"ANNA CAROLLINA GODINHO RESENDE,CLAUDIA BENJAMIM,REBECA MELO DE OLIVEIRA"
Centro de Ciencias da Saúde,4179,Liberação de Redes Extracelulares de DNA (DETs) por Macrófagos Humanos em Resposta à Interação com Leishmania amazonensis,"ANDERSON GUIMARAES BAPTISTA COSTA,BRUNA CARLOS DO NASCIMENTO BARBOSA,ELVIRA MARIA SARAIVA,MARCUS VINICIUS SOUZA MAGALHãES,MARIA VICTóRIA INáCIO WERNECH"
Centro de Ciencias da Saúde,102,CIENCIA SOBRE RODAS,"ALAN SILVA MINHO,ANA CLARA DA SILVA RIBEIRO,ANA NOEMI MOURA MARQUES LIMA,BEATRIZ CARRILHO,BEATRIZ MORENA DA COSTA DAMIANI,ELLEN VICTORIA DOS SANTOS TAVARES PIMENTEL,FLAVIA REGINA SOUZA LIMA,GABRIELLA PINHEIRO ALVES DE FREITAS,GIULIA RAMOS PESSANHA,HYVALKER ALLAN CORREIA DO AMARAL,IOHANA BIANCA PAGNONCELLI,JOVANNA DA SILVA ROMANHOLI SAAR,JULIA FERRAREZI FAVORATO MORIEL GARCIA,LIDIA GOMES PAURA,REBECCA LUISA ROSA MAGARÃO MOREIRA"
Centro de Ciencias da Saúde,552,Explorando Saberes e alcançando públicos: o Papel do Museu de Anatomia e seus mediadores na Educação não formal.,"ANA BEATRIZ MONTEIRO GONCALVES,LARA MOTA VIEIRA SOUZA,LUDMILA RIBEIRO BEZERRA DE CARVALHO,NICOLE SOUZA DOS SANTOS,REBECCA VICTORIA EUZEBIA DA COSTA GONÇALVES"
Centro de Ciencias da Saúde,1038,Entre ateliê e laboratório: o Scientificarte na divulgação científica pelas mídias digitais AUTORES E,"ANA CLARA MAGALHÃES DE LACERDA COSTA,,ANNA LUíZA SGARBI DUARTE,CHRISTINE RUTA,INGRID CASTRO BERTOLDO,JHENIFER OLIVEIRA DE LIMA,JOAO TORRES DE MELLO NETO,LUCIANO GUSTAVO OLIVEIRA DA SILVA,MERIANE DOS SANTOS PAULA,RACHEL SOUTELINHO FERREIRA ZACARIAS,SOFIA VITORIA DOS SANTOS SILVA"
Centro de Ciencias da Saúde,2258,PANORAMA E IMPACTO DA COLEÇÃO DE EXTENSÃO DO PROJETO DE EXTENSÃO “DAS REDES ÀS RUAS: DIFUSÃO E TROCA DE CONHECIMENTOS SOBRE PEIXES”,"ELISABETH HENSCHEL DE LIMA COSTA,ISABELLE LúCIO RAMOS,KARLA DIAMANTINA DE ARAUJO SOARES,SOFIA MAIA MONTEIRO,SOFIA VIEIRA DE FIGUEIREDO"
Centro de Ciencias da Saúde,2381,O USO DO INSTAGRAM COMO FERRAMENTA DE DIVULGAÇÃO CIENTÍFICA DO MUSEU DE ANATOMIA DA UFRJ ATRAVÉS DO PERFIL “POR DENTRO DO CORPO“,"ANA BEATRIZ MONTEIRO GONCALVES,LARA MOTA VIEIRA SOUZA,LUDMILA RIBEIRO BEZERRA DE CARVALHO,NICOLE SOUZA DOS SANTOS,REBECCA VICTORIA EUZEBIA DA COSTA GONÇALVES"
Centro de Ciencias da Saúde,2489,O QUE NÃO ESTÁ VISÍVEL NAS VITRINES: BASTIDORES DA MEDIAÇÃO NO MUSEU DE ANATOMIA DA UFRJ,"ANA BEATRIZ MONTEIRO GONCALVES,LARA MOTA VIEIRA SOUZA,LUDMILA RIBEIRO BEZERRA DE CARVALHO,NICOLE SOUZA DOS SANTOS,REBECCA VICTORIA EUZEBIA DA COSTA GONÇALVES"
Centro de Ciencias da Saúde,4067,Coleções didáticas zoológicas como ferramentas de ensino e extensão: o caso da coleção didática de anfíbios da UFRJ,"BRUNA GUARABYRA MOREIRA GODINHO DA SILVA,FÁBIO HEPP SILVA FERNANDES DOS SANTOS,JOANA TOSTES DA CUNHA E MENEZES,JULIANA KIRCHMEYER PIRES"
Centro de Ciencias da Saúde,4820,TERRITÓRIOS INCLUSIVOS: MAPAS GEOLOCALIZADOS DAS AÇÕES EXTENSIONISTAS QUE PROMOVEM A INCLUSÃO DAS PESSOAS COM DEFICIÊNCIA NA UFRJ.,"JEAN-CHRISTOPHE HOUZEL,NAOMI ANGEL FERREIRA"
Centro de Ciencias da Saúde,1406,PIRIPROXIFENO E SEUS IMPACTOS NO RIM DO ZEBRAFISH,"ANDRESSA CABRAL,FABRICIO PEREIRA DOS SANTOS MAIA,LEANDRO MIRANDA-ALVES 106"
Centro de Ciencias da Saúde,1608,Análise das vias de reparo de quebra de fita dupla de DNA como base para o aprimoramento de edição gênica por CRISPR/Cas9 em Rhodnius prolixus,"DANIELA TERRA DA FONSECA,HELENA ARAUJO,JAMILE MOTA DA SILVA,TAINAN CARLA GUEDES DA SILVA"
Centro de Ciencias da Saúde,2949,CARDIOTOXICIDADE DE NOVO INIBIDOR DE RHO−CINASE,"BERNARDO FERREIRA VINAGRE,CAROLINA MORITZ SERPA COELHO,GISELE ZAPATA-SUDO,HEBER VICTOR TOLOMEU,JULIANA NICOLAU ARANHA CARVALHO,PEDRO DE SENA MURTEIRA PINHEIRO,TADEU LIMA MONTAGNOLI"
Centro de Ciencias da Saúde,2997,INOVAÇÕES EM FIOS DE POLIDIOXANONA PARA SUTURA: REVISÃO CIENTÍFICA E PROSPECÇÃO TECNOLÓGICA,"ALEX PINE ALVES,HESHILEY CRISTIANE CORREIA DA SILVA,MARIANA DEBOSSAM JUDICE PARGANA,SARA GEMINI PIPERNI,THIAGO MARUJO DE CARVALHO"
Centro de Ciencias da Saúde,3633,Mecanismo nefroprotetor da doxiciclina em células mesangiais renais submetidas à hipóxia−reperfusão: ação no estresse do retículo endoplasmático e em HIF1α,"ALINE LEAL CORTêS,DAYENE SANTOS GOMES ACCIOLI,LUCIENNE DA SILVA LARA MORCILLO,YAGO MICHAEL RIZZI"
Centro de Ciencias da Saúde,4241,Zebrafish como ferramenta alternativa na avaliação de desreguladores endócrinos no ambiente AUTORES E,"ANDRESSA CABRAL,BRUNNO GOMES DE BARROS,LEANDRO MIRANDA-ALVES,SAMUEL DE SOUSA LIMA JUNIOR"
Centro de Ciencias da Saúde,4389,EFEITOS DA EXPOSIÇÃO AO Δ9−TETRAHIDROCANABINOL (THC) NA ADOLESCÊNCIA EM CAMUNDONGOS MODELO GENÉTICO DE ESQUIZOFRENIA,"FELIPE CAUA PINHEIRO DOS SANTOS,FLAVIA REGINA SOUZA LIMA,IGOR DA FONSECA RANGEL,IOHANA BIANCA PAGNONCELLI,LORENA FORTUNA DA SILVA,LUCIANA ROMÃO,MELISSA CHAVES,ROGERIO ARENA PANIZZUTTI,VIRGÍNIA MARTINS CARVALHO"
Centro de Ciencias da Saúde,4443,Entendendo as bases genéticas da Esclerose Lateral Amiotrófica humana pela expressão heteróloga em Drosophila melanogaster,"ALISON HENRIQUE FERREIRA JULIO,HELENA ARAUJO,LUCAS DOMINGUES MELO,ROSALIA MENDEZ-OTERO"
Centro de Ciencias da Saúde,6421,ANÁLISE DAS CÁPSULAS FORMADAS EM TORNO DE PRÓTESES DE SILICONE REVESTIDAS COM POLIURETANO,"ANA CAROLINA CAMPOS DOS SANTOS,CARLOS ALBERTO PORCHAT,ISADORA CUNHA LOREDO,JULIANA MARIA MOTTA,MORGANA TEIXEIRA LIMA CASTELO BRANCO,ROBERTO JOSÉ DE LIMA,YGOR MATHEUS DA SILVA AMARAL"
Centro de Ciencias da Saúde,964,LITERACIA EM SAÚDE INFANTO−JUVENIL: ESTRATÉGIAS LÚDICAS PARA UMA ORGANIZAÇÃO NÃO GOVERNAMENTAL,"ALINE DA SILVA GUERRA,ANA LUCIA VAZQUEZ VILLA,CARLA GABRIELY GAIAO DO INVENCIO,CAROLINA CARNEIRO RODRIGUES DOS SANTOS,SERGIO PATRICIO NUNES DA SILVA,VIVIANE LIONE,YASMIN OLIVEIRA DE SANTANA"
Centro de Ciencias da Saúde,1962,O impacto e engajamento de histórias sobre o Transtorno do Espectro Autista (TEA) nas redes sociais. AUTORES E,"ALINE DA SILVA GUERRA,ANA LUCIA VAZQUEZ VILLA,GIOVANNA MERRELHO MONTEIRO,HILANA DA MOTTA SANTANA OLIVEIRA,MARIANE RODRIGUES REGO,VIVIANE LIONE"
Centro de Ciencias da Saúde,3542,USO E DESCARTE DE MEDICAMENTOS COMO EIXO TEMÁTICO PARA PRÁTICAS DE EDUCAÇÃO CIENTÍFICA,"EMILY SANTOS DE CASTRO,FRANCISCO ALEXANDRINO JÚNIOR,GABRIELLE FROZ,ISABELLE FRANCISCO DOS SANTOS,JULIA BARONI DOS SANTOS,KATTYA GYSELLE DE HOLANDA E SILVA,LEANDRO PINTO RODRIGUES PIMENTEL,LETICIA PASKIEWICZ DIAS,MARCELA DOS SANTOS TRAJANO,MARIANA DUARTE GONCALVES SERRADEIRA,MILLENA MENDES DE SOUZA POUBEL,PEDRO HENRIQUE ROCHA,THAYLAN"
