Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias Matematicas e da Natureza,4993,"ANÁLISE FACIOLÓGICA DA FORMAÇÃO RESENDE COM BASE NOS TESTEMUNHOS DO POÇO ESTRATIGRÁFICO RES−01 (BACIA DE RESENDE, RIFT CONTINENTAL DO SUDESTE DO BRASIL)","GABRIEL BASSEY NUNES,RENATO RODRIGUEZ CABRAL RAMOS,THAÍS COELHO BRÊDA,VERONICA DE CARVALHO BATISTA"
Centro de Ciencias Matematicas e da Natureza,5014,"CARACTERIZAÇÃO FACIOLÓGICA DE INTERVALOS ÍGNEOS ASSOCIADOS A SEÇÃO PRÉ−SAL,BLOCO BACALHAU, BACIA DE SANTOS.","FELIPE DA SILVA LEITAO,LEONARDO BORGHI,MARCOS ROSSETTI"
Centro de Ciencias Matematicas e da Natureza,1041,TEM MENINA NO CIRCUITO− ENSINO FUNDAMENTAL,"ELIS HELENA DE 4 CAMPOS PINTO SINNECKER,JADDY SILVA DOS SANTOS,MARIA FERNANDA ELBERT,MIRIAM GANDELMAN,NATHALIA SANTOS VIEIRA DA SILVA,THEREZA PAIVA"
Centro de Ciencias Matematicas e da Natureza,2576,Projeto fundão − investigação estatística em sala de aula,"FLAVIA MARIA PINTO FERREIRA LANDIM,LETICIA RANGEL,MARIANA CORREIA LOUREIRO,PEDRO HENRIQUE SOUZA DOS SANTOS"
Centro de Ciencias Matematicas e da Natureza,3526,"""De 10 em 10 chegamos lá "": o ensino de matemática e o direito à cidade na EJA","ANA PAULA DE ABREU COSTA DE MOURA,CASSIA CRISTINA SAFRA DIAS,CLARA TAVARES PEREIRA,ISABELA EBEL LOPES,KAUA OLIVEIRA DA SILVA,MÍDIAN LENA PEREIRA PRESSATO,RIVALDO DA SILVA PEREIRA"
Centro de Ciencias Matematicas e da Natureza,3779,LEVITADOR ACÚSTICO,"CAIO TAVARES SANT ANNA UCHOA,ELIS HELENA DE CAMPOS PINTO SINNECKER,MIRIAM GANDELMAN"
Centro de Ciencias Matematicas e da Natureza,3987,EDUCAÇÃO ATRAVÉS DAS REDES SOCIAIS,"CAROLINA OLIVEIRA DA ROCHA,ELIS HELENA DE CAMPOS PINTO SINNECKER,MIRIAM GANDELMAN"
Centro de Ciencias Matematicas e da Natureza,5119,"Programa Vila Residencial & Apreendendo à Cidadania Ativa: Circularidade em Rede no Saber, Fazer e Compartilhar","ANA CLARA PEREIRA DOS SANTOS,ANA LETICIA NEVES ROSA,ANAIZA DIANA DE AZEVEDO NETA,DANILO BORGES CRUZ,GUSTAVO DOS SANTOS SANTIAGO,MARIA VICTORIA MIQUELITO PARIZANI,RAISSA MARTINS FERREIRA DE SOUSA LOYOLA,SELENE ALVES MAIA"
Centro de Ciencias Matematicas e da Natureza,19,ESTUDO TEÓRICO DE UM NOVO MATERIAL DE NITRETO DE BORO ANÁLOGO AO TOLANENO AUTORES E,"EDUARDO SOARES DA SILVA PEREIRA,MARCOS GONÇALVES DE MENEZES"
Centro de Ciencias Matematicas e da Natureza,146,COMPORTAMENTO MAGNÉTICO DE MULTICAMADAS DE CO−CU EM SUBSTRATOS LISOS E RUGOSOS,"FELIPE DE SOUZA ASSIS PIERRE,MERCEDES ARANA"
Centro de Ciencias Matematicas e da Natureza,905,ESTUDO DE INTERAÇÕES MAGNÉTICAS EM NANODOMOS DE COBALTO,"MERCEDES ARANA,PATRíCIA DOMINGUES DA SILVA"
Centro de Ciencias Matematicas e da Natureza,1315,EMARANHAMENTO QUÂNTICO NO MODELO XY COM CAMPO TRANSVERSO,"CAMILY VITORIA ALVES LOPES,RAIMUNDO ROCHA DOS SANTOS"
Centro de Ciencias Matematicas e da Natureza,2290,LOCALIZAÇÃO ELETRÔNICA EM SISTEMAS DESORDENADOS,"JONATHAN LUIZ DO NASCIMENTO SILVA,NATANAEL DE CARVALHO COSTA"
Centro de Ciencias Matematicas e da Natureza,6730,Nanoestruturas magnéticas: estudo de filmes finos de permalloy e cobre,"MERCEDES ARANA,REBECA NOVAIS ALVES DA SILVA"
Centro de Ciencias Matematicas e da Natureza,67,A TERRA EXCÊNTRICA,"GRAZIELI SIMõES,MARTA BONIMOND (MARTA SIMÕES PERES),PATRICIA BáRBARA CôRTES MARINS"
Centro de Ciencias Matematicas e da Natureza,2789,"PROJETO DE EXTENSÃO CONEXÕES RIOS: PASSADO, PRESENTE E FUTURO DO RIO FARIA−TIMBÓ DISCUTIDOS COM ALUNOS DE ENSINO FUNDAMENTAL.","FABIO VELLOZO MARTINS SECCO,ISA MARIANA DE ALMEIDA SARAIVA,JENNER ORNELAS TEIXEIRA,KESSY ALMEIDA SILLMAN DA CUNHA,MONICA DOS SANTOS MARçAL,NOEMI XAVIER LOURENCO"
Centro de Ciencias Matematicas e da Natureza,3272,As rotas do dinheiro verde: o financiamento de iniciativas de conservação transfronteiriça na Faixa de Fronteira,"ANTONIO TROPE DA SILVA PORTO,LORENZO GALIZIA KAULINO,REBECA STEIMAN,RHUAN MUNIZ SARTORE FERNANDES"
Centro de Ciencias Matematicas e da Natureza,3350,"Livros Cartoneros produzidos com a Escola Municipal Fazenda Alpina, Teresópolis (RJ): expressão de diálogos em um projeto de extensão−ensino−pesquisa na Região Serrana do Estado do Rio de Janeiro","ALUAN PESSOA,BRAYAN DE OLIVEIRA SOUZA,GUSTAVO AZEVEDO MARTINS,IARA SILVEIRA DO NASCIMENTO,JOAO VITOR ARAUJO FERREIRA DA SILVA,JULIA COUTO DE RESENDE,MARIA NAÍSE DE OLIVEIRA PEIXOTO,VANIA NUNES MORGADO"
Centro de Ciencias Matematicas e da Natureza,4233,"ANÁLISE DA (DES)CONECTIVIDADE DA PAISAGEM A PARTIR DE IMPEDIMENTOS TECNOGÊNICOS NA BACIA HIDROGRÁFICA DO RIO DA GUARDA, NA BAIXADA DE SEPETIBA (RJ)","LAURA DELGADO MENDES,LUIZA MEDEIROS CAMPISTANO,MARIA NAÍSE DE OLIVEIRA PEIXOTO"
Centro de Ciencias Matematicas e da Natureza,4859,Raízes e Frutos: a sistematização das experiências e a geração de dados nas comunidades AUTORES E,"ANTONIO TROPE DA SILVA PORTO,BRUNO VILELA VASCONCELOS,GABRIELA GRACAS PERES CARDOSO,JEAN CARLOS DA SILVA GOMES,LICIO CAETANO DO REGO MONTEIRO,LUCAS GABRIELLI,LUIZ GABRIEL DIAS GONÇALVES,MANUELA GIACOMO,MATHEUS PULLEIRO VILLELA,RAPHAELA SANTANA DOS REIS ALVES"
Centro de Ciencias Matematicas e da Natureza,5042,Caminhos para uma outra política urbana: o Censo da Vila Residencial da Ilha do Fundão (RJ) AUTORES E,"ANA BRASIL MACHADO,ANTONIO JOSÉ AVELINO,CAIO BARANDA OLIVEIRA,LETICIA PARENTE RIBEIRO,VINICIUS BURLE FERREIRA ARAUJO CRUZ,WALISSON SANTOS FERREIRA"
Centro de Ciencias Matematicas e da Natureza,5219,"Raízes e Frutos: educação diferenciada, iniciativas locais e parcerias no território","ANTONIO TROPE DA SILVA PORTO,GABRIELA GRACAS PERES CARDOSO,JEAN CARLOS DA SILVA GOMES,LICIO CAETANO DO REGO MONTEIRO,LUCAS GABRIELLI,MATHEUS PULLEIRO VILLELA,RAPHAELA SANTANA DOS REIS ALVES"
Centro de Ciencias Matematicas e da Natureza,2233,O PORTO DO AÇU COMO AGENTE MODELADOR DO ESPAÇO AGROPECUÁRIO DO NORTE FLUMINENSE.,"DANIEL MACEDO LOPES VASQUES MONTEIRO,HUGO ALEXANDRE DA SILVA RODRIGUES,JÚLIA ADÃO 5 BERNARDES"
Centro de Ciencias Matematicas e da Natureza,3038,"REESTRUTURAÇÃO ESPACIAL E EMERGÊNCIA DE UM SISTEMA REGIONAL DE CRISES NA PROVÍNCIA DE CABO DELGADO, NORTE DE MOÇAMBIQUE","FRÉDÉRIC MONIÉ,JEANE FAGUNDES"
Centro de Ciencias Matematicas e da Natureza,3461,A ATUAÇÃO DA ORGANIZAÇÃO INTERNACIONAL DAS MIGRAÇÕES (OIM) NO BRASIL NO CONTEXTO DA COVID−19,"GISLENE APARECIDA DOS SANTOS,LAURA CARVALHO GARCEZ,RAFAELA DETTOGNI"
Centro de Ciencias Matematicas e da Natureza,4058,PATRIMÔNIO MUNDIAL: A PAISAGEM CULTURAL DA PAMPULHA,"ALDA DE AZEVEDO FERREIRA,JENIFER GOMES FERREIRA,JOãO VíTOR ARAúJO SCHINCARIOL,JúLIA CRESPO CALDEIRA MONARI,RAFAEL WINTER RIBEIRO"
Centro de Ciencias Matematicas e da Natureza,4785,CONSELHOS CONSULTIVOS E A PARTICIPAÇÃO SOCIAL NAS APAS DO ESTADO DO RIO DE JANEIRO AUTORES E,"CRISTIANE PASSOS DE MATTOS,GUILHERME HISSA VILLAS BOAS,RAYSSA OLIVEIRA DE SOUZA LUQUETTI"
Centro de Ciencias Matematicas e da Natureza,4915,OBSERVATÓRIO DAS ÁREAS DE PROTEÇÃO AMBIENTAL DO ESTADO DO RIO DE JANEIRO AUTORES E,"ALBA SIMON,ANITA DE S THIAGO RAGON,CECILIA BERNARDES LEBAILLY,CRISTIANE PASSOS DE MATTOS,GUILHERME HISSA VILLAS BOAS,JOAO MATHEUS FERREIRA KORT KAMP FIGUEIRA,LAURA DE OLIVEIRA BOTELHO,LETICIA VIEIRA GOMES,LUIZA DA SILVA BRAGA,RAFAELA MESQUITA GONSALVES,TOBIAS LEAL BURGOS,VINíCIUS PEREIRA DE BARROS E SILVA,WENDELL DIAS DE PAULA,YASMIN XAVIER GUIMARÃES NASRI"
Centro de Ciencias Matematicas e da Natureza,2991,"CARACTERÍSTICAS DINÂMICAS, TERMODINÂMICAS E SINÓTICAS DA ATMOSFERA EM EVENTO DE CHUVAS EXTREMA OCORRIDO NA CIDADE DE PETRÓPOLIS UTILIZANDO O MODELO WRF","FABRICIO POLIFKE DA SILVA,MIGUEL AMOEDO CARDOSO"
Centro de Ciencias Matematicas e da Natureza,4327,AVALIAÇÃO DE QUATRO PRODUTOS DE PRECIPITAÇÃO EM GRADE PARA A REGIÃO DA BAÍA DE GUANABARA E SUAS CERCANIAS,"CARINA STEFONI BöCK,LETICIA FERREIRA DA COSTA,LUIZ LANDAU,MAURÍCIO SOARES DA SILVA,REBECA DE SOUZA LYRA"
Centro de Ciencias Matematicas e da Natureza,4497,"PARAMETRIZAÇÃO DE PERFIL DE VENTO PARA A CAMADA LIMITE COSTEIRA E OFFSHORE DA REGIÃO NORTE FLUMINENSE: REVISÃO, COMPREENSÃO E AVALIAÇÃO","DANIELA MARINHO DA SILVA,LUIZ LANDAU,LUIZ PAULO DE FREITAS ASSAD,MAURÍCIO SOARES DA SILVA,REBECA DE SOUZA LYRA"
Centro de Ciencias Matematicas e da Natureza,4995,Geração de energia eólica no Nordeste Brasileiro: Uma análise do recurso eólico na Paraíba e no Rio Grande do Norte,"ANA MARIA BUENO NUNES,CAMILA VEIGA DOS SANTOS,EDILSON MARTON"
Centro de Ciencias Matematicas e da Natureza,5076,UMA ANÁLISE DA PROFUNDIDADE DA CAMADA ÚMIDA ASSOCIADA AO PERFIL SINÓTICO E TERMODINÂMICO DE TRÊS CASOS DE TEMPESTADES NO ESTADO DO RJ,"WALLACE,WANDERSON LUIZ SILVA,WILLIAM LUZ BADIN"
Centro de Ciencias Matematicas e da Natureza,5228,CRIAÇÃO DE UM LIMIAR DE TEMPERATURA PARA A IDENTIFICAÇÃO DE BAIXAS POLARES NA REGIÃO DA PENÍNSULA ANTÁRTICA.,"ANA PALMEIRA,ANDERSON SILVA"
Centro de Ciencias Matematicas e da Natureza,6500,A PERFORMANCE DA REANÁLISE DE ONDAS WAVERYS EM CONTRASTE COM OS DADOS DAS BOIAS DO SISTEMA DE MONITORAMENTO DA COSTA BRASILEIRA (SiMCOSTA),"ANA PALMEIRA,BÁRBARA SILVA LEWIS,HENRIQUE DE FIGUEIREDO FELIX,HENRIQUE PATRICIO PRADO PEREIRA,RONALDO MAIA DE JESUS PALMEIRA"
Centro de Ciencias Matematicas e da Natureza,6541,O USO DE ÍNDICES TERMODINÂMICOS EM SITUAÇÕES ATMOSFÉRICAS EXTREMAS NO RIO DE JANEIRO: ESTUDO DE CASOS.,"EDILSON MARTON,MARIA CLARA ZóZIMO VICTORIANO REIS"
Centro de Ciencias Matematicas e da Natureza,425,O EFEITO DO AMBIENTE EXTRAGALÁCTICO NA EVOLUÇÃO DE GALÁXIS DO TIPO S0 AUTORES E,"ARIANNA CORTESI,LARISSA DOS SANTOS OKIYAMA"
Centro de Ciencias Matematicas e da Natureza,985,Recuperando a relação de densidade−morfologia no superaglomerado de Hércules usando dados multibanda J−PAS,"ARIANNA CORTESI,BEATRIZ SÁ RÊGO DE SOUZA,RENATO DE ALENCAR DUPKE"
Centro de Ciencias Matematicas e da Natureza,1421,GALÁXIAS ELÍPTICAS AZUIS NO AGLOMERADO DE FORNAX ATRAVÉS DO S−PLUS AUTORES E,"ARIANNA CORTESI,DEBORA BRANDAO DOS SANTOS"
Centro de Ciencias Matematicas e da Natureza,1540,SPARC4 – Um instrumento promissor para o estudo de galáxias próximas,"GABRIEL PAMPOLHA DE CARVALHO,JUAN JOSé MALDONADO PORTILLA,KARIN MENENDEZ-DELMESTRE,MARIA CLARA CAVALCANTE SIVIERO,NATANAEL GOMES DE OLIVEIRA,THIAGO BUENO DALPIAZ,THIAGO S. GONCALVES"
Centro de Ciencias Matematicas e da Natureza,4596,Estudo e detecção de aglomerados globulares utilizando dados do survey J−PLUS,"ARIANNA CORTESI,LEONARDO ALVES DA SILVA PORTO"
Centro de Ciencias Matematicas e da Natureza,4667,MAIS PERTO DO CÉU: CO−PRODUZINDO CONHECIMENTO ASTRONÔMICO EM UMA FAVELA DO RIO DE JANEIRO,"ARIANNA CORTESI,LARISSA DOS SANTOS OKIYAMA"
Centro de Ciencias Matematicas e da Natureza,5831,Closer to Sky: co−criando conhecimento astronômico na favela Pavão−Pavãozinho e Cantagalo (PPG) no Rio de Janeiro,"ARIANNA CORTESI,LEONARDO ALVES DA SILVA PORTO"
Centro de Ciencias Matematicas e da Natureza,497,SÍNTESE E ESTUDO FOTOFÍSICO DE SENSORES OPTICOS DERIVADOS DA QUINOLINA AUTORES E,"CAMILA ANDRADE PIMENTEL,JOSUÉ SEBASTIAN BELLO"
Centro de Ciencias Matematicas e da Natureza,725,Estudo das alterações físico−químicas induzidas pela adição de farinha de grilo (Gryllus assimilis) e pela aplicação do ultrassom de alta−intensidade em nuggets de frango,"CARLOS CONTE,DAVI DOS SANTOS E SANTOS,YAGO 6 ALVES DE AGUIAR BERNARDO"
Centro de Ciencias Matematicas e da Natureza,739,Avaliação da atividade fotoprotetora de antioxidantes sintéticos em Saccharomyces cerevisiae expostas à radiação UVA,"LARISSA MAURA DE MELO MATTOS,MARCOS D. PEREIRA,VICTÓRIA TEXEIRA FERREIRA"
Centro de Ciencias Matematicas e da Natureza,1871,Impacto Da Glicação Na Formação De Agregados Da Cobre/Zinco Superóxido Dismutase 1 E Sua Relação Com A Esclerose Lateral Amiotrófica,"CRISTIAN FOLLMER,ELIS ELEUTHERIO,GABRIEL FREITAS DE SOUZA,PAOLA CRISTINA SILVEIRA DE CARVALHO ALBINO"
Centro de Ciencias Matematicas e da Natureza,3453,MICROFLORES DE Nb2O5 DECORADAS COM NANOPARTÍCULAS DE OURO COMO FOTOCATALISADORES PLASMÔNICOS PARA A GERAÇÃO DE HIDROGÊNIO VERDE POR SEPARAÇÃO DE ÁGUA,"CLAUDIO MOTA,EVELYN CHRISTYAN DA SILVA SANTOS,JOSÉ CARLOS NETTO FERREIRA,JÚLIA BRITO DA LUZ,LYSLAINE DA SILVA NETO FERNANDES,REBECA BUÁS CAMPEÃO,THUANNY MORAES DE ALMEIDA"
Centro de Ciencias Matematicas e da Natureza,3488,FILMES DE NANOCOMPÓSITOS À BASE DE ÓXIDO DE GRAFENO/ACETATO DE CELULOSE AUTORES E,"CYNTHIA MARINA RIVALDO GÓMEZ,DANIEL GRASSESCHI,PAULA MOTTA"
Centro de Ciencias Matematicas e da Natureza,630,"MECANOQUÍMICA COMO METODOLOGIA PARA A SÍNTESE DE 2−AMINO−1,3,4−OXADIAZÓIS PROMOVIDA POR ÁCIDO TRIBROMOISOCIANÚRICO","CAMILLA DE SOUSA RODRIGUES,JAIME CRISPIM NETO,MARCIO C.S. DE MATTOS"
Centro de Ciencias Matematicas e da Natureza,3024,"EQUIDADE E JUSTIÇA SOCIAL NA FORMAÇÃO DOCENTE: GÊNERO, RAÇA E O ENSINO DE CIÊNCIAS AUTORES E","BEATRICE NASCIMENTO DE MORAES,FERNANDA ARRUDA NOGUEIRA GOMES DA SILVA,JANE DARLEY ALVES DOS SANTOS,MYLENA FREITAS LIMA,SAMIRA CERQUEIRA CARVALHO,STEPHANY PETRONILHO HEIDELMANN,VIVIANE GOMES TEIXEIRA"
Centro de Ciencias Matematicas e da Natureza,4623,DESENVOLVIMENTO DE UM FOTORREATOR MODULAR DE FLUXO,"RAFAEL DUARTE NARDUCCI RIBEIRO PINTO,RICARDO CUNHA MICHEL"
Centro de Ciencias Matematicas e da Natureza,5256,Aplicação de algoritmos de inteligência artificial em ambientes laboratoriais,"FERNANDA CRISTINA PRAZERES GRANADO AGOSTINHO,RICARDO CUNHA MICHEL"
Centro de Ciencias Matematicas e da Natureza,5282,Testes preliminares da oxidação frente ao substrato modelo p−nitrofenil−β−D−glicopiranosídeo promovida pelo complexo [Cu(hismima)Cl2],"ANNE VITORIA GALVAO DE OLIVEIRA,CAMILLA MARIA BARROS DA SILVA,HUGO FERREIRA MARQUES,MARCIELA SCARPELLINI,ROBERTO B. FARIA"
Centro de Ciencias Matematicas e da Natureza,5506,SÍNTESE DE 2−AMINOTIAZÓIS ATRAVÉS DE ALDEÍDOS MEDIADOS POR ÁCIDO TRIBROMOISUCIANÚRICO,"DENILSON GOMES DA SILVA,GUILHERME FURTADO BOTELHO,MARCIO C.S. DE MATTOS"
Centro de Ciencias Matematicas e da Natureza,6345,EXPLORANDO A QUÍMICA SUSTENTÁVEL: APRENDIZAGEM ATRAVÉS DA OFICINA DE EXTRAÇÃO DE CORANTES NATURAIS DA SEMENTE DO ABACATE NO ENSINO MÉDIO.,"ANDERSON FONTENELE DE SOUZA,BÁRBARA VASCONCELLOS DA SILVA,LETÍCIA OLIVEIRA DE MAGALHÃES,MICHELLE JAKELINE CUNHA REZENDE"
Centro de Ciencias Matematicas e da Natureza,6734,ESTERIFICAÇÃO OXIDATIVA DO HMF USANDO CATALISADORES DE AU/HIDROCALUMITA AUTORES E,"CAMILA PALOMBO FERRAZ,DIOGO SOUZA DE CARVALHO,JOÃO MONNERAT ARAUJO RIBEIRO DE ALMEIDA,PEDRO NOTHAFT ROMANO,RICARDO LOPES DE SOUZA JúNIOR"
Centro de Ciencias Matematicas e da Natureza,1797,Geografias carnavalescas: a Sapucaí é nossa sala de aula e o desfile é o nosso conteúdo AUTORES E,"BARBARA TRISTAO CORDOLINO,MARCOS PAULO FERREIRA DE GOIS"
Centro de Ciencias Matematicas e da Natureza,4573,A Inserção das Mudanças Climáticas nos Conteúdos de Geografia: Um Estudo sobre Escolas Públicas do Rio de Janeiro,"ALUAN PESSOA,EDUARDO JOSé PEREIRA MAIA,ROBERTO MARQUES"
Centro de Ciencias Matematicas e da Natureza,5051,ESPAÇOS DE RIMA: DINÂMICAS DE OCUPAÇÃO DA “BATALHA DO COLISEU” NA METRÓPOLE DO RIO DE JANEIRO.,"ANA BRASIL MACHADO,JOAO VICTOR RODRIGUES VIANNA"
Centro de Ciencias Matematicas e da Natureza,5264,A MEMÓRIA E A TRANSFORMÇÃO DA PRAIAS DA ILHA DO GOVERNADOR,"ANA BRASIL MACHADO,LETICIA PARENTE RIBEIRO,MAIARA ARCANJO LOPES,MARCOS PAULO FERREIRA DE GOIS"
Centro de Ciencias Matematicas e da Natureza,5361,CIDADES QUE SE REIVENTAM: A TRANSFORMAÇÃO DO ENTORNO DO ENGENHÃO E A CONSTRUÇÃO COLETIVA DO ESPAÇO URBANO,"ANA BRASIL MACHADO,FERNANDA MEDEIROS LUZ GOMES"
Centro de Ciencias Matematicas e da Natureza,5372,"HISTÓRIA DA GEOGRAFIA ESCOLAR, CONSTRUÇÃO DA NAÇÃO E MODERNIDADE NO BRASIL AUTORES E","EDUARDO JOSé PEREIRA MAIA,ISAAC MONTEIRO MARTINS"
Centro de Ciencias Matematicas e da Natureza,2145,UM DILEMA DE EXCLUSÃO. POR QUE HÁ MENOS MULHERES DO QUE HOMENS NAS ÁREAS DE EXATAS?,"AGNALDO DA CONCEIÇÃO ESQUINCALHA,LíVIA RODRIGUES ACIOLY"
Centro de Ciencias Matematicas e da Natureza,3213,"Disponibilidade e demanda hídrica da bacia hidrográfica do rio Paquequer, Teresópolis (RJ) apresentadas como material pedagógico para discentes da educação básica.","ELIZABETH MARIA FEITOSA DA ROCHA DE SOUZA,IARA SILVEIRA DO NASCIMENTO,LEANDRA CASTRO FIGUEIREDO,MARIA NAÍSE DE OLIVEIRA PEIXOTO,PAULA PAMELA RODRIGUES SANTOS"
Centro de Ciencias Matematicas e da Natureza,3657,Partilhando trilhas para construir Caminhos Possíveis junto com o Criaad−Teresópolis (RJ) AUTORES E,"CAIO GABRIEL CABRAL BARBOSA,DANIEL THOMÉ DA COSTA,EDUARDO JOSé PEREIRA MAIA,ELIZABETH DOS SANTOS GONCALVES,FLAVIO VIEIRA DA SILVA,GABRIELLE DA SILVA,HUGO DINIZ BRANDAO,IARA SILVEIRA DO NASCIMENTO,KAROLINE PINHEIRO BORGES DOS SANTOS,LAIANE SANTANA DA COSTA,MARIA NAÍSE DE OLIVEIRA PEIXOTO,TAINÁ LAETA,VANIA NUNES 7 MORGADO,VICTORIA SOUZA DOS SANTOS"
Centro de Ciencias Matematicas e da Natureza,3712,Guia prático para o Jogo Descobrindo Resende – processo de elaboração de um caderno de apoio a professores da escola básica,"AURISTON TORRES GARCIA,DANIELE RODRIGUES BARBOSA,GABRIEL FURTUNATO DA CRUZ,HENRI NICHOLAS DO CARMO COUTINHO,IARA SILVEIRA DO NASCIMENTO,IRINéA DA GLORIA PEREIRA BRíGIDA,JOVANE VIANA,MARIA NAÍSE DE OLIVEIRA PEIXOTO,PAULA PAMELA RODRIGUES SANTOS,VANIA NUNES MORGADO"
Centro de Ciencias Matematicas e da Natureza,5062,Desafios na aprendizagem de matemática na rede pública: o caso dos alunos do Colégio Estadual Antônio Gonçalves,"AGNALDO DA CONCEIÇÃO ESQUINCALHA,CLAUDIO ANTONIO EPIFANIO NETO,EMILLY MARIA DUTRA FRAGA,KAUAN GOMES DE OLIVEIRA,OTáVIO AUGUSTO MARTINS PESSOA,VANESSA LEANDRO DA SILVA"
Centro de Ciencias Matematicas e da Natureza,3352,ANÁLISE ALGÉBRICA DE UM ESQUEMA CRIPTOGRÁFICO MULTIVARIADO UTILIZANDO BASES DE GRÖBNER: UM ESTUDO DE CASO,"CLAUDIO MICELI DE FARIAS,GUILHERME CAPPELLI BOUZON DE AMORIM CRUZ"
Centro de Ciencias Matematicas e da Natureza,3606,SEGURANÇA EM BGP COM RPKI: UM ESTUDO SOBRE O ESTADO ATUAL,"CLAUDIO MICELI DE FARIAS,DIEGO LEONEL CADETTE DUTRA,PEDRO KURY KITAGAWA,RHENAN DE SOUSA GONCALVES"
Centro de Ciencias Matematicas e da Natureza,5001,VISÃO GERAL SOBRE RISC−V E PWNING APLICADO A ESSA ARQUITETURA,"CLAUDIO MICELI DE FARIAS,DIEGO LEONEL CADETTE DUTRA,PEDRO TUTTMAN"
Centro de Ciencias Matematicas e da Natureza,5433,PROTOCOLOS SEGUROS POR CONSTRUÇÃO: O PAPEL DA MECÂNICA QUÂNTICA AUTORES E,"CLAUDIO MICELI DE FARIAS,LEONARDO DIAS PERTUZZATTI,PEDRO FREITAS DE MOURA"
Centro de Ciencias Matematicas e da Natureza,5459,SEGURANÇA EM REDES DE COMPUTADORES: O QUE É UM COMMAND AND CONTROL (C2)? AUTORES E,"CLAUDIO MICELI DE FARIAS,JOAO PEDRO DA VEIGA NUNES"
Centro de Ciencias Matematicas e da Natureza,5903,Atenção Comoditizada na Era da IA: Um Potencial Obstáculo para a Agência Epistêmica que Alimenta Nossa Humanidade,"MARIA LETICIA GALLUZZI NUNES,NICOLLE SHAYRE,SIDNEY DE CASTRO OLIVEIRA"
Centro de Ciencias Matematicas e da Natureza,85,"GEOLOGIA ESTRUTURAL DE UMA TRANSECTA NO COASTAL TERRANE, FAIXA KAOKO − FOZ DO RIO KUNENE, NAMÍBIA","ADRIANO DOMINGOS DOS REIS,CARREL KIFUMBI,EDUARDO DE SOUZA CALDEIRA,LEONARDO FADEL CURY,RENATA DA SILVA SCHMITT,URSULA RIENTE"
Centro de Ciencias Matematicas e da Natureza,369,EVOLUÇÃO DAS FÁCIES ORGÂNICAS AO LONGO DO CRETÁCEO INFERIOR DA BACIA DE BABOURI−FIGUIL (NORTE DE CAMARÕES): COMPOSIÇÃO ORGÂNICA E CONTEXTO PALEOAMBIENTAL,"CAROLINA MARIA FLORES MARCELO DA FONSECA,GABRIEL FERRAZ LEAL E SA,JOÃO GRACIANO MENDONÇA FILHO,MANGA OWONA GASPARD WILLIAM"
Centro de Ciencias Matematicas e da Natureza,541,"PETROLOGIA E GEOQUÍMICA PRELIMINAR DAS ROCHAS DA SUITE DESENGANO, REGIÃO SERRANA DO RIO DE JANEIRO","JULIO CEZAR MENDES,MARIANA RAMOS MARQUES SALDANHA,SILVIA REGINA DE MEDEIROS"
Centro de Ciencias Matematicas e da Natureza,2369,PREPARAÇÃO DE AMOSTRAS PARA INVESTIGAÇÃO GEOLÓGICA: GEOCRONOLOGIA DOS PARAGNAISSES NA REGIÃO DE CASEMIRO DE ABREU.,"MARIA EDUARDA MARTINS DA SILVA MATTOS,NINA BENJAMIM CANETTI,SILVIA REGINA DE MEDEIROS"
Centro de Ciencias Matematicas e da Natureza,2488,"MINERALOGIA E QUÍMICA MINERAL DAS MINERALIZAÇÕES DE OURO HOSPEDADAS EM ROCHAS METAÍGNEAS E METASSEDIMENTARES NA REGIÃO ENTRE CONCEIÇÃO DA BARRA DE MINAS E TIRADENTES, MG. AUTORES E","GUSTAVO LUIZ CAMPOS PIRES,LUã PEREIRA MACHADO,RENAN CAMILO BRITES SILVA,SILVIA REGINA DE MEDEIROS"
Centro de Ciencias Matematicas e da Natureza,4294,"MAPEAMENTO GEOLÓGICO NA ESCALA 1:12.500 DE GNAISSES ORTO E PARADERIVADOS NO CONTATO DO DOMÍNIO TECTÔNICO DO CABO FRIO COM O TERRENO ORIENTAL, CASIMIRO DE ABREU, RJ.","ALESSANDRA CARVALHO FAZZI DE DEUS,ANGELA MARIA TEIXEIRA DE OLIVEIRA VIEIRA,JOAO VICTOR SAMPAIO ABREU,RENATA DA SILVA SCHMITT,SILVIA REGINA DE MEDEIROS"
Centro de Ciencias Matematicas e da Natureza,4754,"GEOLOGIA ESTRUTURAL DE PARTE DO DOMÍNIO EMBU, LAGOINHA (SP)","EDUARDO DE SOUZA CALDEIRA,NICOLAS DE FREITAS LOPES QUIMAS,RODRIGO VINAGRE CINTRA DA COSTA"
Centro de Ciencias Matematicas e da Natureza,5216,CARACTERIZAÇÃO GEOLÓGICA E ESTRUTURAL DOS COSTÕES ROCHOSOS DA PRAIA BRAVA− RJ AUTORES E,"ANGELA MARIA TEIXEIRA DE OLIVEIRA VIEIRA,BERNARDO KHATER,CAROLINA NUNES GONÇALVES DIAS,FRANCISCO MANOEL WOHNRATH TOGNOLI,RENATA DA SILVA SCHMITT,THAYLA ALMEIDA TEIXEIRA VIEIRA"
