Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias Juridicas e Economicas,5071,"VIOLÊNCIA POLÍTICA DE GÊNERO NO BRASIL: UMA PERSPECTIVA FEMINISTA, RACIAL E DECOLONIAL QUANTO À PARTICIPAÇÃO DAS MULHERES NO LEGISLATIVO","FERNANDA BARROS DOS SANTOS,MICHELLE CORTES BATISTA BARRA MANSA"
Centro de Ciencias Juridicas e Economicas,5443,PAUTA ENERGÉTICA NA RELAÇÃO BILATERAL BRASIL-BOLÍVIA: GÁS E AUTONOMIA AUTORES E,"AMANDA EVANGELISTA VALADAO,LARISSA ROSEVICS,TALES PERINETTI ALVES MARTINS"
Centro de Ciencias Juridicas e Economicas,6197,O NACIONALISMO E O PRAGMATISMO NA POLÍTICA EXTERNA E COMO ELES INFLUENCIAM NAS RELAÇÕES 4 BILATERAIS BRASIL-ÍNDIA,"JULIA BARBOSA DE OLIVEIRA,LARISSA ROSEVICS"
Centro de Ciencias Juridicas e Economicas,5820,O LEGADO DO GAME OF CHECKERS: O USO DO MACHINE LEARNING NA INSTRUMENTALIZAÇÃO DOS DADOS: O GOVERNO DE PIÑERA COMO UMA API LATINO-AMERICANA,"DIOGO MONTEIRO DARIO,LUCAS PATRIK DA SILVA CAMARA"
Centro de Ciencias Juridicas e Economicas,5876,PANDEMIA E DEFESA: CONCLUSÕES SOBRE O PAPEL DO MINISTÉRIO DA DEFESA DURANTE A PANDEMIA DE COVID-19,"ADRIANA MARQUES,PEDRO ABRANTES ANTUNES SOARES"
Centro de Ciencias Juridicas e Economicas,6713,VIOLÊNCIA POLICIAL E ISENÇÃO DE RESPONSABILIDADES: UM ESTUDO DE CASO A PARTIR DO CASO FAVELA NOVA BRASÍLIA VERSUS BRASIL,"DIOGO MONTEIRO DARIO,MARIA CLARA CORREA CHEVI"
Centro de Ciencias Juridicas e Economicas,3372,O PODER ECONÔMICO-MARÍTIMO CHINÊS: O DESENVOLVIMENTO ECONÔMICO CHINÊS ATRAVÉS DO DESENVOLVIMENTO NAVAL NO INÍCIO DO SÉCULO XXI ATRAVÉS DE UMA ANÁLISE DE SUAS POLÍTICAS ESTRATÉGICAS AUTORES E,"EDUARDO ALBERTO CRESPO,JOAO VITOR BINEZA MAIA,PEDRO ROCHA FLEURY CURADO,RAPHAEL DUARTE DE ALBUQUERQUE"
Centro de Ciencias Juridicas e Economicas,6619,A INFLUENCIA DOS ESTADOS UNIDOS NO CONTEXTO EUROASIATICO E A FORMAÇÃO DO TALIBÃ AUTORES E,"RAÍSSA,TATIANA TEIXEIRA"
Centro de Ciencias Juridicas e Economicas,6700,AS DIÁSPORAS MERCANTIS BRITÂNICAS NO BRASIL OITOCENTISTA: UM NOVO OLHAR SOBRE A EXPANSÃO DO CAPITALISMO E A FORMAÇÃO E DESENVOLVIMENTO DO ESTADO BRASILEIRO,"EDUARDO ALBERTO CRESPO,FELIPE PUGIAN JARDIM,MATHEUS VASINI,PEDRO ROCHA FLEURY CURADO"
Centro de Ciencias Juridicas e Economicas,6707,O RESGATE DAS TRADIÇÕES MILENARES: QUAL O PAPEL DO CONFUCIONISMO NO DISCURSO POLÍTICO DO PRESIDENTE XI JINPING?,"PEDRO ROCHA FLEURY CURADO,VINICIUS FERNANDES CARVALHO"
Centro de Ciencias Juridicas e Economicas,2347,CONSIDERAMOS JUSTA TODA FORMA DE AMOR''? AS ADVERSIDADES E OS SOFRIMENTOS PSÍQUICOS DA ADOLESCÊNCIA LGBTQIA+ POR EXISTIR E RESISTIR NO BRASIL MODERNO.,"CAROLINA CORBECEIRI DOS REIS,ÉRIKA FERNANDES TRITANY,KARLA SANTA CRUZ COELHO,KATHLEEN TEREZA DA CRUZ,MICHELE RIBEIRO SGAMBATO"
Centro de Ciencias Juridicas e Economicas,3466,EDUCAÇÃO EM SAÚDE E DIVULGAÇÃO CIENTÍFICA POR MEIO DE JOGOS: UMA PROPOSTA PARA INOVAÇÃO NO ENSINO,"ALICE AFFONSO SIMONACI,CARLOS VINICIUS DE OLIVEIRA SILVA,DAVI SOUSA FERNANDES,PAULA ALVAREZ ABREU,ROSE LANE LOUREIRO GADELHA DE AZEDIAS"
Centro de Ciencias Juridicas e Economicas,3593,AS APLICAÇÕES DA INTELIGÊNCIA ARTIFICIAL E DA BIOSSEGURANÇA NA MINIMIZAÇÃO DE RISCOS DE ACIDENTES QUÍMICOS E BIOLÓGICOS NA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (UFRJ),"BIANCA ORTIZ DA SILVA,NADINE TONELLI CAVALARI,PRISCILA MACHADO VIEIRA LIMA"
Centro de Ciencias Juridicas e Economicas,3712,VIVA GINÁSTICA NA ESCOLA: UMA INOVAÇÃO EM PROJETO DE EXTENSÃO UNIVERSITÁRIA AUTORES E,"ANDRÉA FERREIRA JOÃO,GIOVANNI RAMOS,LAURA VITóRIA DE SOUZA BARBOSA,PAMELA CABRAL,RODRIGO ESTRADA BRAGA"
Centro de Ciencias Juridicas e Economicas,5719,"A INOVAÇÃO E O CUIDADO EM SAÚDE: A IMPRESCINDIBILIDADE DA LIGA DE EMPREENDEDORISMO, GESTÃO E CARREIRA MÉDICA NA JORNADA DOS ACADÊMICOS DE MEDICINA DA UFRJ","CAROLINA CORBECEIRI DOS REIS,CAROLINA MORENO PACE,ÉRIKA FERNANDES TRITANY,RAFAEL PETRI SANTOS PINHEIRO"
Centro de Ciencias Juridicas e Economicas,573,O PROTAGONISMO SOCIAL DAS PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA NO ENSINO SUPERIOR: A MEDIAÇÃO DA INFORMAÇÃO REALIZADA PELO COLETIVO AUTISTA DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO AUTORES E,"ADRIANA TEIXEIRA FERREIRA,PATRíCIA MALLMANN SOUTO PEREIRA"
Centro de Ciencias Juridicas e Economicas,5963,CIDADES INTELIGENTES E A ANÁLISE DA CONCESSÃO SMART LUZ RIO,"DEBORAH WERNER,RICHARD HENRIQUE MOURA CASTRO"
Centro de Ciencias Juridicas e Economicas,6332,POR PLANEJAMENTO URBANO INCLUSIVO: O DIREITO À MORADIA DIGNA DOS GRUPOS REFUGIADOS,"HELION POVOA NETO,PEDRO TEIXEIRA PINOS GRECO"
Centro de Ciencias Juridicas e Economicas,90,A NATUREZA E A VISIBILIDADE DA BIBLIOGRAFIA NO BRASIL: UM ESTUDO A PARTIR DO SEMINÁRIO INTERNATIONAL A ARTE DA BIBLIOGRAFIA (2014-2021),"ANDRE VIEIRA DE FREITAS ARAUJO,MARIANA SILVA LEITE"
Centro de Ciencias Juridicas e Economicas,380,AMBIENTES WEB E MEMÓRIA INSTITUCIONAL: UM ESTUDO DE CASO NO “MEMÓRIA GLOBO” AUTORES E,"FELIPE DA SILVA TORRES,RAIMUNDA FERNANDA SANTOS"
