Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias Juridicas e Economicas,2529,RISCO AMBIENTAL E LANÇAMENTO DE ALERTAS EM GRANDES PROJETOS DE DESENVOLVIMENTO: O CASO DE HIDROTUANGO NA COLÔMBIA,"EDWIN ALBERTO MUñOZ GAVIRIA,PIETRA CRISTINA SOARES MASCARENHAS"
Centro de Ciencias Juridicas e Economicas,3239,MINERAÇÃO E COVID-19: ESTRATÉGIAS DAS EMPRESAS NOS TERRITÓRIOS,"EDWIN ALBERTO MUñOZ GAVIRIA,SCARLETT KROWLENVZKY"
Centro de Ciencias Juridicas e Economicas,4675,DA JAZIDA DE EXTRAÇÃO DE GRANITO A ÁREA DE PROTEÇÃO AMBIENTAL: A SERRA DA MISERICÓRDIA E OS CONFLITOS SOCIOAMBIENTAIS ENVOLVENDO A MINERAÇÃO EM PERÍMETRO URBANO.,"DIOGO MAURO DA SILVA FERNANDES,EDWIN ALBERTO MUñOZ GAVIRIA"
Centro de Ciencias Juridicas e Economicas,1356,INTELIGÊNCIA ARTIFICIAL COMO FERRAMENTA NA CRIAÇÃO PICTÓRICA,"BRUNO FERREIRA FRANCA,MARTHA WERNECK DE VASCONCELLOS"
Centro de Ciencias Juridicas e Economicas,1716,EDIÇÃO DO PROJETO QUINTA DA INOVAÇÃO DO LABITSS,"CLORISVAL GOMES PEREIRA JUNIOR,RAFAEL DURAES LEBRE,RAQUEL PONTE,THATIANA VERôNICA RODRIGUES DE BARCELLOS FERNANDES,YASMIM FIGUEIREDO"
Centro de Ciencias Juridicas e Economicas,2376,DESIGN MOLECULAR BASEADO EM INTELIGÊNCIA ARTIFICIAL E SÍNTESE DE NOVOS INIBIDORES PEPTIDOMIMÉTICOS DA ENZIMA SARS-COV-2 MPRO,"FLORIANO PAES SILVA JUNIOR,PEDRO HENRIQUE OLIVEIRA BORGES,PEDRO MIGUEL DE ALMEIDA ROBERTO,SABRINA BAPTISTA FERREIRA"
Centro de Ciencias Juridicas e Economicas,2441,ANÁLISE DE DADOS DO LABORATÓRIO DE INOVAÇÃO CIDADÃ,"IVANA 16 BENTES,SAULO ROBERTO DO CARMO JUNGER,VIVIANE GOMES"
Centro de Ciencias Juridicas e Economicas,6074,INOVAÇÃO SOCIAL E COLABORATIVIDADE: WORKSHOP INTERNACIONAL COMO ESPAÇO MULTIDISCIPLINAR DE INTERAÇÃO ENTRE ESTUDANTES DE DESIGN,"AMANDA MESQUITA DE ALMEIDA,ANNA APARECIDA GOMES MESQUITA,CARLA CIPOLLA,INGRID WAGNER BICO,JULIA PINHEIRO"
Centro de Ciencias Juridicas e Economicas,59,PUBLICAÇÕES INTERNACIONAIS DE RESPONSABILIDADE SOCIAL CORPORATIVA - UMA ANÁLISE BIBLIOMÉTRICA,"ANTONIO CEZAR DE FARIA ALVES CERQUEIRA,ELIANE RIBEIRO PEREIRA"
Centro de Ciencias Juridicas e Economicas,677,"EDUCAÇÃO, CIÊNCIA E TECNOLOGIA: AÇÕES PARA O PLANO BRASIL SEM MISÉRIA AUTORES E","AMANDA WILL MARQUES DA COSTA,LUISA NUNES,PIERRE OHAYON"
Centro de Ciencias Juridicas e Economicas,3454,GESTÃO ESTRATÉGICA E PLANEJAMENTO ESTRATÉGICO EM UNIVERSIDADES PÚBLICAS FEDERAIS,"MARIA DE FáTIMA BRUNO DE FARIA,MARIA EUGÊNIA GEOVANUCI"
Centro de Ciencias Juridicas e Economicas,5069,A REFORMA TRIBUTÁRIA E A TRIBUTAÇÃO SOBRE OS DIVIDENDOS NO BRASIL AUTORES E,"FREDERICO OTAVIO SIROTHEAU CAVALCANTE,PHILIPE WILLIAN NETTO BRASIL"
Centro de Ciencias Juridicas e Economicas,1315,O DIREITO INTERNACIONAL HUMANITÁRIO PARA PROTEÇÃO AMBIENTAL E OS IMPACTOS DA GUERRA NA FAUNA UCRANIANA,"ÁDRIA SAVIANO FABRICIO DA SILVA,GIOVANNA FARIAS BASSO,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,3047,DIREITO INTERNACIONAL DAS CATÁSTROFES: ESCASSEZ HÍDRICA E A GEOPOLÍTICA INTERNACIONAL E BRASILEIRA,"BENJAMIM DE SOUSA ELMESCANY,BRENDA MARIA RAMOS ARAÚJO,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,3187,DIREITO INTERNACIONAL DAS CATÁSTROFES: UMA NOVA FORMA DE PENSAR AS LITIGÂNCIAS CLIMÁTICAS INTERNACIONAIS,"BRENDA MARIA RAMOS ARAÚJO,LAYS SERPA,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,5849,O FUTURO DA GUERRA CIBERNÉTICA SOB A ÉGIDE DO DIREITO INTERNACIONAL AUTORES E,"ÁDRIA SAVIANO FABRICIO DA SILVA,FLAVIA DE MAGALHAES RIBEIRO,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,2586,O TSE E A ELEIÇÃO PRESIDENCIAL DE 2022: UMA ANÁLISE JURISPRUDENCIAL DAS DECISÕES DO SEGUNDO TURNO,"ANA CRISTINA CAMPOS SANTOS,CRISTIANO SANTOS DE OLIVEIRA,EVELYN DE OLIVEIRA DE MELO,FERNANDA BARBOSA PEREIRA GIACONNOSE,ISABELA LYRA LEMOS,ISADORA DE OLIVEIRA SILVA,LILIANNY FRITZ SANTOS DE SÁ,MARIA EDUARDA DE SOUZA MONTEIRO FERREIRA"
Centro de Ciencias Juridicas e Economicas,3475,O EXÉRCITO BRASILEIRO ENTRE O MORRO DA PROVIDÊNCIA E DA MINEIRA: UM ESTUDO DE CASO SOBRE OS IMPACTOS DA LEI 13.491/2017 NA CIDADE DO RIO DE JANEIRO,"JULIA ÁVILA FRANZONI,LUCAS HENRIQUE JUSTINO DE SOUZA"
Centro de Ciencias Juridicas e Economicas,4492,LIBERDADE DE EXPRESSÃO E SUA RELAÇÃO COM AS FAKE NEWS NO PROCESSO ELEITORAL DE 2022: BREVES REFLEXÕES À LUZ DO SISTEMA CONSTITUCIONAL BRASILEIRO,"ANA CAROLINA ROZA GUIMARãES,CARLOS BOLONHA,LUCIANA SILVEIRA ARDENTE"
Centro de Ciencias Juridicas e Economicas,1969,"DIREITO, NARRATIVA E VIOLÊNCIA: O ENQUADRO JURÍDICO DE CORPOS","ANTONIO JOSÉ TEIXEIRA MARTINS,DANIEL CAPECCHI,THALES GONCALVES DE ASSIS"
Centro de Ciencias Juridicas e Economicas,2041,O ADVENTO DA RESPONSABILIDADE PENAL INTERNACIONAL INDIVIDUAL NO TRIBUNAL DE NUREMBERG PARA O JULGAMENTO DE CRIMES CONTRA A HUMANIDADE E SUAS INFLUÊNCIAS A POSTERIORI NO DIREITO PENAL INTERNACIONAL,"CARLOS EDUARDUO ADRIANO JAPIASSÚ,FELIPE TELLES LUXARDO,LETÍCIA MARCHIORI BARBOSA LESSA"
Centro de Ciencias Juridicas e Economicas,6155,ESTIGMATIZAÇÃO E AS DEMANDAS PUNITIVAS EM TEMPOS DE REDES SOCIAIS AUTORES E,"JOSÉ ROBERTO FRANCO XAVIER,MARIA AUGUSTA SOEIRO BLASQUEZ OLMEDO"
Centro de Ciencias Juridicas e Economicas,6690,LILI VAI CANTAR: A ETNOGRAFIA DAS CUNHADAS DO TIKTOK,"ANA BRAFMAN AFFLALO BRANDãO,ANA CAROLINA LAUREANO COSTA,CAROLINA VICTORIA RIBEIRO BASTOS COUTINHO,DANIELLE CHRISTINE BARROS TAVARES,HEITOR MOREIRA OLIVEIRA,LUCAS RODRIGUES ABRITTA,RAQUEL VIGNé DI SANTO PIRES"
Centro de Ciencias Juridicas e Economicas,1273,TAXA DE CÂMBIO E CRESCIMENTO ECONÔMICO,"FRANCISCO EDUARDO PIRES DE SOUZA,SOFIA BOCCANERA"
Centro de Ciencias Juridicas e Economicas,1474,RESTRIÇÃO EXTERNA BRASILEIRA NOS ANOS 2000,"JULIA RODRIGUES NICOLACI,MARIA ISABEL BUSATO"
Centro de Ciencias Juridicas e Economicas,3996,A SITUAÇÃO DE ENDIVIDAMENTO DAS MULHERES NO BRASIL,"CLARA DOS SANTOS BARROS,MARGARITA OLIVERA,MARIA LAURA PAIVA SALES DA SILVA,PÂMELA DIAS MENDES VIANA FERREIRA"
Centro de Ciencias Juridicas e Economicas,5367,O DESENVOLVIMENTO ECONÔMICO DA AMÉRICA LATINA DIANTE DAS TRANSFORMAÇÕES DA ECONOMIA MUNDIAL (2010-2021),"LUCAS DE MELO BRITO,WILSON VIEIRA"
Centro de Ciencias Juridicas e Economicas,471,REVISTA VERSUS - PROCESSO DE PRODUÇÃO E DESIGN,"ANTONIO LICHA,JULIA BARRETO DE OLIVEIRA MARTINS"
Centro de Ciencias Juridicas e Economicas,6424,REVISTA VERSUS BICENTENÁRIO: BONIFÁCIO E LEOPOLDINA NOS 200 ANOS DE INDEPENDÊNCIA E NO BRASIL ATUAL,"IGOR VIEIRA CARNEIRO,RENATA BASTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,6829,O IBERISMO NA OBRA DE JOSÉ SARAMAGO,"ANDRE LUIZ XAVIER PELAGGI,RENATA BASTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,106,INSTITUIÇÕES DE FOMENTO À PESQUISA E SUA DINÂMICA DE PODER: A FUNÇÃO SOCIAL DA CIÊNCIA EM DISPUTA.,"GABRIEL DA CONCEIÇÃO GORRESEN CARDOSO,SORAYA SILVEIRA SIMõES"
Centro de Ciencias Juridicas e Economicas,2228,TRANSPORTE PÚBLICO COLETIVO NO MUNICÍPIO DO RIO DE JANEIRO E A SITUAÇÃO ENFRENTADA PELOS “USUÁRIOS” DA LINHA MADUREIRA À LUZ DO DIREITO À CIDADE: EXPERIÊNCIA DE DESRESPEITO E A LUTA POR RECONHECIMENTO,"ELEONORA MESQUITA CEIA,VITORIA DA COSTA PESTANA"
Centro de Ciencias Juridicas e Economicas,5277,A ARTICULAÇÃO ENTRE A MOBILIDADE URBANA E O ORDENAMENTO TERRITORIAL NA PROMOÇÃO DO DIREITO À CIDADE,"ROSANGELA MARINA LUFT,SOFIA PISCITELLI TRINDADE"
Centro de Ciencias Juridicas e Economicas,5734,OBSERVATÓRIO LEGISLATIVO DOS DIREITOS HUMANOS E DESIGUALDADES: INTERPELANDO AS MARGENS DA PRODUÇÃO NORMATIVA NO BRASIL,"ANA CAROLINA FIDELIS DE CARVALHO,CAMILLA DE MAGALHAES GOMES,CLAUDIA PAIVA CARVALHO,GABRIELA PEREIRA CECCHETTI,JOICE MONIQUE ROZA ANDRADE,LUIZA BRANDAO MAGALHAES,MARINNA ANTONIA ALVARENGA SILVA"
Centro de Ciencias Juridicas e Economicas,21,TECNOLOGIAS DISRUPTIVAS NA GUERRA DA UCRÂNIA,"ISABELLA AKEMI MAIANI OKUNO,SANDRA MARIA BECKER TAVARES"
Centro de Ciencias Juridicas e Economicas,349,AS REPERCUSSÕES DA GUERRA DA UCRÂNIA NOS NEGÓCIOS INTERNACIONAIS: UMA REVISÃO SISTEMÁTICA DE LITERATURA,"ANDRE RODRIGUES MARTINS,EDUARDO RUSSO DE ALMEIDA DA SILVA"
Centro de Ciencias Juridicas e Economicas,5877,A GUERRA RUSSO-UCRANIANA COMO EXEMPLO DO PODER DA MOEDA,"AUGUSTO FERNANDES SCAPINI,HAYLANA ALMEIDA BURITE,TATIANA TEIXEIRA"
Centro de Ciencias Juridicas e Economicas,6727,A DIMINUIÇÃO DAS AÇÕES MILITARES EM MISSÕES DE PAZ E AS RELAÇÕES DO GOVERNO BOLSONARO COM A ONU.,"ADRIANA MARQUES,ANTONIO PEDRO PAULO DA SILVA"
Centro de Ciencias Juridicas e Economicas,6729,CHINA E DESDOLARIZAÇÃO: DESAFIOS À HIERARQUIA MONETÁRIA INTERNACIONAL POR MEIO DA NOVA ROTA DA SEDA,"EDUARDO DE ARAUJO CARNEIRO,MAURICIO METRI"
Centro de Ciencias Juridicas e Economicas,6760,TENSÕES ENTRE RÚSSIA E UCRÂNIA: UM OLHAR REALISTA SOBRE AS CAUSAS DO CONFLITO AUTORES E,"AKIRA SATO NETO,TATIANA TEIXEIRA"
Centro de Ciencias Juridicas e Economicas,4030,ARGENTINA: UMA NOVA DIREITA ULTRALIBERAL OU UMA VERSÃO PRÓPRIA DA EXTREMA-DIREITA INTERNACIONAL? PARA UM RECORTE QUE INCORPORE A QUESTÃO DE GÊNERO.,"ANA CAROLINA VIANA PENA,ELIDIO ALEXANDRE BORGES MARQUES,PAULA FRONY DE OLIVEIRA MACEDO,RENAN NASCIMENTO LOPES"
Centro de Ciencias Juridicas e Economicas,4313,A ASCENSÃO DE GUSTAVO PETRO E A CRISE DO URIBISMO: ANÁLISE DE UMA ALTERNATIVA CONTRA- HEGEMÔNICA NA COLÔMBIA,"ANDRE LANA RAMOS OLIVEIRA,DANIEL VITOR FEITOZA,ELIDIO ALEXANDRE BORGES MARQUES,LENIN CONRADO GOMES FERREIRA,LEONARDO SILVANO REZENDE,THIAGO DE ARAUJO CORDEIRO"
Centro de Ciencias Juridicas e Economicas,5351,A COLÔNIA ESTRATÉGICA DE GUAM NO MOSAICO DA GEOPOLÍTICA CLÁSSICA DO MAR DO SUL DA CHINA,"ALANA CAMOÇA GONÇALVES DE OLIVEIRA,JOAO GABRIEL CAMPOS BARROCAS MATTOS ZAMPINI"
Centro de Ciencias Juridicas e Economicas,6578,OS IMPACTOS ECONÔMICOS DO FLUXO MIGRATÓRIO EM UMA DIMENSÃO GLOBAL: UMA ANÁLISE TEÓRICA ACERCA DA MIGRAÇÃO QUE É ABSORVIDA PELO NORTE GLOBAL,"BIANCA RIBEIRO DE LIMA,EDUARDO 18 ALBERTO CRESPO,GIOVANNA ARAUJO GUANABARINO,PEDRO ROCHA FLEURY CURADO"
Centro de Ciencias Juridicas e Economicas,3248,BARREIRAS À INOVAÇÃO NA GESTÃO DE UNIVERSIDADES PÚBLICAS FEDERAIS AUTORES E,"GEOVANA LOPES PRATS VIRMOND,MARIA DE FáTIMA BRUNO DE FARIA"
Centro de Ciencias Juridicas e Economicas,5457,PRINCIPAIS DESAFIOS PARA A GOVERNANÇA PÚBLICA DA INTELIGÊNCIA ARTIFICIAL NO BRASIL AUTORES E,"GABRIELA MOREIRA DA COSTA,RICARDO HENRY DIAS ROHM"
Centro de Ciencias Juridicas e Economicas,6127,PRÁTICAS DE DESINFORMAÇÃO INTENCIONADA E AUTORREGULAÇÃO DAS PLATAFORMAS DIGITAIS,"RICARDO HENRY DIAS ROHM,VALENTINA ZAPATA FRANCOVICH ALDABALDE"
Centro de Ciencias Juridicas e Economicas,6164,LIDERANÇAS DIGITAIS E A INFLUÊNCIA SOBRE A OPINIÃO PÚBLICA,"CAMILLE SANTOS GUIMARAES,JOAO GUILHERME BELFORT MELO RODRIGUES,RICARDO HENRY DIAS ROHM"
Centro de Ciencias Juridicas e Economicas,1131,A REALIDADE DO ESTUDO DO DIREITO MARÍTIMO E DO MAR NO BRASIL,"MARCELO NEVES,MARCIO LUIS DA SILVA CARNEIRO,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,2991,AS DIRETRIZES ESG E SUA CONTRIBUIÇÃO NA MITIGAÇÃO DOS EFEITOS DAS CATÁSTROFES CLIMÁTICAS,"MARLON COELHO DE SOUZA TELES,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,6319,O LIBERALISMO OITOCENTISTA NA SOCIEDADE BRASILEIRA E A TRANSIÇÃO DAS INSTITUIÇÕES DE CONTROLE DE CORPOS PRETOS NA PRIMEIRA REPÚBLICA.,"CARLOS AUGUSTO THOMAZ,DAVID DE OLIVEIRA BALBINO,JULIA MARQUES QUEIROZ LAPORT BRANDÃO"
Centro de Ciencias Juridicas e Economicas,5859,A UTILIZAÇÃO DO TERMO “BONS COSTUMES” NO CÓDIGO CIVIL E SUAS CONSEQUÊNCIAS NO CASO CONCRETO,"BEATRIZ DE SA MOREIRA,FABIANA RODRIGUES BARLETTA"
Centro de Ciencias Juridicas e Economicas,6273,TRABALHO E DIÁLOGO: UMA EXPERIÊNCIA PARTICIPATIVA DE EXTENSÃO EM DIREITOS AUTORES E,"BEATRIZ FARIAS TAVARES,DENISE OLIVEIRA GUIMARAES,FRANCISCO TROPE DA SILVA PORTO,JACKELINE CRISTINA GAMELEIRA CERQUEIRA DA SILVA,JEFFERSON LUIZ SILVA,MARYNA MULLER UNSER,MILENA MENEZES DE MELO LUZARDO,MYLENA BARBOSA DE MENEZES,NATHALIA MARBLY MIRANDA SANTOS,PEDRO HENRIQUE LIMA VARGAS,RENATA VERSIANI SCOTT VARELLA,ROGERIO REIS SANTOS,THALIA MARTINS DE ANDRADE,WALQUIRIA CAMILO DA ROCHA"
Centro de Ciencias Juridicas e Economicas,6548,POR QUE PRECISAMOS FALAR DE ABOLIÇÃO PENAL? O PAPEL DA EXTENSÃO UNIVERSITÁRIA NA AMPLIAÇÃO DAS VOZES DOS FAMILIARES VÍTIMAS DE VIOLÊNCIA ESTATAL,"AGNES MORAES LOPES GAMA,ANA CLAUDIA DIOGO TAVARES,FERNANDA MARIA VIEIRA,MARIANA TROTTA DALLALANA QUINTANS,THAMIRES AZEREDO CHAVES"
Centro de Ciencias Juridicas e Economicas,198,"DESENVOLVIMENTO REGIONAL, MIGRAÇÃO E INSERÇÃO PRODUTIVA NO BRASIL, 2011-2015 AUTORES E","ANA CAROLINA DA CRUZ LIMA,ANA JULIA MONTEIRO PEIXOTO"
Centro de Ciencias Juridicas e Economicas,4301,MAPEAMENTO DAS FINANÇAS E DOS INVESTIMENTOS SUSTENTÁVEIS NO BRASIL AUTORES E,"GIOVANNA TOSTO,LUAN DOS SANTOS,MARIANA OLIVEIRA DIEGUES"
Centro de Ciencias Juridicas e Economicas,5700,MULTIPLICADORES FISCAIS: UMA REVISÃO DOS FUNDAMENTOS TEÓRICOS E EMPÍRICOS AUTORES E,"GIULLIA FALCãO CALçADA,MARIA ISABEL BUSATO"
Centro de Ciencias Juridicas e Economicas,6782,SUSTENTABILIDADE NA FACC/UFRJ: PERCEPÇÕES E PERSPECTIVAS DO CORPO DISCENTE AUTORES E,"ANA CLARA ULYSSEA VICENTE ALBUQUERQUE,GIOVANNA TOSTO,LUAN DOS SANTOS"
Centro de Ciencias Juridicas e Economicas,2326,MULHERES DE CONFORTO: UMA ANÁLISE INTERSECCIONAL SOBRE A ESCRAVIDÃO SEXUAL MILITAR JAPONESA,"ALICIA DE FREITAS RODRIGUES,MARGARITA OLIVERA"
Centro de Ciencias Juridicas e Economicas,3221,OS IMPACTOS DA MATRIZ GLOBAL DE DOMINAÇÃO SOBRE AS MULHERES DO SUL GLOBAL: UMA ANÁLISE DAS DIMENSÕES SEXUAL E RACIAL DA NOVA DIVISÃO INTERNACIONAL DO TRABALHO A PARTIR DOS FEMINISMOS DO SUL AUTORES E,"ALICIA DE FREITAS RODRIGUES,RENATA GUIMARAES REYNALDO"
Centro de Ciencias Juridicas e Economicas,3525,O REFUGIADO E IMIGRANTE EM TERRITÓRIO BRASILEIRO E SEUS DESAFIOS DE INSERÇÃO NO MERCADO DE TRABALHO NACIONAL: UM RETRATO ATUAL DA MIGRAÇÃO BRASILEIRA E INSERÇÃO NO MERCADO DE TRABALHO NACIONAL ENTRE O PERÍODO DE 2011-2020,"AMANDA DA SILVA DE ASSIZ OLIVEIRA,CAROLINE BARCELOS,DANIELE RODRIGUES NETTO,GISELE RICOBOM,LARISSA FONSECA SOUZA"
Centro de Ciencias Juridicas e Economicas,4471,CAPITALISMO COLORIDO: A IMPOSIÇÃO DA METAFÍSICA DA CATASTROFE,"BRUNA DE OLIVEIRA REIS,RENATA GUIMARAES REYNALDO"
Centro de Ciencias Juridicas e Economicas,925,SISTEMAS DE CRISES E CONFLITOS NA ÁFRICA OCIDENTAL: A REGIONALIZAÇÃO DAS OPERAÇÕES DE BOKO HARAM,"FRÉDÉRIC MONIÉ,GABRIELLE RODRIGUES DE MOURA"
Centro de Ciencias Juridicas e Economicas,3352,OS IMPACTOS DA CRISE CLIMÁTICA NO MODELO DE AGROEXPORTAÇÃO BRASILEIRO: O CASO DA DEPENDÊNCIA DA SOJA.,"DANIEL HENRIQUE LOURENÇO PEREIRA,MARIA ANTONIA NEVIANI GRACA,MONICA BRUCKMANN"
Centro de Ciencias Juridicas e Economicas,3804,PANDEMIA E DEFESA: A ATUAÇÃO DO MINISTÉRIO DA DEFESA NO ENFRENTAMENTO À PANDEMIA DA COVID-19 E A DIVULGAÇÃO DOS RESULTADOS DO PROJETO,"ADRIANA MARQUES,MARIANE FERRAZ FELIZARDO"
Centro de Ciencias Juridicas e Economicas,4868,AMAZÔNIA E DEFESA: UMA ANÁLISE DA ATUAÇÃO DO MINISTÉRIO DA DEFESA NA REGIÃO AMAZÔNICA DURANTE O GOVERNO BOLSONARO,"ADRIANA MARQUES,MARIANE FERRAZ FELIZARDO"
Centro de Ciencias Juridicas e Economicas,6702,"A IMPORTANTE CONTRIBUIÇÃO DA CONSTITUIÇÃO FEDERAL DE 1988 E DO CÓDIGO DE PROCESSO CIVIL DE 2015 AO ACESSO À JUSTIÇA, SISTEMA MULTIPORTAS, A MEDIAÇÃO, PARA A RESOLUÇÃO DE CONFLITOS E UM (RE)PENSAR SOBRE O CONCEITO.","CLAUDIA ALVES PEREIRA,MARCIA CRISTINA XAVIER DE SOUZA"
Centro de Ciencias Juridicas e Economicas,6161,PROJETO DE PESQUISA E EXTENSÃO DEBATES PÓS-COLONIAIS E DECOLONIAIS AUTORES E,"LUANY FERREIRA MARQUES,LUCAS MARCELO DE FREITAS,RENATA GUIMARAES REYNALDO,VICENTE GIL DA SILVA"
Centro de Ciencias Juridicas e Economicas,277,"OBSTÁCULOS AO DIREITO AO PRÓPRIO CORPO E À IDENTIDADE DE MULHERES PRETAS, POBRES E GORDAS: A VIOLAÇÃO AOS DIREITOS DA PERSONALIDADE","FABIANA RODRIGUES BARLETTA,TAINARA ALMEIDA DA SILVA"
Centro de Ciencias Juridicas e Economicas,753,DIRETIVAS ANTECIPADAS DE VONTADE COMO INSTRUMENTO PARA O EXERCÍCIO DA AUTONOMIA DOS IDOSOS EM CUIDADOS PALIATIVOS,"FABIANA RODRIGUES BARLETTA,RAFAEL BARROSO GASPAR"
Centro de Ciencias Juridicas e Economicas,2402,O DESAFIO DA PARTICIPAÇÃO SOCIAL NA GOVERNANÇA METROPOLITANA NA RMRJ AUTORES E,"CAROLINA TAVARES DE FIGUEREDO LIMA,FILIPE SOUZA CORRÊA,LARAH RUBIO BAGLI DE MORAES COSTA"
Centro de Ciencias Juridicas e Economicas,2506,A GOVERNANÇA METROPOLITANA E A AGENDA CLIMÁTICA: RASTREANDO ELEMENTOS DISCURSIVOS NO PEDUI E OS DESAFIOS DA SUA IMPLEMENTAÇÃO,"ARTHUR BERNARDO LOPES,FILIPE SOUZA CORRÊA,GABRIEL MANDIA PANTALEÃO"
Centro de Ciencias Juridicas e Economicas,3949,SÃO JOÃO MARCOS: DA DECADÊNCIA ECONÔMICA À SUA EXTINÇÃO,"FELIPE RAMOS RABELLO PITZER DE SOUZA,PATRICIA HEMILLY MACHADO VAZ,SUYÁ QUINTSLR,TATIANE ALVES LYRA MOREIRA,YEDA MARIA RODRIGUES DE ASSUNÇÃO"
Centro de Ciencias Juridicas e Economicas,2437,RESTRIÇÕES DA QUALIDADE DA INFORMAÇÃO CONTÁBIL DE EMPRESAS BRASILEIRAS AUTORES E,"ALINI DA SILVA,JOANA LUCIA VIEIRA DE SOUZA,JULIA JERONIMO GOMES"
Centro de Ciencias Juridicas e Economicas,2488,INCENTIVOS DA QUALIDADE DA INFORMAÇÃO CONTÁBIL DE EMPRESAS BRASILEIRAS AUTORES E,"ALINI DA SILVA,JOANA LUCIA VIEIRA DE SOUZA,JULIA JERONIMO GOMES"
Centro de Ciencias Juridicas e Economicas,3075,ECONOMIA DE IMPACTO E O PAPEL DO BLENDED FINANCE,"ALBERTO DE OLIVEIRA,ANDRESSA ARAGAO BACELAR SANTOS,FELLIPE VIRAçãO"
Centro de Ciencias Juridicas e Economicas,4718,O IMPACTO DA MUDANÇA DA TECNOLOGIA DE INFORMAÇÃO NA ESFERA PÚBLICA: UMA ANÁLISE DA SOCIEDADE BRASILEIRA.,"DANIELE RODRIGUES NETTO,DIOGO MONTEIRO DARIO"
Centro de Ciencias Juridicas e Economicas,5685,ANÁLISE SOBRE A SUSTENTABILIDADE FINANCEIRA E A (RE)ESTRUTURAÇÃO SINDICAL DAS ENTIDADES REPRESENTATIVAS DE PROFISSIONAIS DA FONOAUDIOLOGIA NO BRASIL,"JOYCE MOREIRA DA ROCHA FORTE,VERONICA LAGASSI"
Centro de Ciencias Juridicas e Economicas,2878,LITERATURA E O RETRATO SOCIAL DAS MULHERES NEGRAS NOS ESTADOS UNIDOS. AUTORES E,"HAYLANA ALMEIDA BURITE,JOãO BERNARDO QUINTANILHA CHAGAS,RACHEL DOS SANTOS TIBURCIO,TATIANA TEIXEIRA"
Centro de Ciencias Juridicas e Economicas,4686,A INFLUÊNCIA DE INGETRAUT DAHLBERG PARA O DESENVOLVIMENTO DOS ESTUDOS DA ORGANIZAÇÃO DO CONHECIMENTO.,"ADRIANA MORAES PESSOA DO REGO BARROS,JOAO VICTOR MAIANI PEREIRA,THAYRON RODRIGUES RANGEL,VIVIANE MARINHO GUIMARÃES Pôster Virtual. E-PÔSTER3 - Heurística | PEX.EXT.UNI.EPO.1313"
Centro de Ciencias Juridicas e Economicas,2273,ANÁLISE IDIOSSINCRÁTICA DA HEURÍSTICA LATINO-AMERICANA: ALTERNANDO OLHARES E PERSPECTIVAS,"GABRIEL WILLIAN DUARTE CONSTANTINO,TATIANA TEIXEIRA Pôster Virtual. E-PÔSTER 1 Diversidades | PEX.EXT.UNI.EPO.835"
Centro de Ciencias Juridicas e Economicas,6507,DIVERSIDADE RACIAL NA ALTA LIDERANÇA ORGANIZACIONAL: UM LEVANTAMENTO NO CONTEXTO BRASILEIRO,"JULIANA DE FREITAS MELO,LILIANE MAGALHAES GIRARDIN PIMENTEL FURTADO"
Centro de Ciencias Juridicas e Economicas,6585,: DIVERSIDADE DE GÊNERO NA ALTA LIDERANÇA ORGANIZACIONAL: UM LEVANTAMENTO NO CONTEXTO BRASILEIRO,"ANA CLARA ULYSSEA VICENTE ALBUQUERQUE,LILIANE MAGALHAES GIRARDIN PIMENTEL FURTADO Pôster Virtual. E-PÔSTER 2 Mercados/Equipes | PEX.EXT.UNI.EPO.836"
Centro de Ciencias Juridicas e Economicas,6232,CONCORRÊNCIA NO MERCADO DE PRODUTOS E NO MERCADO DE TRABALHO: UMA AGENDA DE TRABALHO PARA COMPETIÇÃO E PRODUTIVIDADE,"EDUARDO PONTUAL RIBEIRO,ROBERTA BARCELOS RIBEIRO FERREIRA"
Centro de Ciencias Juridicas e Economicas,6770,"CLÃS E EQUIPES DE SWORDPLAY E ATIVIDADES DE COMBATE HISTÓRICO, COMO LABORATÓRIO DE ADMINISTRAÇÃO PRÁTICA, RIO DE JANEIRO - BRASIL","RENATO NUNES BITTENCOURT,SERGIO RICARDO DE FREITAS JUNIOR 21"
Centro de Ciencias Matematicas e da Natureza,2928,MINERV@S DIGITAIS E DIVERSIFICAÇÃO DE AÇÕES PARA FOMENTAR O INTERESSE DE MENINAS PELA COMPUTAÇÃO,"CHARLES SOARES PIMENTEL,GABRIELLE DA SILVA LOPES,GIULIA BAYãO FRANçA,INGRID PACHECO,ISAAC D'CÉSARES,ISABEL CRISTINE COSTA GARCIA,JULIANA FRANÇA,MARIA LUIZA MACHADO CAMPOS,RAFAELLA FIGUEIRA BUSCH Apresentação de Vídeo. Video Geografia Extensão | EXT.VID.809"
