Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3777,O IMPACTO DA REGULAÇÃO NA UNIVERSALIZAÇÃO DE SERVIÇOS PÚBLICOS BRASILEIROS.,"CAROLINE BATISTA,HUDSON ELISIO CAMARA MENDES SAMPAIO,CARLOS BOLONHA Apresentação de Vídeo. CCJE - Integração Interdisciplinar IV: Apresentação de Vídeo | UNI.VID.262"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3173,MOBILIDADE URBANA: ESTUDO DA GESTÃO ESTRATÉGICA DE TRANSPORTE NA GRANDE RIO,"CAMILA AVOSANI ZAGO,UMBERTO CASSARÁ DE CASTELLAMMARE SCOTT SICILIANO e-"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5621,MEDIAÇÃO E PESQUISA-PARTICIPANTE: UMA PROPOSTA DE INTERVENÇÃO NO COMPLEXO DA MARÉ,"CATIA BASTOS,NICOLE DUARTE,MARILSON SANTANA,LEANDRO DA CONCEIÇÃO SILVA,LEONARDO SÁ e-"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5490,"INFORMAÇÃO, SAÚDE E LIBERDADE: O PAPEL DA INTERNET NA BUSCA DE INFORMAÇÃO PARA A TOMADA DE DECISÃO SOBRE SOBRE PÍLULAS ANTICONCEPCIONAIS","GABRIEL GUIMARÃES ROCHA ALVES,PATRíCIA MALLMANN SOUTO PEREIRA,LUCIANO RODRIGUES DE SOUZA COUTINHO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,15,A AVALIAÇÃO DE RISCOS DE UMA AUDITORIA INDEPENDENTE COMPANHIA SMART S.A.,"FREDERICO OTAVIO SIROTHEAU CAVALCANTE,IGOR VILAR DE QUEIROZ LAZARO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,180,ANÁLISE DA USABILIDADE DOS PORTAIS WEB DAS UNIVERSIDADES FEDERAIS BRASILEIRAS COM BASE NO DESIGN EMOCIONAL,"GABRIEL JOSÉ TEIXEIRA DA SILVA,NYSIA SÁ Minicurso. CCJE - Minicurso Gestão Estratégica na Defesa: Os Novos Caminhos para o Elefante | PEX.UNI..368"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5995,GESTÃO ESTRATÉGICA NA DEFESA: NOVOS CAMINHOS PARA O ELEFANTE,"WILSON VIEIRA,JACINTHO MAIA NETO,KAIQUE BINI SBAMPATO,GLAYCE KEROLIN RODRIGUES MAXIMIANO,ADRIANA MARQUES"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,2787,MAPEANDO O MINISTÉRIO DA DEFESA II: DESENHO INSTITUCIONAL E PRINCIPAIS POLÍTICAS,"ADRIANA MARQUES,KLEBER ALONSO,PATRICIA RODRIGUES DE OLIVEIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,2025,BASE INDUSTRIAL DE DEFESA: UMA ANÁLISE SOBRE AS SUAS ESTRUTURAS E AS POLÍTICAS ESTATAIS DE FOMENTO,"FLÁVIO ALVES COMBAT,ANDRÉ LUIS FARIA TEIXEIRA DE OLIVEIRA,CAROLINA MIRANDA CAVALCANTE"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4263,O PAPEL DO PAQUISTÃO NO JOGO DAS GRANDES POTÊNCIAS,"DIMITRIA NUNES,MAURICIO METRI"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,2639,MAPEANDO O MINISTÉRIO DA DEFESA I: O PERFIL DOS MINISTROS DA DEFESA,"ADRIANA MARQUES,GLAYCE KEROLIN RODRIGUES MAXIMIANO,HELENA ARAUJO PINHEIRO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5525,O BRASIL PÓS-MINUSTAH: PERCEPÇÕES DAS NARRATIVAS DO MILITAR BRASILEIRO,"GABRIELA DE ASSUMPÇÃO NOGUEIRA,MICHEL GHERMAN,MONICA GRIN MONTEIRO DE BARROS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5453,MULAS?: UMA ANÁLISE DAS MULHERES INTERROGADAS NO JUDICIÁRIO DO RIO A PARTIR DA PERSPECTIVA DO SELF NARRATIVO,"CAROLINE SCANCI DA SILVA,GISELE SOARES DE OLIVEIRA FARIA,MARIA EDUARDA COELHO,JANAINA BENTO SILVA,ANA CLARA MILITÃO,YASMIN DE MELO SILVA,ISADORA DE OLIVEIRA SILVA,CECILIA LOIS,CAROLINA SOARES CASTELLIANO LUCENA DE CASTRO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4880,A ORGANIZAÇÃO DAS MULHERES PARA EFETIVAÇÃO DE DIREITOS NA CONSTITUIÇÃO FEDERAL DE 88,"THUANE RODRIGUES NASCIMENTO,MARINA EVANGELISTA,RAFAELLA MOURÃO,MARIANA TROTTA DALLALANA QUINTANS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5557,A ATUAÇÃO DO MOVIMENTO NEGRO NA ASSEMBLEIA NACIONAL CONSTITUINTE DE 87/88,"THUANE RODRIGUES NASCIMENTO,JOYCE COSTA RODRIGUES,LARISSA TAVARES DA SILVA,MARIANA TROTTA DALLALANA QUINTANS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5337,A LUTA PELA REFORMA AGRÁRIA NA CONSTITUINTE DE 87/88,"THUANE RODRIGUES NASCIMENTO,RAFAELLA MOURÃO,MARIANA TROTTA DALLALANA QUINTANS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,442,"EU TRABALHO COM FATOS: IMPRENSA, JUDICIÁRIO, INTERAÇÕES E CONSTRUÇÕES NARRATIVAS","MARINA CABADA POLYDORO,LUIZ EDUARDO DE VASCONCELLOS FIGUEIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3600,O CONTRATO DE TRABALHO INTERMITENTE: INSTRUMENTO A SERVIÇO DA FLEXIBILIDADE OU DA PRECARIZAÇÃO?,"RENATA FERREIRA SPíNDOLA DE MIRANDA,SAYONARA GRILLO COUTINHO LEONARDO DA SILVA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,100,"CONSTRUÇÃO NARRATIVA DO ""CASO DE ACARI"": ENTRE ""GUERRAS"", ""TRAGÉDIAS"", FATOS E LEIS","TAMIRIS GONÇALVES ALMEIDA,LUIZ EDUARDO DE VASCONCELLOS FIGUEIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5606,ESTUDOS DE DIREITOS DA DIVERSIDADE SEXUAL ATRAVÉS DE AÇÕES DE ALTERAÇÃO DE NOME E GÊNERO DE PESSOAS TRANSEXUAIS,"MAYARA FONTANA,IANA GONÇALVES SOARES,MARCOS VINíCIUS TORRES PEREIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4258,A PRECARIZAÇÃO DA MÃO DE OBRA DA MULHER NEGRA NO MERCADO DE TRABALHO BRASILEIRO,"LUANA ANGELO LEAL,SAYONARA GRILLO COUTINHO LEONARDO DA SILVA,BÁRBARA DE MORAES RIBEIRO SOARES FERRITO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1476,AUTONOMIA OU SUBORDINAÇÃO: O TRABALHO EM PLATAFORMAS E AS ZONAS CINZENTAS DE EMPREGO,"RODRIGO DE LACERDA CARELLI,ANA BEATRIZ FARIAS AMANCIO SOARES,MARIA HELENA SILVA LINS,PEDRO ALEXANDRE CRUZ BARROS,GUSTAVO OLIVEIRA DE MATOS,JACKELINE CRISTINA GAMELEIRA CERQUEIRA DA SILVA,FELIPE PEREIRA DOS SANTOS,ALINE BORGES"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5429,A FLEXIBILIDADE E A CORROSÃO DO CARÁTER: UM ESTUDO SOBRE OS EFEITOS DA JORNADA INTERMITENTE DE TRABALHO À EXISTÊNCIA DIGNA DOS TRABALHADORES,"NATHALIA MARBLY MIRANDA SANTOS,SAYONARA GRILLO COUTINHO LEONARDO DA SILVA,THIAGO PATRÍCIO GONDIM"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4741,DESIGUALDADES REGIONAIS NO BRASIL: UMA ANÁLISE CRÍTICA DO FEDERALISMO BRASILEIRO,"CAIO BARBOSA ZACARIAS,GUSTAVO DE QUEIROZ BADEJO ALMEIDA,PEDRO FELLIPE DE SOUZA PEREIRA,TAYLISI DE SOUZA CORREA LEITE"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1405,COLABORAÇÃO PREMIADA NA OPERAÇÃO LAVA JATO: UMA ANÁLISE QUANTITATIVA E QUALITATIVA DOS TERMOS DE COLABORAÇÃO,"OLGA MARTINS,DANIELA MAUAD RABELO,STEFANIE DE SOUZA RIBEIRO DE ARAUJO,GIOVANNA DAUDT RUBINSTEIN TAVARES,GABRIELLE DOBBIN DE FREITAS VALLE,BERNARDO MARINHO MARQUES,JANAINA BENTO SILVA,ANDRESSA MENEZES DOS SANTOS,ANTONIO EDUARDO RAMIRES SANTORO,NATÁLIA LUCERO FRIAS TAVARES"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5483,MIGRAÇÃO ALÉM DAS FRONTEIRAS,"BRUNA RODRIGUES SOARES,VANESSA OLIVEIRA BATISTA BERNER,CAROLINA GENOVEZ PARREIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3818,INTERVENÇÃO FEDERAL NO RIO DE JANEIRO: UM OLHAR CRÍTICO-DOUTRINÁRIO,"LUIZ FELIPE BARBOZA DOMINGUES,DENIS ROBERTO PEÇANHA DE SANT'ANNA ALMEIDA,LILIAN MÁRCIA BALMANT EMERIQUE,VITÓRIA MORAES DE ARAUJO,YURI HENRIQUE BERNARDES CAMPAGNOLLI"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,2514,DECRESCIMENTO: UM MODELO SUSTENTÁVEL,"RODRIGO COORSH,ALEXIS NICOLAS SALUDJIAN"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,35,A INTEGRAÇÃO DO BRASIL NAS CADEIAS GLOBAIS DE VALOR E A ASCENSÃO DA CHINA NO CENÁRIO MUNDIAL,"ADRIANA PERINI FILIPPETTO,VICTOR PROCHNIK"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4881,O EFEITO CHINA NAS RELAÇÕES ENTRE AS CLASSES DOMINANTES E O ESTADO NAS ECONOMIAS DO SUL DE AMERICA,"SERGIO MARTIN PÁEZ,EDUARDO COSTA PINTO,ALEXIS NICOLAS SALUDJIAN"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4110,O MERCOSUL E AS DIFICULDADES DE INTEGRAÇÃO COMERCIAL PÓS-CRISE,"THAMIRIS CORNACCHIA,HUGO DAHLIN FERREIRA DOS SANTOS,ALEXIS NICOLAS SALUDJIAN"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,574,O BRASIL E SEU ENTORNO ESTRATÉGICO: INVESTIMENTOS E EXPORTAÇÕES COMO PARTE DE UM PROJETO DE 2 LONGO PRAZO?,"CAIQUE ANDRIEWISKI PEREIRA DA SILVA,DANIEL BARREIROS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4702,ESTRATÉGIAS CHINESA E A PROPOSTA DE MULTIPOLARIZAÇÃO DO SISTEMA MONETÁRIO INTERNACIONAL,"VINICIUS LACERDA,ISABELA NOGUEIRA DE MORAIS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,211,O NOVO MARCO LEGAL NACIONAL DA REGULARIZAÇÃO FUNDIÁRIA URBANA: RELEITURA À LUZ DO DIREITO À CIDADE E À MORADIA,"TARCYLA FIDALGO RIBEIRO,ALEX FERREIRA MAGALHAES,RENATA CRISTINA NASCIMENTO ANTÃO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5664,ESCRITÓRIO DE PLANEJAMENTO TERRITORIAL E GESTÃO PÚBLICA (EPG): AÇÃO PARA FORTALECIMENTO DAS CAPACIDADES INSTITUCIONAIS DO MUNICÍPIO DE MESQUITA,"JOAO PEDRO VIEIRA MARIEN,PAULO REIS,DANIEL NEGREIROS CONCEIÇÃO,ANTONIO CARLOS DOS SANTOS,SAMUEL SANTANA DE PAULO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5311,A EXTENSÃO UNIVERSITÁRIA ENQUANTO FERRAMENTA DE INTEGRAÇÃO AOS MOVIMENTOS DE LUTA PELA TERRA - UM DIÁLOGO ENTRE O NAJUP E O MST,"JÉSSICA SOARES BORGES,ALONSO GOULART,LORRAINE VICENTE DOS SANTOS PEREIRA,THUANE RODRIGUES NASCIMENTO,IANA GONÇALVES SOARES,MARIANA TROTTA DALLALANA QUINTANS,ANA CLAUDIA DIOGO TAVARES,MARIA CLARA COSTA DE PAULA LESTRO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4036,POLÍTICAS CULTURAIS COMO INSTRUMENTO DE PRESERVAÇÃO DO PATRIMÔNIO E DO FORTALECIMENTO DO DESENVOLVIMENTO LOCAL EM UMA COMUNIDADE QUILOMBOLA,"VITOR ROCHA MARTINS JORGE,PABLO DE OLIVEIRA TEIXEIRA,SAMIRA LIMA DA COSTA,RICARDO LOPES CORREIA,RENATA FARIA,ALEXANDRE COSTA DOS SANTOS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5455,ASSESSORIA JURÍDICA UNIVERSITÁRIA POPULAR À COMUNIDADE DE RIO DAS PEDRAS,"LORRAINE VICENTE DOS SANTOS PEREIRA,MARIA LUÍZA MIRANDA ALEXANDRE,THUANE RODRIGUES NASCIMENTO,MAHARA VIEIRA TELES,IANA GONÇALVES SOARES,FÁBIO GUERRA,MARIANA TROTTA DALLALANA QUINTANS,ANA CLAUDIA DIOGO TAVARES,JULIANA OLIVEIRA TEIXEIRA DE JESUS,DANIELLA PONTES"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4866,ASSESSORIA JURÍDICA UNIVERSITÁRIA POPULAR AOS MOVIMENTOS SOCIAIS URBANOS DE LUTA PELO DIREITO À MORADIA,"LORRAINE VICENTE DOS SANTOS PEREIRA,THUANE RODRIGUES NASCIMENTO,CAROLINA HENNIG GOMES,THALIA MARTINS DE ANDRADE,VICTOR ABI RIHAN AVILA,YURI REIS,MARIANA TROTTA DALLALANA QUINTANS,ANA CLAUDIA DIOGO TAVARES"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4883,DEFESA E GESTÃO ESTRATÉGICA INTERNACIONAL E AS POSSIBILIDADES DE INSERÇÃO PROFISSIONAL,"DANIELE DIONISIO DA SILVA,HELENA ARAUJO PINHEIRO,ADRIANA MARQUES,BERNARDO SARMENTO PEREIRA,JEANINNE LOYOLA DOS SANTOS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,2624,JULGAMENTO E TOMADA DE DECISÃO EM AMBIENTES DE CONFLITO: A APLICABILIDADE DA TEORIA DOS JOGOS NO PROCESSO DECISÓRIO,"KAIQUE BINI SBAMPATO,ADRIANA MARQUES,JACINTHO MAIA NETO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3063,POLÍTICAS GOVERNAMENTAIS DE INCENTIVO À INTERNACIONALIZAÇÃO DE EMPRESAS: UM ESTUDO COMPARADO ENTRE BRASIL E ESTADOS UNIDOS,"JULIE MARYNE FINGOLO TURQUES PATRICIO,ARIANE CRISTINE RODER FIGUEIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,894,PRÁTICAS DE GESTÃO PARA A INCLUSÃO DE PESSOAS TRANSGÊNERO NAS ORGANIZAÇÕES,"PEDRO PHELLIPE GONÇALVES MENDONÇA,RICARDO HENRY DIAS ROHM"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3994,INTERCÂMBIO ESTUDANTIL E SUAS CONTRIBUIÇÕES PARA O ALUNO DE ADMINISTRAÇÃO DE UMA INSTITUIÇÃO FEDERAL DE ENSINO SUPERIOR,"LUCIANA BRAGA GOMES,MARIA DE FATIMA BRUNO DE FARIA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1075,A REVISTA DE NEGÓCIOS EM SETE CORES: DIVERSIDADE LGBT+ E SUAS REPRESENTAÇÕES NA MÍDIA POPULAR DE ADMINISTRAÇÃO,"RODRIGO CARVALHO GOMES,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,54,O RACISMO VELADO E SUA PARTICIPAÇÃO NO ATUAL CENÁRIO DAS CORPORAÇÕES BRASILEIRAS.,"GABRIELA BORDALO FERREIRA SCHEER,LUCAS ALVES ROCHA,RENATO NUNES BITTENCOURT"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5134,O SILENCIAMENTO LGBT+ NO AMBIENTE ORGANIZACIONAL,"ADRIANO CORRÊA DIAS,CAMILLA SANTOS,MARCOS ANTONIO FERNANDES SOUSA JUNIOR,MARINA FERREIRA,JOSÉ LUIS FELICIO DOS SANTOS DE CARVALHO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1365,ELABORAÇÃO DE UM MODELO DE GESTÃO DE EXCELÊNCIA PARA A INCLUSÃO DAS MINORIAS SEXUAIS NAS EMPRESAS ATUANTES NO BRASIL,"RICARDO HENRY DIAS ROHM,GABRIEL DE SOUZA VALUANO,JOSÉ OTÁVIO ALCÂNTARA LUCAS MARTINS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1458,OS DESAFIOS DE GERAR E MENSURAR VALOR EM PROJETOS DE GESTÃO SOCIAL,"RICARDO HENRY DIAS ROHM,VIVIAN AMANCIO DOS SANTOS,VITOR CARDOSO PEREIRA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,703,ANÁLISE DA PUBLICAÇÃO DE ARTIGO S SOBRE NEGÓCIOS SOCIAIS E SUSTENTABILIDADE NOS PERIÓDICOS DE ADMINISTRAÇÃO,"MONIQUE ARAÚJO SANTOS,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5433,PSICOLOGIA DAS MASSAS: UMA ANÁLISE DA BASE DO PENSAMENTO FASCISTA PRESENTE NAS ORGANIZAÇÕES AUTORITÁRIAS,"MARIANA SOARES DE AZEVEDO,JOAO FELIPE WERNECK RUÓTOLO MIGUEL,RENATO NUNES BITTENCOURT"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1149,ESTRATÉGIAS DE SUCESSO EM MODELOS DE GESTÃO SOCIAL NO BRASIL,"THAÍS MARIA DO NASCIMENTO BENTO,RICARDO HENRY DIAS ROHM,HEDUARDO FARIAS CARVALHO MAIA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,141,AVALIAÇÃO DAS PRÁTICAS DE FORMAÇÃO E EMPODERAMENTO DE LÍDERES DE PROJETOS SOCIAIS VIGENTES NO BRASIL,"LUCAS ROCHA,RICARDO HENRY DIAS ROHM,CLÁUDIA RAPHAEL RODRIGUES,JEFFERSON LIMA RIBEIRO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5970,A PERCEPÇÃO SOBRE NEGÓCIOS SOCIAIS DE ALUNOS E PROFESSORES DO CURSO DE ADMINISTRAÇÃO DA UFRJ,"LIVIA FRANÇA MORAIS,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4964,A NOVAÇÃO NA RECUPERAÇÃO JUDICIAL: COMO SE APLICA O INSTITUTO DO DIREITO CIVIL NO DIREITO FALIMENTAR?,"DANIELA SILVA FONTOURA DE BARCELLOS,JONAS ANTUNES,LEONARDO MARTINS CARAM"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,3242,AS FAMÍLIAS PARALELAS E SUAS CONSEQUÊNCIAS JURÍDICAS NO ÂMBITO DOS DIREITOS PREVIDENCIÁRIO E DE FAMÍLIA,"CARLOS EDUARDO FERREIRA DE SOUZA,DANIELA SILVA FONTOURA DE BARCELLOS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,10,HISTÓRIA DO DIREITO PROCESSUAL CIVIL BRASILEIRO: O CÓDIGO DE PROCESSO CIVIL E COMERCIAL DO ESTADO DO MARANHÃO DE 1911,"MANOEL JUNIOR FERREIRA VELOSO,MARCIA CRISTINA XAVIER DE SOUZA"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,5121,"A RESPONSABILIDADE CIVIL DE ATOS ILÍCITOS POTENCIALMENTE ""PRATICADOS"" POR INTELIGÊNCIAS ARTIFICIAIS NO BRASIL","BRUNA LUIZA BARBOSA CRUVINEL,LORENA COELHO ROBINSON,CARLOS AUGUSTO THOMAZ"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4566,DIREITO AO NOME E A TUTELA DA DIGNIDADE HUMANA: UMA ANÁLISE COMPARADA COM O CÓDIGO CIVIL PORTUGUÊS,"GABRIELA KILSON FERREIRA,DANIELA SILVA FONTOURA DE BARCELLOS"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1296,USO DE OGMS (ORGANISMOS GENETICAMENTE MODIFICADOS): CONFRONTANDO OPINIÕES SOB A PERSPECTIVA DO PRINCÍPIO DA PRECAUÇÃO.,"FLAVIO ALVES MARTINS,PHELIPE AUSTRIACO TEIXEIRA,DÉBORA DOS SANTOS FERREIRA CAVALCANTI"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,4054,AUDIÊNCIA DE CUSTÓDIA: UMA ANÁLISE A PARTIR DA OBSERVAÇÃO REALIZADA NA CENTRAL DE AUDIÊNCIAS DE CUSTÓDIA DO TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO,"ANTONIA MARCELA LOURENÇO LOPES,MANUELA GOMES SILVA CANDIDO,JUNYA RODRIGUES BARLETTA,DENIS ROBERTO PEÇANHA DE SANT'ANNA ALMEIDA,MATHEUS GUILHERME GALDINO,ISABELLA FIDALGO OLIVEIRA,YASMIN RODRIGUES DE ALMEIDA TRINDADE"
Centro de Ciencias Juridicas e Economicas Apresentação de Vídeo. CCJE - Integração Interdisciplinar III: Apresentação de Vídeo | UNI.VID.260,1270,"TRÁFICO DE PESSOAS PARA FINS DE EXPLORAÇÃO SEXUAL: UM CRIME DE GÊNERO, COR E CLASSE SOCIAL.","MAYRA VIANA,LETíCIA ROSA CORREIA,RENATA DA SILVA ROCHA,HAMILTON FERRAZ"
