Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3622,APLICAÇÃO DA TRILATERAÇÃO AO TINDER: UM ESTUDO DE CASO,"LUIZ RODRIGO SILVA DE SOUZA,JOÃO PAIXÃO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2784,DESENVOLVIMENTO DE GERADOR DE DADOS SINTÉTICOS PARA TESTES DE ROTINAS DE RECORD LINKAGE PARA O CONTEXTO BRASILEIRO.,"VITOR CURIEL TRENTIN CORRAL,CLAUDIA MEDINA COELI,VALERIA BASTOS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2009,INFLUÊNCIA DA CONCENTRAÇÃO DE ACETATO NO CRESCIMENTO DA MICROALGA CHLORELLA SOROKINIANA,"MARCOAURELIO ALMENARA RODRIGUES,JOÃO GABRIEL HADDAD REIMANN"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4203,DESENVOLVIMENTO E ESTUDO DA ESTABILIDADE DE NANOCÁPSULAS POLIMÉRICAS,"CAROLINA FERREIRA DE ABREU,JORGE DE ALMEIDA RODRIGUES JUNIOR"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3649,AVALIAÇÃO QUALITATIVA DO METABOLISMO DA XILAZINA APLICADA NO CONTROLE ANTIDOPAGEM POR CROMATOGRAFIA LÍQUIDA ACOPLADA A ESPECTROMETRIA DE MASSAS DE ALTA RESOLUÇÃO,"REBECCA RODRIGUES MATOS,VINICIUS FIGUEIREDO SARDELA,MARIA ELVIRA POLETI MARTUCCI"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4247,AVALIAÇÃO DO ESTRESSE OXIDATIVO NO MODELO DE ESTUDOS GALLERIA MELLONELLA,"LUCAS GIOVANINI MENEZES,GABRIEL FERREIRA MOTTA DE SOUZA,MARCOS PEREIRA,GABRIELA NASCIMENTO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4140,"ESTUDO DE EFEITO SOLVATOCRÔMICO POR CARACTERIZAÇÃO FOTOFÍSICA DAS 2-(N-FENIL-N- METIL)AMINONAFTO-1,4-QUINONA, 2-(4-N-METILAMINOFENIL)NAFTO-1,4-QUINONA E 2-(4-N-BENZILAMINOFENIL)NAFTO-1,4-QUINONA.","MICAELI LOUISE DA SILVA MOREIRA,NANCI CAMARA DE LUCAS GARDEN,SIMON GARDEN"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3114,APLICAÇÃO DA EXTRAÇÃO EM FASE SÓLIDA (EFS) E CROMATOGRAFIA LÍQUIDA DE ALTA EFICIÊNCIA (CLAE) PARA ANÁLISE DE MATRIZES COMPLEXAS: ANÁLISE DE GLICEROL EM BIODIESEL E L-ECTOÍNA EM MEIOS FERMENTADOS,"DANIEL ALMEIDA COZENDEY DA SILVA,RAFAEL CAVALCANTE DOS SANTOS,CRISTIANE GIMENES DE SOUZA,DÉBORA FRANÇA DE ANDRADE,LUIZ ANTONIO D AVILA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4175,CÁLCULO DA CONSTANTE DE HAMAKER PARA DIFERENTES SOLUÇÕES SALINAS E SUA INFLUÊNCIA NA INTERAÇÃO DE VAN DER WAALS,"ELAYNNE ROHEM PEÇANHA,ANGELA SANCHES ROCHA,CÉLIA REGINA SOUSA DA SILVA,PRISCILA TAMIASSO MARTINHON"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3855,EFEITO CITOTÓXICO DE NOVOS COMPOSTOS SINTETIZADOS PARA O TRATAMENTO DO CÂNCER,"GABRIEL FERREIRA MOTTA DE SOUZA,ZEINAB GHASEMISHAHRESTANI,BRUNA MARTINS DE FRANÇA,RODRIGO JOSE CORREA,MARCOS PEREIRA,RONALDO CUSTODIO DE SOUZA OLIVEIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4178,INFLUÊNCIA DE ALCOÓIS NO PROCESSO DE PRECIPITAÇÃO E INCRUSTAÇÃO DE CARBONATO DE CÁLCIO EM SISTEMA SOB ESCOAMENTO,"DANIEL ROCCO DUARTE PEREIRA,VINICIUS TADEU KARTNALLER MONTALVÃO,FABRICIO DE QUEIROZ VENANCIO,JOÃO FRANCISCO CAJAÍBA DA SILVA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3915,ESTUDO FOTOFÍSICO DE HETEROCICLO DERIVADO DE QUINAZOLINONA COM POTENCIAL APLICAÇÃO COMO SENSOR FLUORESCENTE,"JOÃO VICTOR LOPES DA SILVA NÉTO,RODOLFO INEZ TEIXEIRA,NANCI CAMARA DE LUCAS GARDEN,SIMON GARDEN"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3460,"SÍNTESE, ESTRUTURA E INVESTIGAÇÃO DAS PROPRIEDADES MAGNÉTICAS DE COMPLEXOS MONONUCLEARES DE COBALTO(II) CONTENDO LIGANTES TRIAZÓLICOS","THOMAZ A. COSTA,DINESH ADDLA,SABRINA BAPTISTA FERREIRA,CARLOS ROLAND KAISER,RAFAEL ALVES ALLAO CASSARO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1734,ESPECTROSCOPIA VIBRACIONAL COMO UMA FERRAMENTA IMPORTANTE NA BUSCA DE CATALISADORES/INIBIDORES METÁLICOS PARA A CLIVAGEM DA LIGAÇÃO DE AMIDA,"WAGNER A. ALVES,ANNA KAROLYNA MACIEIRA SILVA GOMES"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3606,ESTUDO DO ISOLAMENTO DE CAFEÍNA E SUA BIODEGRADAÇÃO POR SACCHAROMYCES CEREVISIAE,"MATEUS PERISSÉ MOREIRA,CLAUDIA M. REZENDE,SELMA GOMES FERREIRA LEITE,NATÁLIA AGUIAR BRITTES TINOCO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2102,QUANTIFICAÇÃO DE CERAS DE PETRÓLEO POR CROMATOGRAFIA GASOSA BIDIMENSIONAL ABRANGENTE DE ALTA TEMPERATURA,"LUCA MARTIN AINSTEIN,DEBORA DE ALMEIDA AZEVEDO,DANIELA FRANCA DOS SANTOS,VINICIUS BARRETO PEREIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4830,NANOPARTÍCULAS DE ÓXIDOS METÁLICOS COMO INVERSORAS DA MOLHABILIDADE DE ROCHAS ARENÍTICAS,"MARIANA FRIAS DE ALBUQUERQUE,AGATHA DENSY DOS SANTOS FRANCISCO,SIMONE PEREIRA DA SILVA RIBEIRO,REGINA SANDRA VEIGA NASCIMENTO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4227,"A FORMAÇÃO DE OLIGÔMEROS TÓXICOS DA PROTEÍNA Α-SINUCLEÍNA INDUZIDA POR 3,4- DIIDROXIFENILACETALDEÍDO (DOPAL): IMPLICAÇÃO NA ETIOLOGIA DA DOENÇA DE PARKINSON","LUCAS ALEX DO NASCIMENTO,CRISTIAN FOLLMER,VANDERLEI DE ARAúJO LIMA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5128,PRODUÇÃO DE BIOMASSA DE SPIRULINA MAXIMA PARA ADIÇÃO EM BISCOITO VEGANO DE CHOCOLATE,"ANITA FERREIRA DO VALLE,SUELLEN PAULA DE SOUZA DA SILVA,LAURO LUÍS MARTINS MEDEIROS DE MELO,DANIEL PERRONE"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4310,ESTUDO ESPECTROSCÓPICO DE HÍBRIDOS DE NANOTUBOS DE CARBONO E P3HT PARA APLICAÇÕES EM CÉLULAS FOTOVOLTAICAS,"MILTON SOUZA GOMES,RAMON ALVES CARLOS,AMANDA GARCEZ DA VEIGA,MARIA LUIZA ROCCO DUARTE PEREIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5181,EFEITO DE PREPARADOS ENZIMÁTICOS COMERCIAIS E PRODUZIDOS EM LABORATÓRIO NA REDUÇÃO DA VISCOSIDADE DURANTE A HIDRÓLISE DO BAGAÇO DE CANA-DE-AÇÚCAR,"TIAGO MARTINS GUIMARARãES,AYLA SANT ANA DA SILVA,ROBERTA PEREIRA ESPINHEIRA,ELBA PINTO DA SILVA BON"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3475,PRODUÇÃO DE MATERIAL DE REFERÊNCIA PARA ESTUDOS QUÍMICOS E/OU FARMACOLÓGICOS ATRAVÉS DE MÉTODOS SIMPLIFICADOS A PARTIR DAS FOLHAS DE MAYTENUS ILICIFOLIA (CELASTRACEAE),"RODOLFO SANTOS BARBOZA,MATHEUS VERDAN CURTI,DANIELLA LOPEZ VALE,RICARDO MICHEL"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2106,UMA NOVA METODOLOGIA PARA A SÍNTESE DE NITRILAS,"ALEXANDRE NARCELLI PESTANA 19 DE AGUIAR,MARCIO C.S. DE MATTOS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3604,"CARACTERIZAÇÃO FOTOFÍSICA DE DERIVADOS DE N-ARIL-1,10-FENANTROLIN-2-AMINA","ISABELA MENDES ASSIS SILVA,HÉLEN REIS MARQUES SANTOS,NANCI CAMARA DE LUCAS GARDEN,RODOLFO INEZ TEIXEIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2472,HIDROGENOFOSFATO DE CÉRIO (IV) COMO MATRIZ DE INTERCALAÇÃO PARA PD2+,"JOÃO PAULO DUARTE PEREIRA,LUIZ FERNANDO BRUM MALTA,MARTA ELOISA MEDEIROS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4598,INCORPORAÇÃO PREFERENCIAL DE SULFATO EM POLIMORFO DE CALCITA DURANTE A PRECIPITAÇÃO DE CARBONATO DE CÁLCIO: UMA ABORDAGEM EXPERIMENTAL,"EVERTON MOREIRA,JOÃO FRANCISCO CAJAÍBA DA SILVA,VINICIUS TADEU KARTNALLER MONTALVÃO,FABRICIO DE QUEIROZ VENANCIO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1776,"AVALIAÇÃO DOS RESULTADOS DA OTIMIZAÇÃO EM CROMATOGRAFIA LÍQUIDA DE ALTA EFICIÊNCIA, USANDO DIFERENTES PLANEJAMENTOS DE EXPERIMENTOS","LARYSSA DOS SANTOS,MICHELLE ANDRÉ DA SILVA,CARLOS ALBERTO DA SILVA RIEHL,DÉBORA FRANÇA DE ANDRADE,HUMBERTO BREVILATO NOVAES,PAULA FERNANDES DE AGUIAR"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3672,IDENTIFICAÇÃO FUNCIONAL E FILOGENÉTICA DO GENE ORFE264 EM BURKHOLDERIA THAILANDENSIS PRODUTORA DE BIOSSURFACTANTE,"HADASSA LOTH,GIULIA ARANHA,ARACELI PIRES,GRACIELA MARIA DIAS,BIANCA NEVES"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2977,AVALIAÇÃO DE SURFACTANTES CATIÔNICOS COMO FORMADORES DE MICELAS NA OBTENÇÃO DE CATALISADORES SÓLIDOS MESOPOROSOS,"JORGE DE ALMEIDA RODRIGUES JUNIOR,ELIZABETH LACHTER,BARBARA RIBEIRO TEIXEIRA LUZ,VINICIUS RIBEIRO VIEIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3689,CATÁLISE DA DECOMPOSIÇÃO DE PERÓXIDO DE HIDROGÊNIO UTILIZANDO UM COMPLEXO DE MANGANÊS (II),"FELIPE PEREIRA DA SILVA,MATHEUS MAIA DINIZ,FAGNER MOURA,THAIS PETIZERO DIONÍZIO,ANNELISE CASELLATO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3215,DERIVADOS DE ÁCIDO LEVULÍNICO: POTENCIAIS ANTI-INCRUSTANTES DE FONTE RENOVÁVEL,"LUCAS BARROS BARBOSA,BÁRBARA VASCONCELLOS DA SILVA,MICHELLE JAKELINE CUNHA REZENDE"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4014,"PATRIMÔNIO INSURGENTE: MOBILIZAÇÕES E ESPAÇOS POLÍTICOS NO CAIS JOSÉ ESTELITA, RECIFE, PE","PEDRO TAVARES,RAFAEL WINTER RIBEIRO,MARIANA BRITO,DAVID TAVARES BARBOSA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1317,EXPANSÃO DA FRONTEIRA AGRÍCOLA MODERNA NO VALE DO ARAGUAIA,"LUCAS TRAJANO DREYER FERREIRA,JÚLIA ADÃO BERNARDES,DANIEL MACEDO LOPES VASQUES MONTEIRO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4074,PAISAGEM EM TRANSFORMAÇÃO: RESSIGNIFICAÇÕES DO MORRO DO PASMADO NA PAISAGEM CARIOCA,"PEDRO TAVARES,BIANCA DO ESPÍRITO SANTO FERREIRA,RAFAEL WINTER RIBEIRO,DIRCEU CADENA DE MELO FILHO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1813,A DINÂMICA DE ATUAÇÃO DAS MILÍCIAS NA CIDADE DO RIO DE JANEIRO,"LUCAS CESAR FIGUEIREDO HOEPFNER DE ALMEIA,MONARA DA SILVA SANTOS,RAFAEL SILVA DE BARROS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5185,A ATUAÇÃO DA CONSERVATION INTERNATIONAL EM ÁREAS PROTEGIDAS NA ZONA DE FRONTEIRA,"RHUAN SARTORE,REBECA STEIMAN"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4523,O SAHEL OESTE AFRICANO: UM PIVÔ NAS NOVAS ROTAS DE TRANSPORTE DA COCAÍNA ENTRE AMÉRICA DO SUL E EUROPA OCIDENTAL,"BRENDA MEL COSMO DE CASTRO,FRÉDÉRIC MONIÉ,VIVIAN SANTOS DA SILVA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4585,AS PESQUISAS NAS INTERFACES GEOGRAFIA E EDUCAÇÃO NOS PROGRAMAS DE PÓS - GRADUAÇÃO DAS UNIVERSIDADES BRASILEIRAS,"GILSON RIBEIRO DA SILVA,ROBERTO MARQUES,EDUARDO JOSE PEREIRA MAIA,WELLINGTON NASCIMENTO DA SILVA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4448,"O ESTADO DO RIO DE JANEIRO NAS DISSERTAÇÕES E TESES DOS PROGRAMAS DE PÓS-GRADUAÇÃO DA UFRJ, UERJ, PUC-RIO, UFRRJ E UFF.","PETERSON JOSUE FERREIRA DE OLIVEIRA,RAÍZA CIRNE BRAZ,DANIEL RIBEIRO GOMES DI SALVO,MAGNO ATOS SUR,JEAN CARLOS GEFFER DA SILVA,EDUARDO JOSE PEREIRA MAIA,DIOGO DE LIMA WAGNER"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1649,APPMGEO: CIÊNCIA E TECNOLOGIA A FAVOR DA INCLUSÃO NO MUSEU DA GEODIVERSIDADE (IGEO/UFRJ),"WAGNER VIEIRA DOS ANJOS FILHO,ALINE ROCHA DE SOUZA FERREIRA DE CASTRO,DAMIANE DANIEL SILVA OLIVEIRA DOS SANTOS,PRISCYLA GONçALVES FERREIRA BARBOSA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1484,CONHECENDO O INSTITUTO DE QUÍMICA - UFRJ,"IRACEMA TAKASE,BRENDA DUARTE GRALHA,BRUNA ZOMER,FERNANDA VERONESI MARINHO PONTES,CARLOS EDUARDO DE PAULA,JÉSSICA FRONTINO PAULINO,MAIARA 20 OLIVEIRA SALLES,RODOLFO SANTOS BARBOZA,CÁSSIA CURAN TURCI"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,812,QUÍMICA NO ENSINO FUNDAMENTAL: PRÁTICAS PEDAGÓGICAS E APRENDIZAGENS INVESTIGATIVAS,"CAMILLA LIMA GONÇALVES,GABRIELA MENEZES DE ARAUJO,BIANCA DA LUZ PEREIRA,LUIZA FERNANDES,AMÓS SILVA LIMA,JOAQUIM FERNANDO MENDES DA SILVA,ANTONIO CARLOS DE OLIVEIRA GUERRA,NEUZA DE ALMEIDA ARAUJO VITAL"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1989,HERANÇA E CONHECIMENTO AFRICANO NA CONSTRUÇÃO DA IDENTIDADE NEGRA NO ESPAÇO ESCOLAR,"DANDARA AUGUSTO DOS SANTOS,MAIARA CRISTINA VIANA DA SILVA,BRENDA MEL COSMO DE CASTRO,GABRIELLE BRAZ SANTOS BRANDÃO,LARISSA LIRA DA SILVA NABUCO DE ARAUJO,ROGÉRIO LAURENTINO REIS,RENATO ALHADAS DA SILVA,RÔMULO GUIMARÃES MEIRELLES,EDUARDO JOSE PEREIRA MAIA,LEINE CAVALCANTI,MILENA DE CASTRO CARDOSO,ISABELA LOPES BATISTA DE ALMEIDA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1491,SHORT CUT MUTATION PARA ALGORITMO GENÉTICO NA RESOLUÇÃO DO PROBLEMA DO CAIXEIRO VIAJANTE,"ALLAN PIMENTEL QUEIROZ,JOSEFINO CABRAL MELO LIMA,GERALDO CHAGAS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,813,OFICINAS DE DESENVOLVIMENTO DE PRÁTICAS NO ENSINO DE QUÍMICA PARA NÍVEL MÉDIO (VISITAS E EXPOSIÇÃO ITINERANTE),"GABRIELA MENEZES DE ARAUJO,CAMILLA LIMA GONÇALVES,BIANCA DA LUZ PEREIRA,LUIZA FERNANDES,AMÓS SILVA LIMA,NEUZA DE ALMEIDA ARAUJO VITAL,JOAQUIM FERNANDO MENDES DA SILVA,ANTONIO CARLOS DE OLIVEIRA GUERRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3760,A ATUAÇÃO DO PROJETO VIVA GEOMATA - CULTIVANDO AS CIDADES,"PEDRO BERRUEZO MARQUES,FERNANDA MEROLLA PIUBEL,MARIA MARIANA MACHADO MARQUES,VITÓRIA MARSIGLIA PARREIRA,VICTOR DE OLIVEIRA MACHADO,TAÍSE ALMEIDA DE SOUZA,LETICIA TELES BOTTER,RODRIGO MACIEL,FRANKLIN RODRIGUES DE OLIVEIRA,DAFNE GODOY,EVE ANNE BUHLER"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2893,O USO DA MÚSICA COMO ELEMENTO MOTIVADOR NO PROCESSO DE ENSINO APRENDIZAGEM DA LÍNGUA INGLESA,"CAROLINNE MARMUTE,MARTA ELOISA MEDEIROS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5180,RESULTADOS PRELIMINARES DA APLICAÇÃO DE MÉTODO CHAT NA ESCOLA DE EDUCAÇÃO INFANTIL - UFRJ,"TIAGO LIMA DA SILVA,BÁRBARA VASCONCELLOS DA SILVA,CASSIA BRITTO DETONI DA SILVA,JOSUé SEBASTIáN BELLO FORERO,LEANDRO SOTER DE MARIZ E MIRANDA,PIERRE MOTHE ESTEVES,RAONI SCHROEDER BORGES GONÇALVES,WALDMIR NASCIMENTO DE ARAUJO NETO,ANA LUIZA BARBOZA DE SOUZA SILVA,YASMIM RIBEIRO JACONIANO"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3117,CHEIRO DE QUÍMICA: APRENDENDO QUÍMICA ORGÂNICA POR MEIO DO OLFATO,"CARLOS EDUARDO VENÂNCIO DOS SANTOS,BÁRBARA VASCONCELLOS DA SILVA,MICHELLE JAKELINE CUNHA REZENDE,CLAUDIA M. REZENDE"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1030,GAMES INTELIGENTES SUPERPYTHON RESGATE,"CLAUDIA L R MOTTA,CARLO EMMANOEL TOLLA DE OLIVEIRA,ANA PAULA CAVADAS RODRIGUES,EMANUELLE MARQUES PEREIRA SIMAS,LINDA IASMIN O MACEDO,LETÍCIA MARIA DA COSTA GUIMARÃES,WESLEYANA VITÓRIA A. DE SOUZA,DANIEL S. CHAVES"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5480,GDP - ENSINO DE CRIANÇAS E ADOLESCENTES SOBRE DESENVOLVIMENTO DE JOGOS,"IGOR CARNEIRO,HORÁCIO BRESCIA MACÊDO HENRIQUES,MATHEUS PINHEIRO,VALERIA BASTOS"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4509,ATIVIDADES DO PIBID QUÍMICA DA UFRJ NO COLÉGIO ESTADUAL ANTÔNIO PRADO JÚNIOR,"MAURO BRUNO OLIVEIRA DE MATTOS,BRUNO CASTRO COLLIN,HILTON WANDERSON DE SOUZA E SOUSA,VANESSA DE PAULA OLIVEIRA,NATALIA NEVES DE SOUZA,LIGIA MENEZES,VIVIANE GOMES TEIXEIRA,ANTONIO CARLOS DE OLIVEIRA GUERRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,1803,MISSÃO SUAT 20/2017: MARCO ZERO DO MUSEU DA COMPUTAÇÃO DA UFRJ,"JOSÉ HENRIQUE FERREIRA BARBOSA MOREIRA,CALVIN FERNANDES CLARA BARBOSA,WILKER LACERDA,NáDIA THAIS OLIVEIRA SILVA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5722,ESTUDO DE QUALIDADE DA DBPEDIA E EVOLUÇÃO DBPEDIA PT,"MARIA LUIZA MACHADO CAMPOS,INGRID QUINTANILHA PACHECO,JEAN GABRIEL NGUEMA NGOMO,LUCAS DA SILVA VIEIRA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4969,ESTROMATÓLITOS DA LAGOA SALGADA / RJ: UMA DIVULGAÇÃO NECESSÁRIA,"MARIA EDUARDA DE TULLIO VERBICARIO,REBECCA REIS TRANSCOVESKI GONÇALVES,ÚRSULA RIENTE,KáTIA LEITE MANSUR"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3421,UM ESTUDO SOBRE ENSINO E DIFUSÃO DE ASTRONOMIA NO CLUBE DE ASTRONOMIA DO RIO DE JANEIRO,"TAYLAN SALES,RAYSSA CRISTINE DOS SANTOS FEITOSA,DOUGLAS MARTINS,NATASHA COSTA DA FONSECA,JACKSON DE FARIAS,EDUARDO MACHADO PEREIRA,LOLOANO CLAUDIONOR SILVA,IGOR BORGO,CARLOS ROBERTO RABAÇA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,725,SUPYGIRLS: PROGRAMAÇÃO COMO ATIVIDADE DE EMPODERAMENTO FEMININO,"CLAUDIA L R MOTTA,EMANUELLE MARQUES PEREIRA SIMAS,VERONICA SAKANE MATIAS,CARLA VERONICA MACHADO MARQUES,ERICA SCHEFFEL,SARAH MARIA DOS SANTOS,LENIAH LIMA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,5523,DADOS INTERLIGADOS COMO ESTRATÉGIA DE APOIO À CAMPANHA CONTRA O USO DE AGROTÓXICOS NO BRASIL,"BRENO PONTES DA COSTA,INGRID DE OLIVEIRA CANAANE,MARIA LUIZA MACHADO CAMPOS,GISELI RABELLO LOPES,LETICIA VERONA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,4733,"INFLUÊNCIA DA ESTABILIDADE DE AGREGADOS NO COMPORTAMENTO MECÂNICO E HIDRÁULICO DOS SOLOS – 21 BACIA HIDROGRÁFICA DE CÓRREGO D’ANTAS, NOVA FRIBURGO, RJ","BERNARDO LATINI,ILGNER PEREIRA BERNARDO,ANA LUIZA COELHO NETTO,ROBERTA PEREIRA DA SILVA"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,3986,ANÁLISE DO GRAU DE CONFINAMENTO COMO SUBSÍDIO À DEFINIÇÃO DE ESTILOS FLUVIAIS DO RIO SANTANA – BACIA DO RIO GUANDU (RJ),"FILIPE TADASHI RODRIGUES OURA,ADÃO OSDAYAN CÂNDIDO DE CASTRO,MÔNICA DOS SANTOS MARÇAL"
Centro de Ciencias Matematicas e da Natureza Apresentação de Vídeo. 26INTV-Ônix | PEX.UNI.VID.728,2097,POTENCIAL TÓXICO DO CHUMBO EM DISTINTAS CLASSES DE SOLOS TROPICAIS: AVALIAÇÃO BASEADA EM BIOENSAIOS AGUDOS COM MINHOCAS,"RODRIGO SARDINHA LOURENÇO,MATHEUS TEIXEIRA DO NASCIMENTO,ALINE FREIRE SERRANO,VINICIUS REZENDE CARVALHO,MARIANA VEZZONE TOSTA RABELLO,RICARDO GONÇALVES CESAR,HELENA POLIVANOV"
