Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias Juridicas e Economicas,3084,Democracia e Tecnologia: O “Eu” na Era Digital,"ANA LUISA FERREIRA VITAL,CARLOS BOLONHA"
Centro de Ciencias Juridicas e Economicas,3154,IMPORTÂNCIA DA DEFERÊNCIA JUDICIAL ÀS AGÊNCIAS REGULADORAS PARA A CONSTRUÇÃO DE POLÍTICAS PÚBLICAS EM RELAÇÃO AO CONTROLE DE CONSTITUCIONALIDADE PELO PODER JUDICIÁRIO,"CARLOS BOLONHA,SHADDE DOS SANTOS DE SOUZA"
Centro de Ciencias Juridicas e Economicas,3603,CONTENCIOSO ADMINISTRATIVO: NOTAS INSTITUCIONAIS ENTRE O DESENHO BRASILEIRO E NORTE- AMERICANO,"ANA LUISA FERREIRA VITAL,ANTONIO GUIMARÃES SEPULVEDA,CARLOS BOLONHA,IGOR DE LAZARI BARBOSA CARNEIRO"
Centro de Ciencias Juridicas e Economicas,4672,DESAFIOS ÉTICOS DA INTELIGÊNCIA ARTIFICIAL NO JUDICIÁRIO: ANÁLISE CRÍTICA DO PROJETO VICTOR NO STF,"CARLOS BOLONHA,LIVIA CAMPOS BRANDAO"
Centro de Ciencias Juridicas e Economicas,4867,O PODER EXECUTIVO FEDERAL LEGISLA MATERIALMENTE SOBRE ASSUNTOS TRIBUTÁRIOS? AUTORES E,"ANTONIO GUIMARÃES SEPULVEDA,CARLOS BOLONHA"
Centro de Ciencias Juridicas e Economicas,1052,<p>APLICAÇÃO DOS MECANISMOS DE COOPERAÇÃO JURÍDICA INTERNACIONAL PARA RECONHECIMENTO DE ALIMENTOS NO ÂMBITO DA HOMOLOGAÇÃO DE DIVÓRCIOS ESTRANGEIROS NO SUPERIOR TRIBUNAL DE JUSTIÇA.</p> AUTORES E,"MARCOS VINICIUS TORRES PEREIRA,RAFAEL REIS BARROSO,THIAGO MELLO COUTINHO ENNES KLEIN"
Centro de Ciencias Juridicas e Economicas,1173,SOBERANIA EM XEQUE: A PERDA DE TERRITÓRIOS SOBERANOS DE ESTADOS INSULARES E SEUS IMPACTOS,"LAYS SERPA DE SOUZA DE OLIVEIRA E SILVA,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,1256,CASO PINHEIRO: UMA ANÁLISE DA MAIOR CATÁSTROFE URBANA NA ATUALIDADE À LUZ DO DIREITO INTERNACIONAL DAS CATÁSTROFES,"LUANA COSTA E SILVA,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,5545,"PERSPECTIVAS DE UM CENÁRIO DE CATÁSTROFE NO CERRADO BRASILEIRO: DESMATAMENTO, CRISE CLIMÁTICA E DESLOCAMENTO FORÇADO DE PESSOAS","GABRIEL OLIVEIRA DE PINHO,SIDNEY GUERRA"
Centro de Ciencias Juridicas e Economicas,230,"MÚSICA, ALIMENTAÇÃO E COMPORTAMENTO DE CONSUMO: EXPLORANDO AS DINÂMICAS DO EVENTO DE CHORINHO NA PRAÇA SÃO SALVADOR","FÁBIO FRANCISCO DE ARAUJO,MARIA LEITE BARROZO DO AMARAL RANGEL"
Centro de Ciencias Juridicas e Economicas,488,DESENVOLVIMENTO DE LIDERANÇAS TRANSFORMADORAS POR MEIO DO MOVIMENTO EMPRESA JÚNIOR,"ALINE VENTORINI DE OLIVEIRA,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas,3284,WORLD BEAT - MONTANDO UM FESTIVAL COM ESTATÍSTICA,"CRISTINA PIMENTA DE MELLO SPINETI LUZ,LUISA ARNAUD CANEDO,MARINA DA COSTA GUIMARãES DE SOUZA,YASMIN SANTIAGO ANTONIO"
Centro de Ciencias Juridicas e Economicas,3769,ÉTICA EMPRESARIAL E SUSTENTABILIDADE,"JULIANA MOLINA QUEIROZ,VINICIUS FERREIRA SOARES"
Centro de Ciencias Juridicas e Economicas,5404,A DEMOCRACIA CORINTHIANA COMO MOVIMENTO SOCIAL NA DITADURA: UM ESTUDO DA PERCEPÇÃO DOS IMPACTADOS E ENVOLVIDOS,"CAIO MARTINS,MARINA OLIVEIRA DE SOUZA SANTANA"
Centro de Ciencias Juridicas e Economicas,6146,SCRUMBAN: PROPOSTA DE FRAMEWORK ÁGIL PARA PROJETOS,"AIRTON MENDES DEZERO JúNIOR,ARMANDO DE ALBUQUERQUE FERREIRA,BORIS ASRILHANT,GABRIELA DOS SANTOS PINELLI CALDEIRA,RODRIGO CUNHA OLIVEIRA,ROMULO MENDES DE BARROS"
Centro de Ciencias Juridicas e Economicas,415,O USO DOS MEMES COMO FERRAMENTA NO CENÁRIO DA ELEIÇÃO PRESIDENCIAL BRASILEIRA DE 2018: UMA ANÁLISE DO IMPACTO DAS MÍDIAS DIGITAIS COMO FERRAMENTO DE EXARCEBAÇÃO DA EMOÇAO DOS USUÁRIOS AUTORES E,"DANIELE RODRIGUES NETTO,DIOGO MONTEIRO DARIO"
Centro de Ciencias Juridicas e Economicas,701,DESIGUALDADES E DESAFIOS DA MIGRAÇÃO LABORAL NO BRASIL: O CASO DOS VENEZUELANOS AUTORES E,"EMERSON DA SILVA DOS SANTOS,FLÁVIO ALVES COMBAT,TAMIRES MARIA ALVES"
Centro de Ciencias Juridicas e Economicas,1125,Conflitos na Colômbia: Guerra Assimétrica e a Reintegração de Ex-Combatentes,"ANDRE LANA RAMOS OLIVEIRA,DIOGO MONTEIRO DARIO"
Centro de Ciencias Juridicas e Economicas,2232,Dos Gurus à intolerância religiosa: uma análise da construção da narrativa da sabedoria oriental nos governos Narendra Modi,"JOAO GABRIEL CAMPOS BARROCAS MATTOS ZAMPINI,MARIANNA RESTUM ANTONIO DE ALBUQUERQUE"
Centro de Ciencias Juridicas e Economicas,4782,Curadoria de Dados Relacionados à Atuação do Ministério da Defesa na Região Amazônica AUTORES E,"ADRIANA MARQUES,AMANDA DA SILVA DINIZ,ANA JULIA DE LIMA BEZERRA"
Centro de Ciencias Juridicas e Economicas,6634,Ordem ou Regresso: Uma Análise da Política Externa Brasileira e o Papel das Forças Armadas na Gestão Bolsonaro e o “8 de Janeiro,"ADRIANA MARQUES,ANTONIO PEDRO PAULO DA SILVA"
Centro de Ciencias Juridicas e Economicas,63,DAS PÁGINAS PARA A POLÍTICA EXTERNA: ESTUDO DE CASO DO PROGRAMA DE APOIO À TRADUÇÃO E À PUBLICAÇÃO DE AUTORES BRASILEIROS NO EXTERIOR COMO DIPLOMACIA CULTURAL NO GOVERNO DE LUÍS INÁCIO LULA DA SILVA,"DEBORA MAGALHAES FERREIRA BINATTI DA COSTA,LARISSA ROSEVICS"
Centro de Ciencias Juridicas e Economicas,2472,ANÁLISE DA GOVERNANÇA NAS FRONTEIRAS MOLHADAS: RELATÓRIO FINAL DE PESQUISA. AUTORES E,"DANIELE DIONISIO DA SILVA,DIEGO ARCANJO DA SILVA CAMPOS"
Centro de Ciencias Juridicas e Economicas,3097,A INDÚSTRIA DE DEFESA CHILENA E OS INTERESSES MARÍTIMOS: DESAFIOS E OPORTUNIDADES NA SEGURANÇA MARÍTIMA DA AMÉRICA DO SUL,"BRUNA DA SILVEIRA ELOY,DANIELE DIONISIO DA SILVA"
Centro de Ciencias Juridicas e Economicas,3230,Governança e o tráfico transnacional de cocaína no Brasil: um debate em segurança pública AUTORES E,"DANIELE DIONISIO DA SILVA,DIEGO ARCANJO DA SILVA CAMPOS"
Centro de Ciencias Juridicas e Economicas,6432,O USO DE CENÁRIOS PARA CONSTRUÇÃO DA POLÍTICA E ESTRATÉGIA NACIONAL DE DEFESA DO FUTURO,"DANIELE DIONISIO DA SILVA,ISRAEL ROCHA RIBEIRO,PRISCILA MERLIM LIMA SCHEIDEGGER"
Centro de Ciencias Juridicas e Economicas,6566,O USO DE INFLUENCIADORES DIGITAIS PELOS TRÊS PODERES PARA REALIZAÇÃO DE OPERAÇÕES PSICOLÓGICAS,"BETHÂNIA SUAREZ DE OLIVEIRA,ISRAEL ROCHA RIBEIRO,LEANDRO LOUREIRO COSTA"
Centro de Ciencias Juridicas e Economicas,833,O SIKHISMO NA ÍNDIA CONTEMPORÂNEA: UMA ANÁLISE À LUZ DO CONSTRUTIVISMO AUTORES E,"ALIRIA GRANJA,GABRIEL PARADELA HEIL,MARIANNA RESTUM ANTONIO DE ALBUQUERQUE"
Centro de Ciencias Juridicas e Economicas,1089,INFLUÊNCIA DAS NOVAS TECNOLOGIAS NAS RUPTURAS INSTITUCIONAIS NA AMÉRICA LATINA: UMA ANÁLISE COMPARATIVA ENTRE VENEZUELA E BOLÍVIA,"ALINE SILVA COSTA,DIOGO MONTEIRO DARIO"
Centro de Ciencias Juridicas e Economicas,1340,A ÍNDIA E SUAS ASPIRAÇÕES INTERNACIONAIS NOS MOMENTOS DE TRANSIÇÃO DE PODER: UM PARALELO ENTRE O FIM DA GUERRA FRIA E A ASCENSÃO DA CHINA.,"MARIANNA RESTUM ANTONIO DE ALBUQUERQUE,MATHEUS FERNANDES PETRELLI SANTOS"
Centro de Ciencias Juridicas e Economicas,1448,Índia-ASEAN e a Segurança no Indo-Pacífico,"DANIELA ROSÂNEA MASCARENHAS MARQUES,LAíSA MARIA XAVIER MARTINS,MARIANNA RESTUM ANTONIO DE ALBUQUERQUE,VINICIUS LOPES DA COSTA"
Centro de Ciencias Juridicas e Economicas,1874,O MOVIMENTO PENTECOSTAL NO BRASIL: UMA ANÁLISE DA EXPANSÃO AO FENÔMENO DAS MEGAIGREJAS,"ANA CECILIA OLIVEIRA DE PAULA,PEDRO ROCHA FLEURY CURADO 2"
Centro de Ciencias Juridicas e Economicas,3678,Repercussão do Patriarcado Contemporâneo: Explorando Controle Reprodutivo e Justiça sob a Sombra da Caça às Bruxas nas Dinâmicas Norte-Sul Globais,"NATHALIA MAGALHAES MACEDO,RENATA GUIMARAES REYNALDO"
Centro de Ciencias Juridicas e Economicas,2905,ASSESSORIA JURÍDICA POPULAR NOS ASSENTAMENTOS E ACAMPAMENTOS DE CAMPOS DOS GOYTACAZES: O NAJUP LUISA MAHIN COMO COLABORADOR DO PROJETO “DEFENSORIA EM AÇÃO NO CAMPO”,"ANA CLAUDIA DIOGO TAVARES,ANSELMO SALGADO FERREIRA,CECíLIA CAFé BALDANI,FERNANDA MARIA VIEIRA,MARIANA TROTTA DALLALANA QUINTANS,PEDRO HENRIQUE DANTAS RODRIGUES"
Centro de Ciencias Juridicas e Economicas,3773,DIREITO À MORADIA E CONFLITOS FUNDIÁRIOS: UMA ANÁLISE DAS DECISÕES PROFERIDAS PELO SUPREMO TRIBUNAL FEDERAL COM BASE NA ADPF 82,"FRANCISCO TROPE DA SILVA PORTO,JULIA MONTEIRO SEGADAS VIANNA,MARIANA TROTTA DALLALANA QUINTANS,MATHEUS DE OLIVEIRA NASCIMENTO"
Centro de Ciencias Juridicas e Economicas,4897,O JUDICIÁRIO EM CONFLITOS AGRÁRIOS NO ESTADO DO RIO DE JANEIRO DURANTE A DITADURA EMPRESARIAL-MILITAR,"ANA CLAUDIA DIOGO TAVARES,LAURA GARCIA GONZAGA,MARIA CLARA LIMA SALDANHA,MARIANA TROTTA DALLALANA QUINTANS"
Centro de Ciencias Juridicas e Economicas,5779,A CASA ALMERINDA GAMA E A REDE DE ENFRENTAMENTO À VIOLÊNCIA CONTRA AS MULHERESAS,"AGNES MORAES LOPES GAMA,FERNANDA MARIA VIEIRA,MARIA CLARA BORGES RODRIGUES,MARIANA GUIMARAES DE CARVALHO,MARIANA TROTTA DALLALANA QUINTANS,YASMIM CRISTINA DOS SANTOS NASCIMENTO"
Centro de Ciencias Juridicas e Economicas,5937,CASA DE REFERÊNCIA DA MULHER ALMERINDA GAMA: POLÍTICA PÚBLICA DE ACOLHIMENTO DE MULHERES VULNERABILIZADAS NO RIO DE JANEIRO,"AGNES MORAES LOPES GAMA,LETÍCIA MAIA ELIAS,MARIA CLARA BORGES RODRIGUES,MARIANA GUIMARAES DE CARVALHO,MARIANA TROTTA DALLALANA QUINTANS,YASMIM CRISTINA DOS SANTOS NASCIMENTO"
Centro de Ciencias Juridicas e Economicas,6552,ASSESSORIA JURÍDICA POPULAR NO TERRITÓRIO INDÍGENA ALDEIA MARAKANA: RESOLUÇÃO 510 DO CNJ E AS DISPUTAS POSSESSÓRIAS,"FRANCISCO TROPE DA SILVA PORTO,MARIANA TROTTA DALLALANA QUINTANS,MATHEUS DE OLIVEIRA NASCIMENTO"
Centro de Ciencias Juridicas e Economicas,1995,<p>Relações entre centros e periferias no debate global: representação das favelas no G20</p> AUTORES E,"GABRIEL AUGUSTO ALMEIDA DA SILVA,MARIANE ELIAS MARTINS,MURILO RANGEL DA SILVA,NICOLE PEREIRA DE ALMEIDA,PATRICIA RIVERO"
Centro de Ciencias Juridicas e Economicas,2415,"""EI MOTOTÁXI! EU QUERO QUE TU ME LEVA.."": O PAPEL DO SERVIÇO DE MOTOTÁXI NA MOBILIDADE URBANA DA ZONA OESTE DA CIDADE DO RIO DE JANEIRO","ANA BRASIL MACHADO,KELLY CRISTINA NOGUEIRA DE ARAUJO,LETICIA PARENTE RIBEIRO,MARCOS PAULO FERREIRA DE GOIS"
Centro de Ciencias Juridicas e Economicas,757,<p>INTELIGÊNCIA ARTIFICIAL X SEGURANÇA DE DADOS</p>,"ADRIELLY CRUZ DA SILVA,AMANDA NASCIMENTO DE CARVALHO REIS,ANA SARA OLIVEIRA ZACARIAS,AURELIO ANTONIO MENDES NOGUEIRA,CAROLINE GRECO CORREIA,CRISTINA GRAFANASSI TRANJAN,DEISE ROCHA DE OLIVEIRA CERQUEIRA,ERIKA OLIVEIRA DE ASSIS,FLAVIA DE FARIA NEVES GOMES DA SILVA,HELOISA SOUSA QUINTINO DE OLIVEIRA,JEAN LUCAS CORRÊA DE PAIVA,KATIA CORREIA GORINI,LARISSA CARMONA NOGUEIRA,LUAN NUNES CARVALHO DOS SANTOS,MARINA DE FREITAS BORBA MELO,MELISSA ANSELMO DOS SANTOS,PATRICIA BáRBARA CôRTES MARINS,RAYANNE DE CAMPOS MONTEBELLO BONDIM,ROBERTA DE OLIVEIRA BIZARRO,SARAH XAVIER LOPES DA SILVA,SOFIA ALVES MIRANDA,SOLANGE CRISTINA CARIOCA DE SOUZA,SORAYA CAROLINE MENDONçA DE JESUS,THAYNá MUNIZ"
Centro de Ciencias Juridicas e Economicas,3040,A crise de desinformação pós Cultura Digital- Mapa da Rede de Formação em Cultura Digital - LABIC Brasília 2024,"ALLANA MARCELLE DA SILVA MONTEIRO,CAROLINA DESOTI FERNANDES,IVANA BENTES,MILTON SALGADO LEANDRO,PEDRO LUCAS SILVA DOS SANTOS"
Centro de Ciencias Juridicas e Economicas,5180,Inovação e Incubação: estratégias de ampliação do impacto socioambiental da extensão AUTORES E,"ELIANE RIBEIRO PEREIRA,MARIO CESAR COSTA CASTRO,PABLO DOS SANTOS DA SILVA,RAPHAEL RIBEIRO PEREIRA"
Centro de Ciencias Juridicas e Economicas,4298,Hip Hop Como Ferramenta de Transformação: Apropriação Tecnológica e Impacto no Território AUTORES E,"IVANA BENTES,KAUA MISAEL ALMEIDA,THADEU VIANNA LEAL E SILVA"
Centro de Ciencias Juridicas e Economicas,5393,OS CUSTOS E LEAD TIMES LOGÍSTICOS COMO EMPECILHOS NA EDUCAÇÃO DOS ALUNOS DE GRADUAÇÃO DA FACC/UFRJ,"GABRIEL NOVOA OLIVEIRA,LAURA MARINA VALENCIA NIÑO"
Centro de Ciencias Juridicas e Economicas,5529,CONSCIÊNCIA EM CONSTRUÇÃO: UM ESTUDO SOBRE O MARKETING DO GREENPEACE E A IMPORTÂNCIA DA SUA PRESENÇA NA ORGANIZAÇÃO,"BRUNO MAZUCANTI ROSSI,CHRISTIAN GOMES DE FIGUEIREDO CARRIÇO,FABIO VINYCIUS DO N B DA SILVA,GABRIEL KALEJAYE DE SOUZA E SILVA,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas,6143,"TODA ROUPA MERECE UMA SEGUNDA CHANCE: TENDÊNCIAS E DESAFIOS DO EMPREENDEDORISMO FEMININO EM REDE. UM ESTUDO SOBRE O MERCADO DE SEGUNDA MÃO DAS BRECHOLEIRAS DE MADUREIRA, NO SUBÚRBIO CARIOCA","BEATRIZ DA SILVA GOMES,POLLYANA SILVA,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas,6556,A INFLUÊNCIA DAS NARRATIVAS PARA CONSTRUÇÃO DE SUBJETIVIDADES DO TRABALHO AUTORES E,"GABRIELA MACHADO DA SILVA,LUCIANO RODRIGUES DE SOUZA COUTINHO 3"
Centro de Ciencias Juridicas e Economicas,351,A Defesa Cibernética e a Cibersegurança no Estado Brasileiro: Desafios e Iniciativas,"DIOGO MONTEIRO DARIO,LARISSA FONSECA SOUZA"
Centro de Ciencias Juridicas e Economicas,528,"Percepções sobre violência, paz e poder entre jovens no Rio de Janeiro","ANNA CLARA MARQUES FERREIRA,GILBERTO CARVALHO DE OLIVEIRA,HIGOR PAIVA NASCIMENTO,KAIKE FERREIRA MOTA,NAIARA SANTOS COUTINHO,NATHALIA GALDINO"
Centro de Ciencias Juridicas e Economicas,3334,RELAÇÕES BILATERAIS DO BRASIL: IRAQUE NAS PERSPECTIVAS POLÍTICAS E ECONÔMICAS BRASILEIRAS,"FERNANDA MORAIS,LARISSA ROSEVICS"
Centro de Ciencias Juridicas e Economicas,3413,AMAZÔNIA E DEFESA: PENSAMENTO POLÍTICO E ATUAÇÃO DO MINISTÉRIO DA DEFESA NA REGIÃO AMAZÔNICA DURANTE O GOVERNO DE JAIR BOLSONARO,"ADRIANA MARQUES,LAIS SIMOES LIMA"
Centro de Ciencias Juridicas e Economicas,345,"ARMAS, BRASIL E BOLSONARO: UMA ABORDAGEM CRÍTICA","DIOGO MONTEIRO DARIO,EDUARDA ESTEVES TENORIO CALDAS BRAGA"
Centro de Ciencias Juridicas e Economicas,485,A GUERRA SECRETA NO LAOS (1959-1975): CONFLITOS OCULTOS E IMPACTOS PERMANENTES AUTORES E,"GABRIEL FERREIRA DE ALMEIDA,VICENTE GIL DA SILVA"
Centro de Ciencias Juridicas e Economicas,2083,ESTADOS FALIDOS: O CASO DO HAITI EM PERSPECTIVA HISTÓRICA,"GUILHERME DOMINGUES FRITZ,LARISSA FONSECA SOUZA,MARIANNA RESTUM ANTONIO DE ALBUQUERQUE"
Centro de Ciencias Juridicas e Economicas,3377,GEOPOLÍTICA DOS MINERAIS NA ÁFRICA SUBSAARIANA: A INTERSEÇÃO DE INTERESSES DE UMA TÉTRADE EXÓGENA,"JOSE RICARDO DE OLIVEIRA ARAUJO,MAURICIO METRI"
Centro de Ciencias Juridicas e Economicas,3591,ALEMANHA COMO SOLUÇÃO: A POLÍTICA EXTERNA DOS GOVERNOS GEISEL E LULA. AUTORES E,"LARISSA ROSEVICS,MARIA EDUARDA SOUZA RODRIGUES"
Centro de Ciencias Juridicas e Economicas,4245,ENTRE CONTINUIDADES E - SUPOSTAS - RUPTURAS: O IMPACTO DA DESCOLONIZAÇÃO DA ÁFRICA LUSÓFONA NAS RELAÇÕES BILATERAIS BRASIL-PORTUGAL AO LONGO DOS ANOS 1960 E 1970.,"LARISSA ROSEVICS,RAFAEL LINS TEIXEIRA"
Centro de Ciencias Juridicas e Economicas,4709,A PARCERIA ESTRATÉGICA ENTRE BRASIL E RÚSSIA: IMPACTOS E NOVAS PERSPECTIVAS AUTORES E,"LARISSA ROSEVICS,SAMYRA BORHER RUFINO"
Centro de Ciencias Juridicas e Economicas,5351,Relações bilaterais entre Brasil-Bolívia e o combate ao tráfico de drogas na região amazônica AUTORES E,"GABRIELLA TEBALDI REBELLO,LARISSA ROSEVICS"
Centro de Ciencias Juridicas e Economicas,3414,LAVAGEM ROSA (PINKWASHING) E A MODA DO CAPITALISMO COLORIDO: A CONSTRUÇÃO COLONIAL DO ARMÁRIO E SUA SAÍDA FAJUTA,"BRUNA DE OLIVEIRA REIS,RENATA GUIMARAES REYNALDO"
Centro de Ciencias Juridicas e Economicas,5077,A UCRÂNIA NOS JORNAIS: UMA REVISÃO OCIDENTE X ORIENTE,"MAURICIO METRI,SOPHIA DIAS BARBOSA"
Centro de Ciencias Juridicas e Economicas,5668,A DECLARAÇÃO DE TEERÃ SOB A PERSPECTIVA DA ANÁLISE DE DOIS NÍVEIS DA POLÍTICA EXTERNA: O ALINHAMENTO TURCO-BRASILEIRO E SEU SIGNIFICADO,"LARISSA ROSEVICS,RENATA ROCHA COSTA"
Centro de Ciencias Juridicas e Economicas,5832,NÃO HÁ PLANETA B: UMA LEITURA ECOSSOCIALISTA DO GREEN NEW DEAL ESTADUNIDENSE AUTORES E,"DANIELLE COSTA DA SILVA,FABIO PAIVA Pôster Virtual. CCJE 1 - IPPUR | PEX.EXT.UNI.EPO.1070"
Centro de Ciencias Juridicas e Economicas,266,"Rio de Janeiro: a capital do G20 e a construção, com os jovens, de uma cultura sustentável de interação com o Meio Ambiente","BEATRIZ FREITAS DE CARVALHO,BRENDA MEDEIROS MESQUITA,GABRIELA RODRIGO REBELO,IGOR OLIVEIRA MATOS,LARA FERNANDA DOS SANTOS NUNES,MATEUS MIRANDA COHEN,RENATA BASTOS DA SILVA,THAYNÁ RAMOS,WENDEL SOUSA,YASMIN PORTO DE ALMEIDA"
Centro de Ciencias Juridicas e Economicas,775,"Rodas de Diálogo, acesso aos serviços públicos e consolidação da cidadania","DEBORAH WERNER,LUCIO SOARES ANDRADE JUNIOR,PEDRO PAULO MONTEIRO DA SILVA NASSIF"
Centro de Ciencias Juridicas e Economicas,1762,REVITALIZANDO A,"ERICK SILVA OMENA DE MELO,ISABELA CAMPBELL 4"
Centro de Ciencias Juridicas e Economicas,2294,"<p>Revista Versus: arte, diagramação e temáticas na 11ª Edição</p>","NAYANE CRISTINA DE SOUZA,RENATA BASTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,2615,SANEAMENTO EM ÁREAS MAIS PRECÁRIAS DAS FAVELAS DO RIO DE JANEIRO: O CASO DO VIETNÃ NO COMPLEXO DO CANTAGALO,"JENNY CARLA GOMES RAMOS,MAURO KLEIMAN"
Centro de Ciencias Juridicas e Economicas,2926,<p>A INOVAÇÃO DE IMPACTO SOCIAL ATRAVÉS DOS BANCOS PÚBLICOS: INSTRUMENTOS HÍBRIDOS</p>,"ALBERTO DE OLIVEIRA,JAMYLLI MARQUES DA CRUZ,LUCAS CARVALHO DE SOUSA BORGES Pôster Virtual. CCJE 10 - Coppead, IE e IRID | PEX.EXT.UNI.EPO.1056"
Centro de Ciencias Juridicas e Economicas,1846,"FINANCIAMENTO, GESTÃO E DESEMPENHO NA EDUCAÇÃO SUPERIOR: RESILÊNCIA E INOVAÇÃO NAS UNIVERSIDADES PÚBLICAS INSTALADAS NO RIO DE JANEIRO","EDUARDO RAUPP DE VARGAS,MATHEUS PAIVA"
Centro de Ciencias Juridicas e Economicas,2729,Políticas públicas para ecossistemas de empreendedorismo no Estado do Rio de Janeiro AUTORES E,"ANA CLARA LU NI,GUILHERME DE OLIVEIRA SANTOS,RENATA LèBRE LA ROVERE"
Centro de Ciencias Juridicas e Economicas,3158,<p>Identidade e Memória: O Cinema Indiano no Pós−Colonialismo</p>,"LARISSA LIMA,LUCAS ALMEIDA DOS SANTOS,MARIANNA RESTUM ANTONIO DE ALBUQUERQUE Pôster Virtual. CCJE 2 - FACC Diurno | PEX.EXT.UNI.EPO.289"
Centro de Ciencias Juridicas e Economicas,138,“A RECUPERAÇÃO DA INFORMAÇÃO AUDIOVISUAL NO TIK TOK: CONTRIBUIÇÕES DA INTEGRAÇÃO DE FOLKSONOMIAS E TAXONOMIAS”,"JULIANA HORTA DE ASSIS PINTO,THAIS BARRETO"
Centro de Ciencias Juridicas e Economicas,889,GERENCIAMENTO DE RESULTADOS E HONORÁRIOS DE AUDITORIA: UMA ANÁLISE DO PERÍODO PANDÊMICO EM EMPRESAS BRASILEIRAS DE CAPITAL ABERTO,"ALINI DA SILVA,GABRIEL SOUZA DOS SANTOS"
Centro de Ciencias Juridicas e Economicas,1439,A IMPORTÂNCIA DA GESTÃO DA INFORMAÇÃO PARA OS PERIÓDICOS CIENTÍFICOS ELETRÔNICOS NO ÂMBITO DA REVISTA CONHECIMENTO EM AÇÃO (RCA),"GUSTAVO FREIRE,JULIO MUSSER DOS SANTOS"
