Local,Trabalho,Título,Autores/Orientadores
Centro de Ciencias da Saúde,5584,Páginas de Vida: Terapia de Reminiscência com uma pessoa idosa em ILPI,"CAROLINA REBELLATO,MARIA VITORIA MALTE MELILLO"
Centro de Ciencias da Saúde,5873,Dialogando com a saude mental,"BRUNA BOUZADA ROMANO,CATARINA ISKIN,CLARICE CEZAR CABRAL,GIOVANNA GHIRARDI LOPEZ,JULIA GOMES MAGGESSI,JULIA SILVA DO ROSARIO,NURIA MALAJOVICH MUNOZ"
Centro de Ciencias da Saúde,6036,As estratégias de divulgação no Projeto Revista Ciência em Tela,"DAISE PIRES SILVA DE OLIVEIRA,IRIS WETTREICH GOLDBACH,ISABEL GOMES RODRIGUES MARTINS,RENAN BARBOSA RODRIGUES"
Centro de Ciencias da Saúde,858,ANATOMIA E HISTOQUÍMICA DOS ÓRGÃOS VEGETATIVOS AÉREOS DE OCOTEA NOTATA (NEES E MART.) MEZ (LAURACEAE),"MATHEUS FONSECA DE SOUZA,YVE CANAVEZE"
Centro de Ciencias da Saúde,1918,A DENSIDADE DIFERENCIAL DE GLÂNDULAS DE SAL NAS FOLHAS DE MANGUE-PRETO E SUA RELAÇÃO COM OS SÍTIOS DE PREFERÊNCIA DE INDUÇÃO DE GALHAS,"BRUNO GARCIA FERREIRA,CAIO MARCELLO DA SILVA PEREIRA,FILIPE RODRIGUES VALERIANO,LETICIA PONTICEL NOBREGA"
Centro de Ciencias da Saúde,2599,A INFLUÊNCIA DE INTERAÇÕES ECOLÓGICAS NA MORFOLOGIA DE GALHAS FOLIARES INDUZIDAS POR CLINODIPLOSIS PROFUSA EM EUGENIA UNIFLORA,"BRUNO GARCIA FERREIRA,LEONARDO GUIMARÃES SANT'ANNA,RAYSSA ROSA MARQUESINE DE CASTRO"
Centro de Ciencias da Saúde,3333,ANATOMIA E HISTOQUÍMICA DE GALHAS FOLIARES EM Microgramma vacciniifolia (Langsd. & Fisch) Copel. (POLYPODIACEAE),"ANA CAROLINA RIBEIRO DE NORONHA,ATILES REIS JUNIOR,BRUNO GARCIA FERREIRA,GABRIELA SOARES MARTINS,MARCELO GUERRA SANTOS,RICARDO ENRIQUE DE AZEVEDO FARIAS GODOY"
Centro de Ciencias da Saúde,3980,CARACTERIZAÇÃO FUNCIONAL DO COMPLEXO ENZIMÁTICO SUCCINATO DESIDROGENASE NA HOMEOSTASE REDOX E EM RESPOSTA DE PLANTAS AO FITORMÔNIO ÁCIDO SALICÍLICO,"AMANDA ARAUJO NEVES,DOUGLAS JARDIM MESSEDER DE ALVARENGA,ESTHER FELIX MENDES,LEONARDO SOARES DE SOUZA,YGOR DE SOUZA VIEIRA"
Centro de Ciencias da Saúde,4189,MIKANIA (ASTERACEAE) NO PARQUE NACIONAL DO ITATIAIA,"MARCELO TROVÓ LOPES DE OLIVEIRA,MARIA ANTONIA MARTELLO NASCIMENTO"
Centro de Ciencias da Saúde,5575,SETARIA VIRIDIS COMO MODELO C4 PARA PLATAFORMA DE ESTUDO PARA VARIEDADES AGRÍCOLAS: AVALIAÇÃO DO DESENVOLVIMENTO VEGETAL EM PRESENÇA DOS INÓCULOS DE NITROSPIRILLUM AMAZONENSE AUTORES E,"ANDREW MACRAE,CRISTINA MOLL HÜTHER,FABRICIA TIFANI ALENCAR GALDINO,FERNANDA REINERT THOMÉ MACRAE,HENRIQUE HENNING BOYD DA CUNHA,JOãO RICARDO VIDAL AMARAL,JULIA RAMOS DE OLIVEIRA,SHEILA DA SILVA"
Centro de Ciencias da Saúde,5659,TURFS: A GRANDE DIVERSIDADE DE DIMINUTAS MACROALGAS MARINHAS,"MARCOS LIMA DE ALMEIDA,MARIA BEATRIZ BARBOSA DE BARROS BARRETO,ROBSON FERREIRA DO NASCIMENTO"
Centro de Ciencias da Saúde,6379,O USO DO PAPEL SEMENTE COMO UMA ESTRATÉGIA DE SUSTENTABILIDADE,"AGNES CHAGAS CASTELO BRANCO,ANA GABRIELY ALEXANDRE PEREIRA,BIANCA ORTIZ,LUANA BEATRIZ DOS SANTOS NASCIMENTO Apresentação de Vídeo. Cuidado em Saúde Multiprofissional | PEX.EXT.UNI.VID.415"
Centro de Ciencias da Saúde,1184,PLACA OBTURADORA DO PALATO PARA USO EM BEBÊS COM FISSURA LABIOPALATINA: TUTORIAL DA FASE LABORATORIAL,"ANA MARIA BEZERRA BANDEIRA,BEATRIZ FIGUEIREDO ALVES,BRUNA SIMOES DUTRA,DANIELLE AMARAL DE FREITAS,GABRIELLA MACHADO DE CASTRO,JULIA PATTI ESTEVES,LETICIA ALVES DE SOUZA,LYSSA CARVALHO DOS SANTOS,MARIA ANGELINA AMORIM DE OLIVEIRA,PAULA XAVIER PINTO DA SILVA"
Centro de Ciencias da Saúde,3562,ULTRAPROTEGIDA: PRODUÇÃO DE VÍDEO EDUCATIVO INFANTIL SOBRE USO DE MÁSCARAS AUTORES E,"ALEX SILVA DO NASCIMENTO,AMANDA DOS SANTOS CABRAL,BRUNA LIANE PASSOS LUCAS,EDUARDO ALEXANDER JULIO CESAR FONSECA LUCAS,LUCAS LIMA DE CARVALHO"
Centro de Ciencias da Saúde,5673,NÃO DEIXE A COVID VENCER,"ALEX SILVA DO NASCIMENTO,AMANDA DOS SANTOS CABRAL,BRUNA LIANE PASSOS LUCAS,EDUARDO ALEXANDER JULIO CESAR FONSECA LUCAS,LUCAS LIMA DE CARVALHO"
Centro de Ciencias da Saúde,5843,AVALIAÇÃO DA INFLUÊNCIA DA SÍFILIS CONGÊNITA NA AUDIÇÃO DE RECÉM NASCIDOS E BEBÊS AUTORES E,"CRISTIANE FREGONESI DUTRA GARCIA,LUANNA ALVIM,THAIS OLIVEIRA"
Centro de Ciencias da Saúde,1688,USO DA ANÁLISE DE VIABILIDADE POPULACIONAL PARA PLANEJAR TRANSLOCAÇÕES: ESTUDO DE CASO COM O BUGIO-RUIVO NO PARQUE NACIONAL DA TIJUCA,"MARCELO LOPES RHEINGANTZ,MATHEUS GUIMARÃES DE ARAUJO"
Centro de Ciencias da Saúde,2311,Efeitos da origem do ambiente sobre a Diversidade Funcional Ecossistêmica em áreas úmidas do estado do Rio de Janeiro,"CLAUDIO CARDOSO MARINHO,ELDER DE OLIVEIRA SODRÉ,GISELLE FIGUEIRA DA SILVA,RAFAEL LIRA TEIXEIRA SANTOS,RAYANNE BARROS SETUBAL,REINALDO LUIZ BOZELLI,RUDA PORTO COSTA"
Centro de Ciencias da Saúde,3668,MERCÚRIO TOTAL EM MACROALGAS DAS BAÍAS DE GUANABARA E ILHA GRANDE AUTORES E,"ADAN SANTOS LINO,ANA PAULA DE CASTRO RODRIGUES,GUSTAVO FILGUEIRA PINHEIRO,LAíS CALLADO PONTES,LYDIA DE ASSIS MACHADO,VINíCIUS PERUZZI DE OLIVEIRA,VITOR HUGO DE SOUZA COUTINHO"
Centro de Ciencias da Saúde,3894,EFICIÊNCIA NA SELEÇÃO DA PLANTA HOSPEDEIRA POR LARVAS DE LEPIDÓPTEROS INDEPENDE DA AMPLITUDE DA DIETA: UMA METANÁLISE,"DANIELA RODRIGUES,DIEGO HOMEM DE CARVALHO RIBEIRO GOMES,JOAO VITOR CAETANO DE SOUZA"
Centro de Ciencias da Saúde,5231,DIVERSIDADE FUNCIONAL E TAXONÔMICA ZOOPLANCTÔNICA EM DIFERENTES TIPOS DE ÁREAS ÚMIDAS DO ESTADO DO RIO DE JANEIRO,"CLAUDIO CARDOSO MARINHO,GISELLE FIGUEIRA DA SILVA,RAFAEL LIRA TEIXEIRA SANTOS,RAYANNE BARROS SETUBAL,REINALDO LUIZ BOZELLI,RUDA PORTO COSTA"
Centro de Ciencias da Saúde,5367,LEVANTAMENTO DE FATORES QUE POSSAM INFLUENCIAR A RETENÇÃO DE MICROPLÁSTICOS EM MACROALGAS,"JULIANA DE SOUZA BERBAT,MARIA TERESA MENEZES DE SZÉCHY,VINíCIUS PERUZZI DE OLIVEIRA"
Centro de Ciencias da Saúde,5634,"Monitoramento da praga agrícola, Drosophila suzukii, na região serrana do Estado do Rio de Janeiro. AUTORES E","ANA VITORIA ANDRADE ASSIS,BLANCHE CHRISTINE BITNER-MATHÉ,FLAVIO SILVA FARIA"
Centro de Ciencias da Saúde,6397,RELAÇÃO ENTRE DENSIDADE POPULACIONAL E PRODUTIVIDADE PRIMÁRIA EM DOIS GÊNEROS DE PRIMATAS NEOTROPICAIS,"ERIMáGNA DE MORAIS RODRIGUES,MARCUS VINÍCIUS VIEIRA,SANDY DE JESUS PEDROSA DE SOUZA"
Centro de Ciencias da Saúde,559,Conectando Saberes: Vivências na Trilha Porã,"ALICE DO NASCIMENTO MUNIZ DE CARVALHO,ANA GALVÃO,BEATRIZ ALBUQUERQUE CUSTODIO DE OLIVEIRA,BRUNO VILSON LEAL SIQUEIRA,DAVI DE MELO CHAVES,EDERSON JOSE DE OLIVEIRA JUNIOR,JOSEPH JOãO MICHEL SILVA GUILLEMETTE,JULIA CAMARGOS,MARIA TERESA MENEZES DE SZÉCHY,THAIS GOMES DA SILVA"
Centro de Ciencias da Saúde,1987,A GAMIFICAÇÃO COMO ESTRATÉGIA DE ENGAJAMENTO E APRENDIZAGEM NAS AULAS DE CIÊNCIAS.,"BIANCA ORTIZ,FERNANDA LEITAO,RENAN LUCAS SILVA DE BARROS,TEREZA CRISTINA ALVES TAVARES"
Centro de Ciencias da Saúde,2896,CIÊNCIA E ARTE: INOVAÇÃO NA DEMOCRATIZAÇÃO DO ENSINO,"ANA CAROLINA CASSIANO DA SILVA,ANA CLARA,ANNA LUíZA SGARBI DUARTE,CHRISTINE RUTA,HIVILA SANTOS DA SILVA,IINGRID CASTRO BERTOLDO,MERIANE DOS SANTOS PAULA,RACHEL SOUTELINHO FERREIRA ZACARIAS,REBECCA LUISA ROSA MAGARAO MOREIRA"
Centro de Ciencias da Saúde,3061,BURLE MARX E A DEMOCRATIZAÇÃO DO ACESSO À BOTÂNICA E CULTURA ATRAVÉS DAS ARTES NOS JARDINS,"AUREA FERREIRA CHAGAS,BIANCA ORTIZ,MARINARA MARINA CARNEIRO DOS SANTOS"
Centro de Ciencias da Saúde,3519,O Projeto de Extensão Capim Limão na Educação Ambiental da Escola Municipal Sun-Yat-Sen AUTORES E,"ALLAN VALDO DOS SANTOS CERQUEIRA,DULCE MANTUANO,MICHELE DE CARVALHO VITORINO"
Centro de Ciencias da Saúde,4453,A AGROFLORESTA OCUPAÇÃO ARCOVERDE COMO FERRAMENTA DE EDUCAÇÃO AMBIENTAL E APRENDIZADO PRÁTICO EM AGROECOLOGIA,"ALLAN VALDO DOS SANTOS CERQUEIRA,DIOGO JOSY MONTEIRO LACK SILVA,DULCE MANTUANO,JOAO PEDRO ALCANTARA MAGNO VARELLA,JORGE,JULIA RIBEIRO DE CARVALHO,MELISSA BATISTA FERREIRA,MICHELE DE CARVALHO VITORINO,MIGUEL BARBARá,SAMANTHA DA SILVA TORRES"
Centro de Ciencias da Saúde,5769,O USO DO INSTAGRAM NO ENSINO DE BOTÂNICA: UMA ANÁLISE NETNOGRÁFICA DO PROJETO BEIJOS,"ADAILTON MACEDO,ANA CAROLINA AUGUSTO DE ALMEIDA,ANA GABRIELY ALEXANDRE PEREIRA,BIANCA ORTIZ,BRUNA FLOR FERREIRA,HENRIQUE HENNING BOYD DA CUNHA,LUANA NASCIMENTO BORTOLAMI,TIFANE JEANE MENDES DA SILVA"
Centro de Ciencias da Saúde,5934,EDUCAÇÃO BILÍNGUE E INCLUSÃO DIGITAL: O PROJETO SCIENTIFICARTE NO ENSINO DE CIÊNCIAS COM LIBRAS,"ANA CLARA,ANNA LUíZA SGARBI DUARTE,CHRISTINE RUTA,IINGRID CASTRO BERTOLDO,JHENIFER OLIVEIRA DE LIMA OLIVEIRA DE LIMA,LUCIANO GUSTAVO OLIVEIRA DA SILVA,LUCRéCIA MARTINS OLIVEIRA,MERIANE DOS SANTOS PAULA,RACHEL SOUTELINHO FERREIRA ZACARIAS"
Centro de Ciencias da Saúde,921,O conteúdo Artes Marciais e/ou Lutas na Educação Física Escolar,"DOUGLAS MALAQUIAS DE ALMEIDA ESTEVES,RAFAEL MARQUES GARCIA"
Centro de Ciencias da Saúde,1324,OS ASPECTOS MOTIVACIONAIS E PERFIL DE CORREDORES (AS) AMADORES (AS) NO ATERRO DO FLAMENGO - RJ,"BRUNA DA SILVA SANTOS MARTINS,LIVIA DE PAULA MACHADO PASQUA,SABRINA GRAZIANI VELOSO DUTRA MALVAR"
Centro de Ciencias da Saúde,1717,PERFIL ESPORTIVO DE JOGADORES ESTRANGEIROS NO FUTEBOL BRASILEIRO DA SÉRIE A NO ANO DE 2023.,"ERIK GIUSEPPE BARBOSA PEREIRA,SANDRO HENRIQUE PINTO DA SILVA"
Centro de Ciencias da Saúde,2743,ATUAÇÃO PROFISSIONAL EM EDUCAÇÃO FÍSICA NO SUS: DESAFIOS E POSSIBILIDADES AUTORES E,"MARCELO PAULA DE MELO,MILENA PEREIRA DA COSTA"
Centro de Ciencias da Saúde,4061,PRINCÍPIOS TÁTICOS DO FUTEBOL: DIFERENÇAS ENTRE MÉTODOS DE ENSINO E MODELOS DE INSTRUÇÃO.,"ERIK GIUSEPPE BARBOSA PEREIRA,SANDRO HENRIQUE PINTO DA SILVA,VITOR EMANUEL ALVES DOS SANTOS"
Centro de Ciencias da Saúde,4484,"RELATO DE EXPERIÊNCIA, DA CONSTRUÇÃO, DO ESPETÁCULO ""AMAZÔNIA: UMA VIAGEM MÍTICA"" AUTORES E","ANA LÚCIA DE ALMEIDA COELHO,ANTONIO LUCAS MENDONCA DA SILVA"
Centro de Ciencias da Saúde,4738,MONITORAMENTO DA FREQUÊNCIA CARDÍACA DURANTE TREINAMENTO DE NADO ARTÍSTICO EM ATLETAS PROFISSIONAIS,"FRANCINE CAETANO DE ANDRADE NOGUEIRA,GUILHERME TUCHER,LUCAS DOS SANTOS ADãO,PAULA MOREIRA MAGALHÃES"
Centro de Ciencias da Saúde,6147,DISPOSITIVOS CURRICULARES DA REGIÃO METROPOLITANA DO RIO DE JANEIRO: UMA ANÁLISE DO CONTEÚDO DANÇA NA EDUCAÇÃO FÍSICA,"JULIANA MARTINS CASSANI,MARCOS MESQUITA"
Centro de Ciencias da Saúde,799,JOGOS E BRINCADEIRAS NA EDUCAÇÃO FISICA ESCOLAR: EXPERIÊNCIAS PIBIDIANAS AUTORES E,"HELLEN OLIVEIRA,LEANDRO DIAS DAMASCENO,LEANDRO TEOFILO DE BRITO,MARIA EDUARDA PAZ DE CARVALHO,PAMELA DOS SANTOS CARVALHO"
Centro de Ciencias da Saúde,5480,"OFICINA-PERFORMANCE ""DANÇA, SOM E CRIAÇÃO” DA COMPANHIA DE DANÇA CONTEMPORÂNEA DA UFRJ NA UNIFESO PELO CIRCUiTO PROART","ANA CELIA DE SÁ EARP,ANANDA EARP,ANDRÉ MEYER,ÁTALO WILLAN BARRETO DOS SANTOS,BIANCA OLIVEIRA DA SILVA,DANIEL SANTANA SOUZA,GUILHERME MEDEIROS,JARD COSTA DE OLIVEIRA,LUCIANO SARAMAGO PINHEIRO SOARES,MARIA LETíCIA LEITE DOS SANTOS,RAISSA MARTINS FERREIRA DE SOUSA LOYOLA,RAYANNE CRISTINE ABREU DOS SANTOS,TAINá PIMENTA,YAHN WAGNER FERREIRA DE MELLO PINTO"
Centro de Ciencias da Saúde,5861,EFEITO CRÔNICO DOS EXERCÍCIOS CORPO-MENTE NOS SINTOMAS DE ANSIEDADE E DEPRESSÃO AUTORES E,"CAROLINA BARROS FERREIRA DA COSTA,HELENA MORAES,JULIA CANAVITSAS SEIXAS,LIVIA RANGEL LOPES BORGNETH,MÁRCIA ROSA"
Centro de Ciencias da Saúde,6280,DUAS AÇÕES EXTENSIONISTAS COM OLHARES PARA A TEMATIZAÇÃO DE LUTAS NA EDUCAÇÃO FÍSICA ESCOLAR,"FABIOLLA KATTLHEEN NEVES DA SILVA,GUILHERME SIMOES BEZERRA DE CARVALHO,RENATO SARTI,RIAN SOARES DA SILVA,TAINA DE AQUINO FRAGA,TAMIRIS MIRANDA DE SOUZA"
Centro de Ciencias da Saúde,6337,"“ELE SAMBA, ELA SAMBA”: uma experiência de tematização do samba e das histórias infantis na Educação Física escolar","CAROLINE AMANAJÁS CATTAN,DAIANA DA SILVA CEZARIO,ELISA MARIAH CUNHA DA SILVA,JOSE 5 PEDRO CUSTODIO NAVEGA,MARIANA GATTO LEMOS DE SOUZA DOS SANTOS,RENATO SARTI"
Centro de Ciencias da Saúde,6365,OS DIFERENTES PRONUNCIARES: A CONSTRUÇÃO DO LIVRO “VERSOS DE CHÃO DE QUADRA” AUTORES E,"CAROLINE AMANAJÁS CATTAN,DAIANA DA SILVA CEZARIO,RENATO SARTI,YASMIN APARECIDA LEMOS DOS REIS"
Centro de Ciencias da Saúde,2239,"A QUÍMICA DA CANNABIS: A MÃO DE QUEM TRABALHA A TERRA. RELATO DA AÇÃO DE EXTENSÃO REALIZADA NO DIA 06/07/2024, NA FEIRA TRADICIONAL DE ITAIPU","ALOA MACHADO DE SOUZA,ANA LUISA GENTIL MARTINS,BRENDA CRUZ MOREIRA,JAIRO BENEDITO DOMINGOS JUNIOR,JULIA DE OLIVEIRA NASCIMENTO,KAUAN LINDOLFO MOUZINHO,LARISSA CAMPOS SILVA DAS CHAGAS,MELISSA NATHALIA ARRUDA DE ALMEIDA,RAFAELA RIBEIRO SILVA,VIRGÍNIA MARTINS CARVALHO,YASMIM MENESES"
Centro de Ciencias da Saúde,2356,Estudo das propriedades químicas e físico-químicas de espécies do gênero Copaifera da Flona Tapajós. AUTORES E,"AMANDA TOMÉ LUCIO,ELAINE CRISTINA PACHECO DE OLIVEIRA,MIRIAN RIBEIRO LEITE MOURA,MONICA FREIMAN DE SOUZA RAMOS,OSMAN FEITOSA DA SILVA,YASMIN LUTZ DE OLIVEIRA TAVARES"
Centro de Ciencias da Saúde,3065,Análise comparativa dos métodos Folin-Ciocalteu e Fast Blue BB para determinação de compostos fenólicas totais em mel de abelha sem ferrão,"ANA CLAUDIA FERNANDES AMARAL,CARLA CARNEIRO,FABRICIO DE OLIVEIRA SILVA,IGOR ALMEIDA RODRIGUES,RAFAELA MARQUES CHAGAS"
Centro de Ciencias da Saúde,3624,DERIVADOS DE ESCULINA OBTIDOS POR VIA BIOCATALÍTICA COM POTENCIAL PARA ATIVIDADE ANTICOAGULANTE,"IVANA LEAL,NATALIE GIOVANNA DA ROCHA XIMENES,NÁTALIE TAVARES DELGADO,PLíNIO CUNHA SATHLER,PRYSCILA SANTIAGO RODRIGUES,TAIRONE NUNES OLIVEIRA"
Centro de Ciencias da Saúde,3637,CARACTERIZAÇÃO DE TERPENOS EM PLANTAS MEDICINAIS DE USO TRADICIONAL AUTORES E,"ALOA MACHADO DE SOUZA,GUSTAVO DA SILVA BARRETO,VIRGÍNIA MARTINS CARVALHO"
Centro de Ciencias da Saúde,3766,ANÁLISE DA OBRA “MONOGRAPHIA MELASTOMACEARUM” DE ALEXANDER VON HUMBOLDT E AIMÉ BONPLAND: INVENTÁRIO ETNOBOTÂNICO DE ESPÉCIES DE MELASTOMATACEAE,"LEOPOLDO CLEMENTE BARATTO,MARINA RAMOS DE AZEVEDO"
Centro de Ciencias da Saúde,5823,INVESTIGAÇÃO DOS POTENCIAIS ANTIOXIDANTE E ANTIGLICANTE DE ESPÉCIES OCORRENTES NA RESTINGA DE JURUBATIBA,"CARLA MONTEIRO LEAL,IVANA LEAL,LEILANE FALCÃO DE FREITAS,MARIA ISABEL SAMPAIO DOS SANTOS,MICHELLE FRAZãO MUZITANO,PATRICIA HOMOBONO BRITO DE MOURA,VICTOR DE AZEVEDO NERES"
Centro de Ciencias da Saúde,5955,PLANTAS E FUNGOS PROSCRITOS: UMA REVISÃO INTEGRATIVA,"ANA CLÁUDIA DE MACÊDO VIEIRA,FILIPE FERNANDES DE OLIVEIRA,PRISCILLA MESTOLO MAIA,VALERY MARTINEZ JEAN"
Centro de Ciencias da Saúde,5974,PERFIL QUÍMICO E POTENCIAL BIOFARMACOLÓGICO DE EXTRATOS VEGETAIS DA RESTINGA DE JURUBATIBA; 15 ANOS DE HISTÓRIA DO LAPRONEB E LPBIO.,"BEATRIZ BASTOS SANTOS,CARLA MONTEIRO LEAL,ENZO PIRES,IVANA LEAL,MARIA ISABEL SAMPAIO DOS SANTOS,MICHELLE FRAZãO MUZITANO,PATRICIA HOMOBONO BRITO DE MOURA"
Centro de Ciencias da Saúde,6005,Constituintes fitoquímicos e nutricionais em flores comestíveis,"ANNE CAROLINE CANDIDO GOMES,JULIANA VILLELA PAULINO,MIRIAN RIBEIRO LEITE MOURA,NAOMI KATO SIMAS,RAYSSA CRISTINA LOPES DE SOUSA"
Centro de Ciencias da Saúde,77,QUANTIFICAÇÃO DA MASSA MAGRA EM CAMUNDONGOS IDOSOS: USO DA MICROTOMOGRAFIA NA AVALIAÇÃO DA COMPOSIÇÃO CORPORAL,"ALEXANDER PEREIRA DA ROSA,FLAVIA FONSECA BLOISE,MATHEUS DA SILVA FERREIRA,RODRIGO BARBOSA,TANIA MARIA RUFFONI ORTIGA,THAMIRES SIQUEIRA DE OLIVEIRA,TULA CELESTE WILMART GONÇALVES"
Centro de Ciencias da Saúde,2987,O PAPEL DOS RECEPTORES DO TIPO TOLL LIKE 9 (TLR9) NA CARDIOMIOPATIA NO DIABETES DE TIPO 2,"EMILIANO HORACIO MEDEI,SOPHIA DE BARROS E SILVA"
Centro de Ciencias da Saúde,3137,EFEITOS DO TRATAMENTO COM VESÍCULAS EXTRACELULARES DE CÉLULAS ESTROMAIS MESENQUIMAIS PRÉ-CONDICIONADAS À HIPÓXIA EM COMPARAÇÃO À NORMÓXIA NO TECIDO CARDÍACO NA HIPERTENSÃO ARTERIAL PULMONAR EXPERIMENTAL,"BEATRIZ TOJA DE MIRANDA,CARLA MEDEIROS DA SILVA,CASSIA LISBOA BRAGA,CHRISTINA TAKIYA,DOUGLAS ESTEVES TEIXEIRA,FERNANDA FERREIRA CRUZ,MARIA EDUARDA DE SÁ FREIRE ONOFRE,MIRIA GOMES PEREIRA,NAZARETHDE ROCHA,PATRICIA ROCCO,PEDRO EUGENIO BETA CASAL DOS SANTOS,PEDRO LEME,RENATA TRABACH SANTOS,RODRIGO GONZAGA VERAS"
Centro de Ciencias da Saúde,5445,ANÁLISE IN SILICO DA INTERAÇÃO DE FÁRMACOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS COM DÍMEROS DA TRANSTIRRETINA,"DEBORA FOGUEL,LETICIA OLIVEIRA MARTINS,LUCAS DO AMARAL MARTINS"
Centro de Ciencias da Saúde,5510,O ÁCIDO GRAXO DE CADEIA CURTA PROPIONATO NA CICATRIZAÇÃO DE FERIDAS EM ANIMAIS DIABÉTICOS,"ANA CAROLINA OLIVEIRA,CLAUDIA BENJAMIM,INGRID WACLAWIAK,MATHEUS HENRIQUES TAVARES DE MENEZES,VANDERLEI DA SILVA FRAGA JUNIOR,WILLIAN"
Centro de Ciencias da Saúde,5511,Avaliação da recelularização in vivo e da matriz extracelular de arcabouços hepáticos transplantados em animais saudáveis e com cirrose hepática,"ALEXANDRE CERQUEIRA DA SILVA FILHO,GABRIEL PINTO PINHEIRO,JOÃO LUCAS PEREIRA DE LEIROS FERREIRA,MARLON LEMOS DIAS,REGINA COELI DOS SANTOS GOLDENBERG"
Centro de Ciencias da Saúde,5786,PARABIOSE HETEROCRÔNICA: É POSSÍVEL ATENUAR A DISFUNÇÃO CARDIOVASCULAR DURANTE O ENVELHECIMENTO?,"AINá EIRAS DOMINGOS,ANA CAROLINA PEREIRA DA SILVA,ANTONIO CARLOS CAMPOS DE CARVALHO,CLEBER FARIAS VIEIRA,CRISTIANO GONÇALVES PONTE,FERNANDO DE AZEVEDO CRUZ SEARA,GABRIEL SOUZA DE JESUS,ISLAINE SILVA DE MENEZES,KARINE TAVARES DE JESUS,MARCELLY GONçALVES PEREIRA,YGOR SCHLEIER FRANCISCO DAS CHAGAS"
Centro de Ciencias da Saúde,6352,COMPARAÇÃO DAS DISFUNÇÕES CARDIOVASCULARES INDUZIDAS PELO ENVELHECIMENTO EM CAMUNDONGOS MACHOS E FÊMEAS,"ANA CAROLINA PEREIRA DA SILVA,ANTONIO CARLOS CAMPOS DE CARVALHO,FERNANDO DE AZEVEDO CRUZ SEARA,GABRIEL SOUZA DE JESUS,ISLAINE SILVA DE MENEZES,KARINE TAVARES DE JESUS,MARCELLY GONçALVES PEREIRA,THAIS DA SILVA BARENCO MARINS,YGOR SCHLEIER FRANCISCO DAS CHAGAS"
Centro de Ciencias da Saúde,6477,LIMITAÇÃO NA CARDIOPROTEÇÃO INDUZIDA PELO PRÉ-CONDICIONAMENTO ISQUÊMICO EM CORAÇÕES 6 ENVELHECIDOS,"AINá EIRAS DOMINGOS,ANA CAROLINA PEREIRA DA SILVA,ANTONIO CARLOS CAMPOS DE CARVALHO,FERNANDO DE AZEVEDO CRUZ SEARA,GABRIEL SOUZA DE JESUS,ISLAINE SILVA DE MENEZES,KARINE TAVARES DE JESUS,MARCELLY GONçALVES PEREIRA,YGOR SCHLEIER FRANCISCO DAS CHAGAS"
Centro de Ciencias da Saúde,291,IMPACTO DE DIFERENTES PADRÕES DE VENTILAÇÃO MECÂNICA EM MODELO ANIMAL DE SÍNDROME DO DESCONFORTO RESPIRATÓRIO AGUDO INDUZIDO POR LPS,"ADRIANA LOPES DA SILVA VILARDO,ANA CAROLINA MACHADO DOS SANTOS,CATHARINA MATOS DE OLIVEIRA,CYNTHIA SAMARY,PATRICIA ROCCO,PEDRO HENRIQUE LIMA DA CONCEIÇÃO,PEDRO LEME,RAQUEL FERREIRA DE MAGALHÃES SACRAMENTO"
Centro de Ciencias da Saúde,404,CONTRIBUIÇÕES DA EXTENSÃO UNIVERSITÁRIA NA FORMAÇÃO PESSOAL E PROFISSIONAL DOS DISCENTES NA ÁREA DA SAÚDE DA UFRJ,"CLYNTON LOURENÇO CORREA,LARISSA OLIVEIRA SILVA DE FREITAS,VERA LÚCIA SANTOS DE BRITTO"
Centro de Ciencias da Saúde,405,CONTRIBUIÇÕES DA EXTENSÃO UNIVERSITÁRIA NO DESENVOLVIMENTO PESSOAL E NA QUALIFICAÇÃO DOS PROFISSIONAIS DA SAÚDE NA UFRJ,"CLYNTON LOURENÇO CORREA,LARISSA OLIVEIRA SILVA DE FREITAS,VERA LÚCIA SANTOS DE BRITTO"
Centro de Ciencias da Saúde,3486,EFEITO DE UM PROGRAMA DE 24 SEMANAS DE TREINAMENTO FÍSICO COMBINADO SOBRE A QUALIDADE DE VIDA E CAPACIDADE FUNCIONAL EM PACIENTES QUE APRESENTAM INSUFICIÊNCIA CARDÍACA CRÔNICA. AUTORES E,"ALESSANDRA CHOQUETA DE TOLEDO ARRUDA,CARLOS HENRIQUE BENEVIDES DE SOUZA,GIULIA JOAQUIM DUARTE,JADE CRISTINA BAHIA TRAVASSOS,MICHEL SILVA REIS,PRISCILA DE OLIVEIRA LEITE FIEVET,RAFAEL SANTIAGO FLORIANO,RENAN FERRARI SANTIAGO"
Centro de Ciencias da Saúde,3727,ANÁLISE DA RIGIDEZ DO TENDÃO CALCÂNEO IMEDIATAMENTE APÓS UMA SESSÃO DE ALONGAMENTO PASSIVO,"GABRIELA ELVIRA COSTA DOS ANJOS,LAILLA FREIRE NOVAES SILVA,LILIAM FERNANDES DE OLIVEIRA,MARIA CLARA ALBUQUERQUE BRANDÃO"
