Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias Juridicas e Economicas,6187,"GESTÃO, DESENVOLVIMENTO E TECNOLOGIA: TEORIA, PRÁTICA E EMPREENDEDORISMO SOCIAL","DIEGO ROCHA RESENDE DE BRITO,ALEX BASTOS,ELIANE RIBEIRO PEREIRA,ROBERTO WESTENBERGER,JOSÉ ROBERTO MAFRA,ANA PAULA FARIAS RODRIGUES PÊGO,GONÇALO GUIMARÃES,MARIA CECILIA CARVALHO CHAVES"
Centro de Ciencias Juridicas e Economicas,2229,EXTENSÃO UNIVERSITÁRIA: ANÁLISE DAS CONTRIBUIÇÕES DA GESTÃO COMPARTILHADA ENTRE ALUNOS E DOCENTES,"PEDRO HENRIQUE DE BRAGANCA,HUGO RENATO ARAUJO DOS SANTOS,LARISSA NASCIMENTO DA SILVA BUENO,GABRIELA BORDALO FERREIRA SCHEER,LUCAS ALVES ROCHA,BEATRIZ CAMPOS DE ABREU,GABRIEL SOUZA SANTOS NEMETALA,MARIA DE FATIMA BRUNO DE FARIA"
Centro de Ciencias Juridicas e Economicas,6268,A IMPORTÂNCIA DAS SOFT-SKILLS PARA AS ORGANIZAÇÕES,"ISABELLA DA FONTE GARCIA,GABRIELA SILVA DOS SANTOS,RENATO NUNES BITTENCOURT"
Centro de Ciencias Juridicas e Economicas,5178,OS ACORDOS COLETIVOS E OS PLANOS DE DEMISSÃO VOLUNTÁRIA E INCENTIVADA (PDVIS) APÓS A LEI 13.467/2017,"TAINA REIS NASCIMENTO GOMES,SAYONARA GRILLO COUTINHO LEONARDO DA SILVA,HENRIQUE FIGUEIREDO DE LIMA"
Centro de Ciencias Juridicas e Economicas,2554,A LIBERDADE DE EXPRESSÃO NA CORTE INTERAMERICANA DE DIREITOS HUMANOS E NO SUPREMO TRIBUNAL FEDERAL: DIÁLOGOS INSTITUCIONAIS OU MONÓLOGOS SOBREPOSTOS?,"TAYARA CAUSANILHAS,SIDDHARTA LEGALE FERREIRA,CAIO CESAR MORAES GRANDE GUERRA,LUIZA DESCHAMPS CAVALCANTI MOREIRA"
Centro de Ciencias Juridicas e Economicas,5622,A PROTEÇÃO JURÍDICA DA MULHER À LUZ DO DIREITO INTERNACIONAL E OS REFLEXOS PARA A ORDEM INTERNA,"TAYARA CAUSANILHAS,SIDNEY GUERRA,CAIO CESAR MORAES GRANDE GUERRA"
Centro de Ciencias Juridicas e Economicas,2181,ESTADO E SOLUÇÕES DE CONFLITOS INTERNOS: UMA ANÁLISE DO CASO LIBANÊS,"EDUARDO MORROT COELHO MADUREIRA,FERNANDO LUZ BRANCOLI"
Centro de Ciencias Juridicas e Economicas,6685,O IMPACTO DO TRÁFICO INTERNACIONAL DE PESSOAS NA TAILÂNDIA: UMA ANÁLISE SOB A ÓTICA DA SOBERANIA NACIONAL,"NíCOLAS FERNANDES BOUçA DE BRITTO,PEDRO ROCHA FLEURY CURADO,EDUARDO CRESPO"
Centro de Ciencias Juridicas e Economicas,2637,TRÁFICO NOS PORTOS: UMA ANÁLISE DE SUAPE E RIO DE JANEIRO,"DANIELE DIONISIO DA SILVA,LUÍSA GUIMARÃES VAZ,AMAURI MACIEL,JONATAN DE SOUZA RIBEIRO"
Centro de Ciencias Juridicas e Economicas,2542,MAPEAMENTO DAS ORGANIZAÇÕES CRIMINOSAS NO BRASIL: CONEXÕES E CONFLITOS,"DANIELE DIONISIO DA SILVA,JúLIA QUIRINO PEREIRA,PABLO MATEUS FERREIRA DE OLIVEIRA"
Centro de Ciencias Juridicas e Economicas,5584,A VIOLÊNCIA DE GÊNERO INSTITUCIONALIZADA E O PEDIDO DE REFÚGIO,"GRAZIELE VIEIRA,HENRIQUE RABELLO DE CARVALHO"
Centro de Ciencias Juridicas e Economicas,2605,CRIMINALIDADE NO AMBIENTE COSTEIRO - UMA ANÁLISE NECESSÁRIA PARA ENTENDER A VIOLÊNCIA 3 BRASILEIRA.,"DANIELE DIONISIO DA SILVA,CARLA DE MELO GONÇALVES"
Centro de Ciencias Juridicas e Economicas,6136,CRIME CONTRA A HUMANIDADE E IMPUNIDADE: UM ESTUDO SOBRE OS ATAQUES NUCLEARES A HIROSHIMA E NAGASAKI EM 1945,"LETÍCIA DO VALLE PESTANA DE PAULA,ALEXANDER ZHEBIT"
Centro de Ciencias Juridicas e Economicas,2751,ANÁLISE DA INTERSEÇÃO DA POLÍTICA NACIONAL BRASILEIRA COM O HOMONACIONALISMO,"CARLOS OTáVIO SERRADOR FERREIRA JúNIOR,MATHEUS RIBEIRO CORREA DE ANDRADE,EMERSON MAIONE DE SOUZA"
Centro de Ciencias Juridicas e Economicas,3866,DIREITOS HUMANOS E ATUAÇÃO DE EMPRESAS TRANSNACIONAIS NO CONTINENTE AFRICANO: PARA UMA COMPARAÇÃO ENTRE A ATUAÇÃO ENTRE OS CAPITAIS CHINESES E EUROPEUS,"ANA JULIA PERUCI PANSANI,MARINA DE ALKMIM CUNHA NUNES,LUíZA GOMES BORGES,INGRID DOS SANTOS BOMFIM,BáRBARA SANTANA DA CUNHA,ELÍDIO ALEXANDRE BORGES MARQUES"
Centro de Ciencias Juridicas e Economicas,782,A DOENÇA HOLANDESA NA VENEZUELA,"JULIA AZEREDO,RAPHAEL PADULA"
Centro de Ciencias Juridicas e Economicas,4189,PRINCÍPIOS E DIRETRIZES DO PRAGMATISMO ECUMÊNICO E RESPONSÁVEL: UMA ANÁLISE SOBRE A POLÍTICA EXTERNA DO GOVERNO GEISEL (1974-1979),"YURI BARROS DE CARVALHO,HENRIQUE RABELLO DE CARVALHO"
Centro de Ciencias Juridicas e Economicas,5512,A CONCORRÊNCIA PELO ALINHAMENTO UCRANIANO E A INSERÇÃO DOS INTERESSES CHINESES A PARTIR DOS ANOS 2000,"SARA PATRIOTA,PEDRO ROCHA FLEURY CURADO,EDUARDO CRESPO"
Centro de Ciencias Juridicas e Economicas,94,PRIVACIDADE E PROTEÇÃO DE DADOS: UMA DISCUSSÃO SOBRE DIREITOS HUMANOS,"BRUNA FREIXO DE OLIVEIRA,LEONARDO VALENTE MONTEIRO"
Centro de Ciencias Juridicas e Economicas,6524,A EMERGÊNCIA DA GDPR COMO REGIME REGULATÓRIO INTERNACIONAL,"SABRINA RODRIGUES PACHECO,LEONARDO VALENTE MONTEIRO"
Centro de Ciencias Juridicas e Economicas,3975,"O PROBLEMA AUSENTE: WEST, POSNER E DIREITO E LITERATURA","JOÃO PEDRO GUIMARÃES MACHADO,ANA PAULA BARBOSA-FOHRMANN"
Centro de Ciencias Juridicas e Economicas,4920,"UMA ANÁLISE JURÍDICO-LITERÁRIA DO CONCEITO DE REFUGIADOS EM TRABALHADORES DO MAR, DE VICTOR HUGO","GUSTAVO CARDOSO SILVA,LUANA ADRIANO ARAÚJO,ANA PAULA BARBOSA-FOHRMANN"
Centro de Ciencias Juridicas e Economicas,6641,AS PONDERAÇÕES ENTRE OS MEDOS DO FUTURO ACERCA DOS ERROS DO PASSADO: UMA ANÁLISE CRÍTICA A PARTIR DA FILOSOFIA DO DIREITO SOBRE O OVO DA SERPENTE CONTEMPORÂNEO.,"JOÃO PEDRO CABRAL,PHILIPPE OLIVEIRA DE ALMEIDA"
Centro de Ciencias Juridicas e Economicas,4886,ASPECTOS DA TRIBUTAÇÃO SOBRE O SERVIÇO DE STREAMING NO BRASIL,"CAIO BARBOSA ZACARIAS,PEDRO FELLIPE DE SOUZA PEREIRA,GUSTAVO DE QUEIROZ BADEJO ALMEIDA,ALAN LOPES DE BARROS,EDUARDO MANEIRA,PEDRO FILGUEIRA DE SOUZA MARQUES"
Centro de Ciencias Juridicas e Economicas,2112,A TRIBUTAÇÃO SOBRE AS STOCK OPTIONS E A (IN)SEGURANÇA JURÍDICA NO CARF.,"CAIO COSTA RIBEIRO,JULIANA MARMELLO DA SILVA,CARLOS BOLONHA"
Centro de Ciencias Juridicas e Economicas,5938,ANÁLISE DO NOVO MODELO DE TRIBUTAÇÃO DE STARTUPS À LUZ DA LC 167/2019,"CAIO BARBOSA ZACARIAS,EDUARDO MANEIRA,GUSTAVO DE QUEIROZ BADEJO ALMEIDA,PEDRO FELLIPE DE SOUZA PEREIRA,PEDRO FILGUEIRA DE SOUZA MARQUES,ALAN LOPES DE BARROS"
Centro de Ciencias Juridicas e Economicas,3807,A (NÃO) INCIDÊNCIA DE ICMS E ISS SOBRE O SOFTWARE AS A SERVICE - COMPUTAÇÃO EM NUVEM,"RODRIGO DA SILVA MACHADO,BRUNO MAURÍCIO MACEDO CURI"
Centro de Ciencias Juridicas e Economicas,6624,REFORMA TRIBUTÁRIA: A PROPOSTA DO IMPOSTO SOBRE BENS E SERVIÇOS (IBS),"JOYCE COSTA RODRIGUES,CARLOS BOLONHA,LUCIANA SILVEIRA ARDENTE"
Centro de Ciencias Juridicas e Economicas,6571,IMPACTOS DA NOVA ROTA DA SEDA PARA O DESENVOLVIMENTO DA PERIFERIA: O CASO DO PAQUISTÃO,"JOÃO VICTOR GUIMARÃES COSTA,ISABELA NOGUEIRA DE MORAIS"
Centro de Ciencias Juridicas e Economicas,1241,MUDANÇA ESTRUTURAL DA INDÚSTRIA BRASILEIRA E DO SEU PADRÃO DE COMÉRCIO NO PERÍODO 2004 A 2018.,"RENAN RECHUEM,MARTA CASTILHO"
Centro de Ciencias Juridicas e Economicas,6597,"A EXPANSÃO FINANCEIRA CHINESA E SUA RELAÇÃO COM O SETOR PRODUTIVO - ESTARIA EM ANDAMENTO UM PROCESSO DE ""FINANCEIRIZAÇÃO""?","GABRIELA CAROLINA REZENDE PADILHA,ISABELA NOGUEIRA DE MORAIS"
Centro de Ciencias Juridicas e Economicas,2519,PARTICIPAÇÃO DOS CAPITAIS ESTRANGEIROS NOS BANCOS COMERCIAIS CHINESESES,"ISABELA NOGUEIRA DE MORAIS,CAIQUE ANDRIEWISKI PEREIRA SILVA"
Centro de Ciencias Juridicas e Economicas,695,DESENVOLVIMENTO ATRAVÉS DE ACORDOS DE LIVRE COMÉRCIO? UMA ANÁLISE DA TEORIA POR TRÁS DO NAMA E DOS INTERESSES BRASILEIROS NA NEGOCIAÇÃO,"KALLY REGINA GARBELINE OLIVIERA,MARGARITA OLIVERA"
Centro de Ciencias Juridicas e Economicas,5301,O PAPEL DA INOVAÇÃO DE PRODUTO NO CRESCIMENTO E DISTRIBUIÇÃO DE RENDA,"IGOR FOIS ABRAMOF,ESTHER DWECK,ENZO MATHEUS FERNANDEZ BARREIRA ACCIOLY,IGOR DE ARAUJO BRITO,ARTHUR DA CRUZ BARBOSA"
Centro de Ciencias Juridicas e Economicas,3678,IMPACTO DAS SUBVENÇÕES DA FINEP SOBRE A INTENSIDADE TECNOLÓGICA DAS EMPRESAS BRASILEIRAS,"FÁBIO MOREIRA ALVES ESPERANÇA,CARLOS FREDERICO ROCHA LEÃO"
Centro de Ciencias Juridicas e Economicas,5366,"INOVAÇÃO, FUSÕES E AQUISIÇÕES E STARTUPS: QUESTÕES ANTITRUSTE","LUIZ FERNANDO MAGALHÃES SARDINHA,CAMILA CABRAL PIRES ALVES"
Centro de Ciencias Juridicas e Economicas,4519,A MARCA E SUA RELEVÂNCIA PARA A ENTRADA DE EMPRESAS FARMACÊUTICAS BRASILEIRAS NA INOVAÇÃO,"KAREN ALVES PEREIRA,JULIA PARANHOS"
Centro de Ciencias Juridicas e Economicas,2412,RECUPERAÇÃO DA CAPACIDADE INDUSTRIAL E INOVATIVA DA ECONOMIA BRASILEIRA: UMA PROPOSIÇÃO DE NOVOS FORMATOS PARA A POLÍTICA INDUSTRIAL E DE INOVAÇÃO SISTÊMICA,"MAYNARA DA SILVA TANNIS,MARINA HONORIO DE SOUZA SZAPIRO,NINA MEDEIROS DE SÁ"
Centro de Ciencias Juridicas e Economicas,5256,EDUCAÇÃO INCLUSIVA: DESAFIOS DA REDE PÚBLICA E PRIVADA,"FERNANDA ANVERSI UCHOA,RENATA BASTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,4071,PROGRAMA ARTICULADO COMPLEXO DE FORMAÇÃO DE PROFISSIONAIS DA EDUCAÇÃO BÁSICA,"MARCIA MALAQUIAS BRAZ,RITA VILANOVA,MARCELLE ROCHA ALMEIDA,BEATRIZ SILVA CHRISTOVAO,VITORIA FONSECA,CAROLINE VITAL DA SOLIDADE,DANIELLE PIMENTEL FERNANDES,SILVIA HELENA FERREIRA DA SILVA"
Centro de Ciencias Juridicas e Economicas,5663,O PAPEL REPRESENTATIVO DA ORGANIZAÇÃO DAS COOPERATIVAS BRASILEIRAS PARA AS COOPERATIVAS NO PAÍS,"ANDREW BASTOS,RAFAELA FONSECA ROMANO DA SILVA,ROBERTO WESTENBERGER,ELIANE RIBEIRO PEREIRA,JOSÉ ROBERTO MAFRA,ANA PAULA FARIAS RODRIGUES PÊGO"
Centro de Ciencias Juridicas e Economicas,5141,PERSPECTIVAS DA BASE NACIONAL COMUM CURRICULAR E SEUS IMPACTOS NA SOCIEDADE,"ISABELA SABBATINO PIMENTEL PEREIRA,ANA CAROLINA ACCACIO DE SOUSA,RENATA BASTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,220,ECONOMIA NAS ESCOLAS,"FERNANDA BAETA NEVES,RENAN RECHUEM,HENRIQUE SCHMIDT,WESLEY DINIZ,ALEXANDRE LAINO FREITAS,JOÃO SABOIA,VALÉRIA PERO"
Centro de Ciencias Juridicas e Economicas,6118,ESCRITÓRIO DE PLANEJAMENTO TERRITORIAL E GESTÃO PÚBLICA (EPG),"JOAO PEDRO VIEIRA MARIEN,PAULO RICARDO DA COSTA REIS,PEDRO DE NOVAIS LIMA JUNIOR"
Centro de Ciencias Juridicas e Economicas,4270,EDUCAÇÃO DE MESQUITA EM NÚMEROS: ANÁLISE DOS ÍNDICES DO SISTEMA EDUCACIONAL MUNICIPAL,"MATEUS HENRY DE SOUZA PAES,DOUGLAS SILVA AGRA MIRANDA,DANIEL NEGREIROS CONCEIÇÃO,RODRIGO RODRIGUES"
Centro de Ciencias Juridicas e Economicas,2758,POLÍTICA DA ANTÁRTICA ATUAL - CONSIDERAÇÕES SOBRE RELAÇÕES DIPLOMÁTICAS E PESQUISA,"JULIA DA COSTA DE MEDEIROS,VALÉRIA PEREIRA SILVA"
Centro de Ciencias Juridicas e Economicas,5242,AÇÕES DO PROJETO BIBLIOTECA COMUNITÁRIA NA VILA RESIDENCIAL DA UFRJ PARA 2019,"ELI LEMOS DE OLIVEIRA,PATRíCIA MALLMANN SOUTO PEREIRA,DANILO PESTANA DE FREITAS"
Centro de Ciencias Juridicas e Economicas,2779,ANÁLISE DO ORÇAMENTO PÚBLICO A PARTIR DO MUSEU NACIONAL: UM ESTUDO DE CASO,"MARCELA MORAES GOMES,THIAGO PAES WANG,VALÉRIA PEREIRA SILVA,LEANDRO FERNANDES DE JESUS,FERNANDA PIRES SANTOS"
Centro de Ciencias Juridicas e Economicas,4943,"ANÁLISE COMPARATIVA DAS ESTRATÉGIAS NACIONAIS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO DE 2012 A 2015 E 2016 A 2022.","GABRIEL ORSI,IZABEL LIMA DA SILVEIRA,MARIA DE FATIMA BRUNO DE FARIA"
Centro de Ciencias Juridicas e Economicas,1365,MANIFESTAÇÃO DA IDENTIDADE GAY EM AMBIENTES NOTURNOS DE SERVIÇOS NO RIO DE JANEIRO,"JOSÉ AUGUSTO MANSUR MORAES,DANIELA FERREIRA"
Centro de Ciencias Juridicas e Economicas,629,COMO GOOGLE E SAMSUNG CONSIDERAM A ECONOMIA CIRCULAR NA OBSOLESCÊNCIA DE SEUS DISPOSITIVOS CAUSADAS PELAS ATUALIZAÇÕES DE SOFTWARE ?,"MIRIANE PINHEIRO,ELAINE MARIA TAVARES RODRIGUES,GUSTAVO CATTELAN NOBRE"
Centro de Ciencias Juridicas e Economicas,1656,NEGÓCIO COM IMPACTO SOCIAL: UMA ANÁLISE SOBRE A FEIRA PRETA,"IZABEL LIMA DA SILVEIRA,THAÍS LEOTÉRIO DA SILVA,LUCAS LAMY RODRIGUES,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas,1346,SEGURANÇA PÚBLICA EM ADMINISTRAÇÃO: UMA PESQUISA BIBLIOMÉTRICA,"ALICE LESSA,MARCELO UCHOA,VANESSA BRULON"
Centro de Ciencias Juridicas e Economicas,2464,A CONCEITUAÇÃO DE FAMÍLIA: O PL 6583/2013 E A VEDAÇÃO AO RETROCESSO SOCIAL,"DAVID IGOR REHFELD,MAICI BARBOZA DOS SANTOS COLOMBO"
Centro de Ciencias Juridicas e Economicas,4716,PARALELISMO DE UNIÕES AFETIVAS E SUAS CONSEQUÊNCIAS NO DIREITO PATRIMONIAL DE FAMÍLIA,"CARLOS EDUARDO FERREIRA DE SOUZA,DANIELA SILVA FONTOURA DE BARCELLOS"
Centro de Ciencias Juridicas e Economicas,90,A INFIDELIDADE VIRTUAL E A POSSIBILIDADE DE REPARAÇÃO CIVIL,"FLAVIO ALVES MARTINS,NATHALIA MEDINA CORREIA"
Centro de Ciencias Juridicas e Economicas,6274,AS IMPLICAÇÕES JURÍDICAS DO “SOCIAL EGG-FREEZING”.,"CLARICE CORBELLA CASTELO BRANCO,MARCELO DE ARAUJO"
Centro de Ciencias Juridicas e Economicas,2635,AS OPINIÕES CONSULTIVAS Nº 08/87 E 09/87: OS ESTADOS DE EXCEÇÃO NA PERSPECTIVA CONVENCIONAL,"DANILO SARDINHA MARCOLINO,SIDDHARTA LEGALE FERREIRA"
Centro de Ciencias Juridicas e Economicas,5665,O CASO DO TERRITÓRIO INDÍGENA E PARQUE NACIONAL ISIBORO SÉCURE (TIPNIS): A EFETIVIDADE DA ATUAL CONSTITUIÇÃO BOLIVIANA NO TOCANTE AO PLURINACIONALISMO E AO BEM VIVER.,"LILIAN MÁRCIA BALMANT EMERIQUE,NEYLLON RANGEL DE SOUZA,RENATA MAGALHAES DA FONSECA,MARIANE NOVO RIBEIRO,JOÃO VITOR DE PAULA MORAES"
Centro de Ciencias Juridicas e Economicas,510,A CONSTRUÇÃO DA REPUTAÇÃO INDIVIDUAL NAS CORTES LATINO-AMERICANAS E NO STF: UMA ANÁLISE COMPARATIVA,"JOSÉ RIBAS VIEIRA,FERNANDA LAGE ALVES DANTAS,KARINA DENARI GOMES DE MATTOS,VITOR JORGE GONÇALVES VASCONCELOS"
