Local,Trabalho,Título,Autores/Participantes
Centro de Filosofia e Ciencias Humanas,1362,INTERVENÇÕES EM TERAPIAS COGNITVO-COMPORTAMENTAIS PARA O TRATAMENTO DA PROCRASTINAÇÃO: UMA REVISÃO SISTEMÁTICA,"GABRIEL TALASK MOURA,MARCELE DE CARVALHO"
Centro de Filosofia e Ciencias Humanas,4830,DESAFIOS PARA O ASSISTENTE SOCIAL EM ESPAÇOS SÓCIO-OCUPACIONAIS REESTRUTURADOS,"LARISSA GOMES,CELINA BARROS,ÉRICA DE BARROS FARIA AYALA,JANETE LUZIA LEITE"
Centro de Filosofia e Ciencias Humanas,5332,NOVAS DEMANDAS E ESPAÇOS SÓCIO OCUPACIONAIS DO SERVIÇO SOCIAL: O QUE MUDOU COM A REESTRUTURAÇÃO PRODUTIVA?,"CELINA BARROS,ÉRICA DE BARROS FARIA AYALA,JANETE LUZIA LEITE,LARISSA GOMES"
Centro de Filosofia e Ciencias Humanas,5728,PROGRAMA DE REABILITAÇÃO PROFISSIONAL DO INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS) E SEUS IMPACTOS NA VIDA DO TRABALHADOR REABILITADO,"RAFAELA COELHO OLIVEIRA,VANESSA CHAVES FERREIRA DA ROCHA,VERôNICA PAULINO CRUZ"
Centro de Filosofia e Ciencias Humanas,3307,OS DESAFIOS DO INGRESSO DO ESTUDANTE DE ORIGEM POPULAR NA UNIVERSIDADE PÚBLICA: CASO DE UM PRÉ-VESTIBULAR COMUNITÁRIO,"RICARDO RIBEIRO,WARLEY COSTA"
Centro de Filosofia e Ciencias Humanas,5395,A MEDIAÇÃO COMO FERRAMENTA CRÍTICA DE INTERVENÇÃO NA RESOLUÇÃO DE CONFLITOS JUDICIALIZADOS,"DIEGO PESSANHA SILVEIRA,LUCAS GABRIEL DE MATOS SANTOS,LAÍZA DA SILVA SARDINHA,PEDRO PAULO GASTALHO DE BICALHO"
Centro de Filosofia e Ciencias Humanas,5631,CESTA CAMPONESA DE ALIMENTOS SAUDÁVEIS: UMA ARTICULAÇÃO ENTRE A UNIVERSIDADE E O MOVIMENTO DOS PEQUENOS AGRICULTORES,"LORENA MONTEIRO DOS SANTOS,HELENA KIRA,MARISTELA DAL MORO"
Centro de Filosofia e Ciencias Humanas,5798,A COMUNIDADE VAI À UNIVERSIDADE: SOBRE PROCESSOS DE ACESSO E PERMANÊNCIA DO ESTUDANTE DE ORIGEM POPULAR NA UNIVERSIDADE,"NATHáLIA GONçALVES,AMANDA DéA,WARLEY COSTA"
Centro de Filosofia e Ciencias Humanas,1066,DISCUTINDO SOBRE AS POLÍTICAS PÚBLICAS PARA PROMOÇÃO DA SAÚDE AUDITIVA E DESENVOLVIMENTO INFANTIL: UMA REVISÃO BIBLIOGRÁFICA.,"EVELYN DA SILVA MOREIRA GUIMARÃES,ANA CRISTINA BARROS CUNHA,VALERIA TAVARES DA SILVA MOREIRA"
Centro de Filosofia e Ciencias Humanas,1361,ACESSIBILIDADE NO PALCO E PLATEIA - INTERAÇÃO ENTRE E PARA DEFICIENTES VISUAIS COM POÉTICAS DE ENCENAÇÃO,"SILVIA ROSANA GALTER SOUZA,JACYAN CASTILHO DE OLIVEIRA"
Centro de Filosofia e Ciencias Humanas,1434,"FORMAÇÃO DE GRUPALIDADE NA OFICINA DE CORPO, MOVIMENTO E EXPRESSÃO COM PESSOAS COM DEFICIÊNCIA VISUAL: A COEMERGÊNCIA DA TRIBO E DE NOVAS ARTICULAÇÕES COM O MUNDO","IGOR DE SOUZA ALMEIDA,FREDERICO JOSE ELIAS PEREIRA,LARISSA DE ABREU RAMOS,VIRGINIA KASTRUP,LAURA POZZANA"
Centro de Filosofia e Ciencias Humanas,1602,REABILITAÇÃO NEUROPSICOLÓGICA: ACOMPANHAMENTO DE QUATRO CASOS DE DIFICULDADE DE APRENDIZAGEM PELO PROJETO PANDA,"ROSÂNGELA FONSECA,CRISTINA WIGG"
Centro de Filosofia e Ciencias Humanas,2094,ATUALIZAR E VIRTUALIZAR: A POTÊNCIA INVENTIVA DO TOQUE NA EXPERIÊNCIA ESTÉTICA DE PESSOAS COM DEFICIÊNCIA VISUAL E VIDENTES,"LUIZA MACHADO PONTES,THAIS MALLET CASTELO BRANCO,CAIO HERLANIN FERNANDES,VIRGINIA KASTRUP"
Centro de Filosofia e Ciencias Humanas,2301,"ABECEDÁRIO DAS (IN)VISIBILIDADES: POSSIBILIDADES DE CRIAÇÃO CINEMATOGRÁFICA COM ESTUDANTES DO INSTITUTO BENJAMIN CONSTANT, DENTRO E FORA DA ESCOLA","LEONARDO MOREIRA,ADRIANA FRESQUET"
Centro de Filosofia e Ciencias Humanas,3655,PROJETO PIBID: A EXPERIÊNCIA PRÁTICA NA SALA DE AULA SOBRE DEMOCRACIA,"PAULA FORTINI MOREIRA,GABRIELLE OLIVEIRA DE ABREU,FERNANDO LUIZ VALE CASTRO"
Centro de Filosofia e Ciencias Humanas,4329,COLCHA DE RETALHOS: TECENDO HISTÓRIAS E CONSTRUINDO SABERES NA EJA,"JACQUELINE CARDOSO FERREIRA,ANA PAULA DE ABREU COSTA DE MOURA,EDVANIA FERREIRA BEZERRA"
Centro de Filosofia e Ciencias Humanas,4838,LITERATURA NAS CLASSES DE ALFABETIZAÇÃO: UMA EXPERIÊNCIA DO PROGRAMA INTEGRADO DA UFRJ PARA EDUCAÇÃO DE JOVENS E ADULTOS,"JACQUELINE CARDOSO FERREIRA,ANA PAULA DE ABREU COSTA DE MOURA,JÉSSICA DA COSTA PINHEIRO"
Centro de Filosofia e Ciencias Humanas,5058,REDE EMANCIPA: MOVIMENTO SOCIAL DE EDUCAÇÃO POPULAR,"ALICE MACIEL,SHAROLYN CORRÊA VIEIRA,ADRIANA HERZ DOMINGUES,PEDRO PAULO FERREIRA BAHIA,VANIA CARDOSO DA MOTTA,RITHIANNE BARBOSA"
Centro de Filosofia e Ciencias Humanas,5747,EDUCAÇÃO POPULAR E FORMAÇÃO POLITICA: UMA EXPERIENCIA COM ESTUDANTES DA BAIXADA FLUMINENSE,"JOSé RODOLFO SANTOS DA SILVEIRA,BIBIANA MACHADO NUNES,MÔNICA MENDONÇA DELGADO,GLÁUCIA LELIS ALVES,LUANA DE SOUZA SIQUEIRA,MARIA DAIANE DE ARAÚJO ALVES"
Centro de Filosofia e Ciencias Humanas,5804,O COMBATE A EMOÇÕES DIVISIVAS NA BUSCA DA DEMOCRACIA,"MARIA SILVIA POSSAS,SUSANA DE CASTRO AMARAL VIEIRA"
Centro de Filosofia e Ciencias Humanas,1888,PROJETO “CORRIDA DE OBSTÁCULOS: ACESSO AO ENSINO SUPERIOR”,"CLEISSA REGINA DE OLIVEIRA MARTINS,FELÍCIA PICANÇO"
Centro de Filosofia e Ciencias Humanas,2675,LIÇÕES DE DOREEN MASSEY - POR UMA AGENDA POLÍTICA DA GEOGRAFIA ESCOLAR,"TAISSA GONÇALVES PAZ FERREIRA,ANA ANGELITA COSTA NEVES DA ROCHA"
Centro de Filosofia e Ciencias Humanas,3709,BIOGRAFIAS E HISTÓRIA ESCOLAR: QUE ARTICULAÇÃO NAS NARRATIVAS DOS LIVROS DIDÁTICOS?,"CARMEN TERESA GABRIEL LE RAVALLEC,HELLEN WININ SILVA GOMES"
Centro de Filosofia e Ciencias Humanas,5044,REFLEXÕES SOBRE A LEITURA DE LITERATURA INFANTIL DIGITAL EM TURMAS DE PRÉ-ESCOLA,"NATASHA PECLAT,PATRICIA CORSINO"
Centro de Filosofia e Ciencias Humanas,5400,RELAÇÃO ENTRE FAMÍLIA E ESCOLA: AS CAMADAS POPULARES NA EDUCAÇÃO INFANTIL,"SARA VIEIRA DO NASCIMENTO,MARIA COMES MUANIS"
Centro de Filosofia e Ciencias Humanas,5510,"TRABALHO DOCENTE DE PROFESSORES “INICIANTES” DA REDE MUNICIPAL DE ENSINO DO RJ E SEUS DESAFIOS, DIANTE DE ALGUNS ECOS DAS POLÍTICAS PÚBLICAS VIGENTES","ADRIANA MILAGRES,MARIA DAS GRAÇAS NASCIMENTO"
Centro de Filosofia e Ciencias Humanas,1229,"COMO A REPETÊNCIA ESCOLAR SE ESTRUTUROU AO LONGO DOS ANOS 2000 NO BRASIL? INVESTIGANDO OS PADRÕES POR NÍVEL SOCIOECONÔMICO, SEXO E RAÇA","FLÁVIA EDUARDA ROCHA,FLAVIO CARVALHAES"
Centro de Filosofia e Ciencias Humanas,1878,A INFLUÊNCIA DA ESCOLARIDADE NO DESEMPENHO DAS CRIANÇAS DE 1º A 5º ANOS NO MAPA DO ZOOLÓGICO,"ALINE BARRETO CANDIA,RAQUEL CARLOS MAGNO ANDRADE,IMIRA FONSECA,JANE CORREA"
Centro de Filosofia e Ciencias Humanas,1884,O PODER DISCRIMINANTE DOS CRITÉRIOS DE PONTUAÇÃO DA ROCF-B - CÓPIA PARA CRIANÇAS DO 1º. ANO DO ENSINO FUNDAMENTAL,"ANA CAROLINA DUARTE COSTA,ANA PAULA VIDAL SANTOS,DANIELA DE ALMEIDA SOUZA CRUZ,RENATA LINHARES,TATIANA BRANCO DE OLIVEIRA,STELLA KEFFER ROXO,ALINE BARRETO CANDIA,IMIRA FONSECA,JANE CORREA"
Centro de Filosofia e Ciencias Humanas,2169,O PODER DISCRIMINANTE DOS CRITÉRIOS DE PONTUAÇÃO DA ROCF-B - EVOCAÇÃO PARA CRIANÇAS DO 1º. ANO DO ENSINO FUNDAMENTAL,"ANA PAULA VIDAL SANTOS,ANA CAROLINA DUARTE COSTA,DANIELA DE ALMEIDA SOUZA CRUZ,RENATA LINHARES,TATIANA BRANCO DE OLIVEIRA,STELLA KEFFER ROXO,PAULA BANDEIRA DIAS,JANE CORREA,RAQUEL CARLOS MAGNO ANDRADE"
Centro de Filosofia e Ciencias Humanas,2383,AS PESQUISAS SOBRE ENSINO DE SOCIOLOGIA NA EDUCAÇÃO BÁSICA: ESCOLHAS E MOTIVAÇÕES,"IZABELLA LIMA CARVALHO DE OLIVEIRA,ANITA HANDFAS"
Centro de Filosofia e Ciencias Humanas,2701,SEGREGAÇÃO ESCOLAR NO BRASIL ENTRE 2007 E 2016: ANÁLISE COMPARATIVA ENTRE CAPITAIS NO PAÍS,"ISABELA DOS REIS ARAÚJO,TIAGO LISBOA BARTHOLO"
Centro de Filosofia e Ciencias Humanas,557,UMA ESCOLA SUECA: INTERAÇOES EM SALA DE AULA E VISOES DOS PROFESSORES.,"VANIA MARIA DE CARVALHO E SILVA,RODRIGO ROSISTOLATO"
Centro de Filosofia e Ciencias Humanas,998,"ESCOLA ANIMADA: EDUCAÇÃO, UNIVERSO INFANTO-JUVENIL E CINEMA DE ANIMAÇÃO.","INGRID RIBEIRO SANTOS ARAUJO,WAGNER PINHEIRO PEREIRA"
Centro de Filosofia e Ciencias Humanas,1572,A DISCIPLINA DE EDUCAÇÃO FÍSICA EM INSTITUIÇÕES DE EDUCAÇÃO PROFISSIONAL: REFLEXÕES PRELIMINARES SOBRE A CONTRIBUIÇÃO PARA UMA FORMAÇÃO INTEGRAL,"GUILHERME DE SOUZA MARQUES,BRUNO GAWRYSZEWSKI"
Centro de Filosofia e Ciencias Humanas,3339,"INTERCULTURALIDADE, IGUALDADES E DIFERENÇAS NO ENSINO DE HISTÓRIA","CAIO MATHEUS GARCIA,CINTHIA MONTEIRO DE ARAUJO"
Centro de Filosofia e Ciencias Humanas,4767,FILMES DIFERENTES NO LIVRO DIDÁTICO DE HISTÓRIA,"LUCA ROMANO MOURA,CINTHIA MONTEIRO DE ARAUJO"
Centro de Filosofia e Ciencias Humanas,5,INDÍCIOS DA FORMAÇÃO DOS GESTORES ESCOLARES NO PLANEJAMENTO ESCOLAR: UMA ANÁLISE EM ESCOLAS PÚBLICAS MUNICIPAIS DE DUQUE DE CAXIAS.,"SILVINA JULIA FERNÁNDEZ,RUANA PESSOA FARIAS"
Centro de Filosofia e Ciencias Humanas,2575,DISTRIBUIÇÃO DE ESTUDANTES NA REDE MUNICIPAL DO RIO DE JANEIRO: UMA ANÁLISE DA EDUCAÇÃO INFANTIL A PARTIR DO PERFORMANCE INDICATORS IN PRIMARY SCHOOLS,"RENATA CORRÊA GOMES,MARCIO COSTA"
Centro de Filosofia e Ciencias Humanas,3412,A PEDAGOGIZAÇÃO DA PRIMEIRA INFÂNCIA: FAMÍLIA E EDUCAÇÃO INFANTIL,"BLENDA LUIZE CHOR RODRIGUES,MARIA COMES MUANIS"
Centro de Filosofia e Ciencias Humanas,3519,O DEBATE TEÓRICO SOBRE ESTIGMA NA EDUCAÇÃO: UMA ANÁLISE INICIAL,"LUIZA MENCARINI MELLO,RODRIGO ROSISTOLATO,ANA PIRES DO PRADO"
Centro de Filosofia e Ciencias Humanas,3834,COMPOSIÇÃO DE TURMAS NA EDUCAÇÃO INFANTIL NA REDE MUNICIPAL DO RIO DE JANEIRO,"RAIANE FERNANDES DE LIMA,ANITA TOSHIE NAKAMURA CALDEIRA,MARIANE CAMPELO KOSLINSKI"
Centro de Filosofia e Ciencias Humanas,4704,A PRODUÇÃO DA SEGREGAÇÃO EDUCACIONAL NO RIO DE JANEIRO: ANOS INICIAIS,"DANIEL LOPES DE CASTRO,MARCIO COSTA"
Centro de Filosofia e Ciencias Humanas,371,MÁSCARA NEUTRA PARA NÃO ATORES: UMA EXPERIÊNCIA COM ENSINO MÉDIO DO CAP. UFRJ,"MAYARA TENÓRIO GOMES,CLEUSA JOCELEIA MACHADO"
Centro de Filosofia e Ciencias Humanas,2613,FORMANDO PROFESSORES PARA ALFABETIZAR,"REBECA OLIVEIRA FERREIRA,REJANE MARIA DE ALMEIDA AMORIM"
Centro de Filosofia e Ciencias Humanas,3281,ORIENTADORES EDUCACIONAIS NA ESCOLA PÚBLICA FLUMINENSE: TRAJETÓRIAS ACADÊMICAS E PROFISSIONAIS,"IZABEL CRISTINA DE SOUZA,PRISCILA ANDRADE MAGALHÃES RODRIGUES"
Centro de Filosofia e Ciencias Humanas,3724,ENCENAÇÃO 2017: O DESPERTAR DA PRIMAVERA E COMO A SOCIEDADE TRATA O JOVEM E SEUS ANSEIOS,"ANDRÉA PINHEIRO DA SILVA,CLEUSA JOCELEIA MACHADO,ISADORA CARVALHO GIESTA E AZEVEDO,REINALDO MACHADO DA SILVA,KARLA NOGUEIRA"
Centro de Filosofia e Ciencias Humanas,4908,PESQUISA DE EGRESSOS DO CURSO DE CIÊNCIAS SOCIAIS NA UNIVERSIDADE FEDERA DO RIO DE JANEIRO,"FLORA FERNANDES DA ROCHA DE ARAUJO,FELÍCIA PICANÇO,DANIELA DOS REIS SANTA IZABEL DE SOUZA,ANA CAROLINA SALLES LOURENÇO"
Centro de Filosofia e Ciencias Humanas,5867,A ESCOLHA PROFISSIONAL NO ENSINO MÉDIO E SUAS CONSEQUÊNCIAS PARA O JOVEM UNIVERSITÁRIO,"LUIZ FELIPPE LISBOA MARINS DEL BOSCO,ALEXANDRE LEÃO DE CASTRO,GIOVANNA PESSANHA CORRÊA,SOFIA ABREU,DANDARA SOARES DE MENEZES REI,NILMA FIGUEIREDO DE ALMEIDA"
Centro de Filosofia e Ciencias Humanas,1470,A ATUAÇÃO DA RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE DA MULHER NOS CENTROS DE REFERÊNCIA PARA MULHERES DA UFRJ,"MARISA CHAVES DE SOUZA,AGATHA ALVES DA SILVA,ERIKA FERNANDA MARINS DE CARVALHO"
Centro de Filosofia e Ciencias Humanas,2648,"MAL-ESTAR DOCENTE: ""AS OFICINAS COMO PROPOSTA INTERVENTIVA""","ANGÉLICA PENEDA MIRANDA MOREIRA,RAFAELA AMARAL CUNHA DO NASCIMENTO,CRISTIANA CARNEIRO,PAMELLA RODRIGUES RIGON"
Centro de Filosofia e Ciencias Humanas,3544,EDUCAÇÃO E POLÍTICA: ”CONSCIENTIZAR PARA TRANSFORMAR”,"INGRID ARIANE MIRANDA GOMES,CINTHIA MONTEIRO DE ARAUJO"
Centro de Filosofia e Ciencias Humanas,3779,UMA ESTRATÉGIA DE PERMANÊNCIA NO ENSINO SUPERIOR: O AUXÍLIO DE INCENTIVO AO ESPORTE NA MODALIDADE EXTENSÃO DESPORTIVA DA UFRRJ,"RENATA SILVA Y NUNES MOREIRA,JOSE JAIRO VIEIRA"
Centro de Filosofia e Ciencias Humanas,5305,PERCEPÇÕES E VISÕES SOBRE A IDENTIDADE E SUAS PROBLEMÁTICAS: ANALISANDO OS ALUNOS DE UM CURSO DE EXTENSÃO DA UFRJ,"JOSE JAIRO VIEIRA,GABRIEL SANTOS PEREIRA,NYCOLE VASCONCELOS NUNES AZEVEDO,INGRID INÊZ LOPES DIAS,ZARIFY NETO"
Centro de Filosofia e Ciencias Humanas,5333,PERCEPÇÕES E VISÕES SOBRE A GÊNERO E PERFORMATIVIDADE: ANALISANDO OS ALUNOS DE UM CURSO DE EXTENSÃO DA UFRJ,"JOSE JAIRO VIEIRA,REGINALDO RAMOS DOS SANTOS,GRAZIELE MOREIRA DE ARAUJO"
Centro de Filosofia e Ciencias Humanas,1176,REABILITAÇÃO NEUROPSICOLÓGICA COM FOCO NO FUNCIONAMENTO EXECUTIVO E NA MEMÓRIA DE TRABALHO,"JANA SOUSA GARCIA DE CARVALHO,TAMIRIS DE MOURA PINTO,ISABELA ALVES SANTIAGO DA NOBREGA,DOUGLAS DUTRA,NATHÁLIA ENCARNAÇÃO DE QUEIROZ,ROSINDA MARTINS OLIVEIRA"
Centro de Filosofia e Ciencias Humanas,1840,CONHECENDO A FAMÍLIA PONTUAÇÃO: FERRAMENTA LÚDICA PARA A ESCRITA DE CRIANÇAS COM DIFICULDADES DE APRENDIZAGEM ESCOLAR,"STEFANI PARRAGA ABBATE,JOYCE MOREIRA DINIZ,DEBORAH AMBRE,MARIA CLARA HOLANDA,GIULIANA RAMIRES,STELLA AMARAL VARIZO,JANE CORREA,CLARISSA PROENÇA GONÇALVES"
Centro de Filosofia e Ciencias Humanas,2250,GRUPO DE PAIS DA UNIDADE DE TERAPIA INTENSIVA NEONATAL (UTIN): DISPOSITIVO DE FALA E ESCUTA CLÍNICA,"LUCAS BASTOS ROLIM,ANA CRISTINA BARROS CUNHA,LUCIANA FERREIRA MONTEIRO,RAQUEL FERNANDES"
Centro de Filosofia e Ciencias Humanas,4526,ESCOLHENDO O FUTURO: EXPERIÊNCIAS COM ESTUDANTES CONCLUINTES DOS ENSINOS FUNDAMENTAL E MÉDIO A PARTIR DA ANÁLISE DO VOCACIONAL,"ANNA BECKER,ANNA CAROLINA CARDOSO DE ABREU,ERICK VIEIRA,PATRICK SILVA BOTELHO,THIAGO COLMENERO CUNHA,PEDRO PAULO GASTALHO DE BICALHO"
Centro de Filosofia e Ciencias Humanas,5104,AS EMOÇÕES NAS SOCIEDADES DEMOCRÁTICAS ATUAIS,"THAMIRES MARTINS ALVES CORTE,SUSANA DE CASTRO AMARAL VIEIRA"
Centro de Filosofia e Ciencias Humanas,5363,"PSICOLOGIA SOCIAL, ALTERIDADE E TERCEIRO SETOR: UMA EXPERIÊNCIA DE INTERVENÇÃO NA EXTENSÃO UNIVERSITÁRIA","RENATA QUEIROZ RAMOS,DANDARA CONCEIÇÃO SILVA,RAFAELA NOBREGA ANDRADE,HUGO GOMES,ANA CAROLINA HERDT SOUZA SANTOS,RODRIGO BELCASTRO PEREIRA,CRISTAL OLIVEIRA MONIZ DE ARAGÃO"
Centro de Filosofia e Ciencias Humanas,2807,BIBLIOTECA ITINERANTE: QUE HISTÓRIA DE ÁFRICA VOCÊ CONHECE?,"ANDRÉ DA CRUZ OLIVEIRA,JULIANA RODRIGUES DE OLIVEIRA,ANA PAULA DE ABREU COSTA DE MOURA,GUMERCINDA NASCIMENTO GONDA"
Centro de Filosofia e Ciencias Humanas,3124,EXPERIÊNCIA PRÁTICA DA LEI 10.639/03: A ABORDAGEM DA ÁFRICA NA OFICINA DO PIBID,"ESTEVãO CORREIA MUSA,MATHEUS RODRIGUES DA SILVA,FERNANDO LUIZ VALE CASTRO,JULIANA NASCIMENTO DA SILVA"
Centro de Filosofia e Ciencias Humanas,4021,ENCONTROS NA ESCOLA: A IMPORTÂNCIA DA REPRESENTATIVIDADE RACIAL NA CRIAÇÃO DE VÍNCULOS COM ADOLESCENTES NEGROS.,"ANA CAROLINA HERDT SOUZA SANTOS,GLAUCIA TAVARES DANTAS SILVA,CRISTAL OLIVEIRA MONIZ DE ARAGÃO"
Centro de Filosofia e Ciencias Humanas,4210,ADINKRA – DE POVOS AFRICANOS PARA A PRÁTICA NAS AULAS DE MATEMÁTICA.,"DEYSE MARIA MANNI DIAS DE SOUZA,ANA PAULA DE ABREU COSTA DE MOURA"
Centro de Filosofia e Ciencias Humanas,5514,O RACISMO E AS ESCOLHAS: A ANÁLISE DO VOCACIONAL COMO DISPOSITIVO PARA PENSAR AS ESCOLHAS DAS JUVENTUDES NEGRAS,"CAMILA MOREIRA E CRESPO,CÁSSIO GOMES RODRIGUES DOS SANTOS,PATRICK SILVA BOTELHO,RAQUEL DOS SANTOS GUIMARAES,THIAGO COLMENERO CUNHA,FLáVIA DE ABREU LISBOA,PEDRO PAULO GASTALHO DE BICALHO"
Centro de Filosofia e Ciencias Humanas,1173,O CULTO DE NOSSA SENHORA DE APARECIDA: UMA TRADIÇÃO INVENTADA?,"JULIANA BEATRIZ ALMEIDA DE SOUZA,LETICIA LEITE DA MATTA,LUCIANA LOURENCO GOMES"
Centro de Filosofia e Ciencias Humanas,1282,"EDUCAÇÃO AMBIENTAL CRÍTICA NA FORMAÇÃO INICIAL E CONTINUADA DE PROFESSORES: PARCERIAS, TEMÁTICAS E DESAFIOS","ALESSANDRA GONÇALVES SOARES,AMANDA OLIVEIRA PEREIRA,JULIA PAGANI MARGARIDO,PAULO HENRIQUE OLIVEIRA DE MESQUITA,GIL CARDOSO COSTA,MARIA JACQUELINE GIRÃO SOARES DE LIMA"
Centro de Filosofia e Ciencias Humanas,1820,A INSERÇÃO DA AGROECOLOGIA NO INSTITUTO DE BIOLOGIA DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (IB-UFRJ),"LUISA ÁZARA RAMOS,MARIA JACQUELINE GIRÃO SOARES DE LIMA,FERNANDA TUBENCHLAK"
Centro de Filosofia e Ciencias Humanas,3998,A ATUALIDADE DA QUESTÃO AGRÁRIA NO RIO DE JANEIRO: A EXPERIENCIA DE ASSESSORIA AO MOVIMENTO DOS PEQUENOS AGRICULTORES,"MARIA ANGELICA PAIXAO FRAZAO,FLÁVIA VARGAS AMARANTE ARANTES,MARISTELA DAL MORO"
Centro de Filosofia e Ciencias Humanas,862,A PREGAÇÃO NA PRIMEIRA IDADE MÉDIA: CONSIDERAÇÕES SOBRE O CASO DE CESÁRIO DE ARLES (502 - 542),"JOÃO VICTOR MACHADO DA SILVA,PAULO DUARTE SILVA"
Centro de Filosofia e Ciencias Humanas,2676,UM ESTUDO SOBRE A AÇÃO DO EPISCOPADO NO RIO DE JANEIRO: O CERIMONIAL DA ENTRADA DO BISPO DOM FREI ANTÔNIO DO DESTERRO EM SUA DIOCESE (1747),"LUCAS DOMINGUES TORRES DO NASCIMENTO,BEATRIZ CATÃO CRUZ SANTOS"
Centro de Filosofia e Ciencias Humanas,2794,EPISCOPADO E BATISMO: USOS DO RITO DE PASSAGEM E FORTALECIMENTO DO PODER DO BISPO NA GALLAECIA DO SÉCULO VI,"NATHÁLIA SERENADO DA SILVA,LEILA RODRIGUES DA SILVA"
Centro de Filosofia e Ciencias Humanas,4795,"CONSTRUÇÃO M ORAL , CRÍTICA AO PAGANISMO NA ALTA IDADE MÉDIA: OS SERMÕES DE FESTAS SANTORAIS DO BISPO CESÁRIO DE ARLES (502-542)","ARUNDO TERCEIRO,PAULO DUARTE SILVA"
Centro de Filosofia e Ciencias Humanas,1390,MEMÓRIA AUDIOVISUAL DO COLÉGIO DE APLICAÇÃO DA UFRJ,"GABRIELA PEREGRINO LEVY,IZABEL GOUDART,MARIANA GUIMARÃES"
Centro de Filosofia e Ciencias Humanas,1593,VIDA E IMAGEM NA PENÍNSULA ITÁLICA DUCENTISTA: O CASO DE CLARA DE ASSIS,"GABRIEL BRAZ DE OLIVEIRA,ANDRÉIA CRISTINA LOPES FRAZÃO DA SILVA"
Centro de Filosofia e Ciencias Humanas,3080,O MÉXICO REVOLUCIONÁRIO NO CINEMA: UMA ANÁLISE DOS FILMES “VIVA ZAPATA” (1952) E “EMILIANO ZAPATA” (1970).,"WAGNER PINHEIRO PEREIRA,RAYANE CASTRO GUEDES"
Centro de Filosofia e Ciencias Humanas,4232,"O SAXÃO CIVILIZADO: CONSIDERAÇÕES SOBRE A RELAÇÃO ENTRE O PERFIL DA LIDERANÇA NA HISTÓRIA DOS BRETÕES (800), DE NENNIUS E A SÉRIE VIKINGS","LUCIANA ARAÚJO DE SOUZA,PAULO DUARTE SILVA"
Centro de Filosofia e Ciencias Humanas,4867,RUANDA: HEROICIZAÇÃO E ESTEREÓTIPOS DOS DISCURSOS MIDIÁTICOS NOS FILMES SHOOTING DOGS E A SUNDAY IN KIGALI,"LARISSA INFANTE HECHT,CRISTINA REGO MONTEIRO DA LUZ,PABLO FONTES"
Centro de Filosofia e Ciencias Humanas,3749,A REPRESENTAÇÃO DA MULHER NEGRA NO CINEMA HOLLYWOODIANO ATRAVÉS DA FIGURA DE VIOLA DAVIS: UMA ANÁLISE DO FILME ''HISTÓRIAS CRUZADAS'' (2011),"JULHA VICTóRIA DE PAIVA VIEIRA,WAGNER PINHEIRO PEREIRA"
Centro de Filosofia e Ciencias Humanas,4872,REPRESENTAÇÕES LGBT EM STEVEN UNIVERSO E SUA RECEPÇÃO ENTRE CRIANÇAS,"DANIEL PINHEIRO ASSAF CORREA,LUANDA SCHRAMM"
Centro de Filosofia e Ciencias Humanas,4945,ANONIMATO E REPRESENTAÇÃO NAS REDES SOCIAIS: UMA ANÁLISE DAS RELAÇÕES MEDIADAS PELO APLICATIVO GRINDR,"MARCOS VINÍCIUS LISBOA DA SILVA,TADEU RIBEIRO"
Centro de Filosofia e Ciencias Humanas,5097,"IDEAIS DE FELICIDADE E ESTEREÓTIPOS DE GÊNERO EM BRANCA DE NEVE, MULAN E FROZEN - UMA AVENTURA CONGELANTE","VICTOR LIMA,LUANDA SCHRAMM"
Centro de Filosofia e Ciencias Humanas,5826,"MÍDIA, OPINIÃO PÚBLICA E ESTEREÓTIPOS: EXPLORAÇÕES DO CONCEITO DE OPINIÃO PÚBLICA NOS FILMES “QUEM MATOU ELOÁ?” E “O QUARTO PODER” A PARTIR DAS CONTRIBUIÇÕES DE LIPPMANN, NOELLE-NEUMANN, LASSWELL E MCCOMBS","ANELISE DA SILVA GONÇALVES,GABRIEL LUCAS DE OLIVEIRA FREITAS,LUANDA SCHRAMM"
Centro de Filosofia e Ciencias Humanas,755,AVALIAÇÃO DA PREVALÊNCIA DE TRANSTORNO DE ESTRESSE PÓS- TRAUMÁTICO (TEPT) EM AMBULATÓRIO DE SAÚDE MENTAL,"PAULA DA COSTA CALDEIRA,PAULA VENTURA,IVAN LUIZ VASCONCELLOS FIGUEIRA,JÉSSICA MEIRELLES PAIVA,GIULIA LUZ DELAROLI BEZERRA,JOAO PEDRO DE AQUINO MORAES"
Centro de Filosofia e Ciencias Humanas,2837,CORPO E NARCISISMO – A IMAGEM AFETADA PELO CÂNCER,"BRUNA ARAÚJO SARDENBERG,ANNA CAROLINA LO BIANCO CLEMENTINO"
Centro de Filosofia e Ciencias Humanas,2979,EM BUSCA DA IMAGEM - UMA ABORDAGEM DA DIREÇÃO DO TRATAMENTO NA CLÍNICA DAS PSICOSES,"DANIELLE DESIRÉE SOUTO MAIOR CERVINO,VERA BESSET"
